"","X1","X2","count","plot_order"
"1","1","2",1,3
"2","2","3",1,3
"3","2","5",1,3
"4","3","2",1,3
"5","3","5",1,3
"6","4",NA,1,3
"7","5","2",1,3
"8","5","3",1,3
"9","5","4",1,3
"10","6","12",1,3
"11","7","10",1,3
"12","8","8",1,3
"13","9","9",1,3
"14","10","11",1,3
"15","10","14",1,3
"16","11","10",1,3
"17","11","14",1,3
"18","12","6",1,3
"19","13","15",1,3
"20","14","10",1,3
"21","14","11",1,3
"22","15","13",1,3
"23","16","16",1,3
"24","1","1",2,14
"25","2",NA,2,14
"26","3","2",2,14
"27","4","4",2,14
"28","5","5",2,14
"29","6","10",2,14
"30","6","12",2,14
"31","6","13",2,14
"32","7",NA,2,14
"33","8","9",2,14
"34","9","8",2,14
"35","10","7",2,14
"36","10","9",2,14
"37","10","11",2,14
"38","10","14",2,14
"39","11","6",2,14
"40","11","10",2,14
"41","11","14",2,14
"42","12","6",2,14
"43","12","13",2,14
"44","13","6",2,14
"45","13","12",2,14
"46","14","10",2,14
"47","14","11",2,14
"48","15","15",2,14
"49","16","16",2,14
"50","1","1",3,13
"51","2","2",3,13
"52","3","5",3,13
"53","3","15",3,13
"54","4","5",3,13
"55","5","3",3,13
"56","5","4",3,13
"57","5","15",3,13
"58","6","6",3,13
"59","7","7",3,13
"60","8","10",3,13
"61","9","9",3,13
"62","10","11",3,13
"63","11","14",3,13
"64","12","12",3,13
"65","13","13",3,13
"66","14","11",3,13
"67","15","3",3,13
"68","16","16",3,13
"69","1","1",4,5
"70","2","12",4,5
"71","3","2",4,5
"72","3","5",4,5
"73","3","12",4,5
"74","4","10",4,5
"75","5","2",4,5
"76","5","3",4,5
"77","6","6",4,5
"78","7","7",4,5
"79","8","8",4,5
"80","9","9",4,5
"81","10",NA,4,5
"82","11","11",4,5
"83","12","2",4,5
"84","12","3",4,5
"85","13","13",4,5
"86","14","14",4,5
"87","15","15",4,5
"88","16","16",4,5
"89","1","7",5,15
"90","2","5",5,15
"91","3","5",5,15
"92","4","4",5,15
"93","5","2",5,15
"94","5","3",5,15
"95","6",NA,5,15
"96","7","1",5,15
"97","7","11",5,15
"98","8","9",5,15
"99","8","11",5,15
"100","9","1",5,15
"101","10","1",5,15
"102","10","11",5,15
"103","10","14",5,15
"104","11","10",5,15
"105","11","14",5,15
"106","12",NA,5,15
"107","13","12",5,15
"108","14","1",5,15
"109","14","10",5,15
"110","14","11",5,15
"111","15","15",5,15
"112","16","6",5,15
"113","1",NA,6,6
"114","2","2",6,6
"115","3","3",6,6
"116","4",NA,6,6
"117","5","5",6,6
"118","6",NA,6,6
"119","7","6",6,6
"120","8","1",6,6
"121","8","9",6,6
"122","9",NA,6,6
"123","10",NA,6,6
"124","11","10",6,6
"125","12","1",6,6
"126","12","6",6,6
"127","12","13",6,6
"128","13","12",6,6
"129","14","14",6,6
"130","15","4",6,6
"131","16","16",6,6
"132","1",NA,7,1
"133","2",NA,7,1
"134","3","2",7,1
"135","3","6",7,1
"136","3","12",7,1
"137","4","1",7,1
"138","5","5",7,1
"139","6","3",7,1
"140","6","12",7,1
"141","7","10",7,1
"142","8","9",7,1
"143","9","8",7,1
"144","10","7",7,1
"145","10","14",7,1
"146","11","11",7,1
"147","12","3",7,1
"148","12","6",7,1
"149","13","12",7,1
"150","14","10",7,1
"151","15","15",7,1
"152","16","16",7,1
"153","1","11",8,11
"154","2","3",8,11
"155","2","12",8,11
"156","3","2",8,11
"157","3","5",8,11
"158","3","10",8,11
"159","4","4",8,11
"160","5","2",8,11
"161","5","3",8,11
"162","6","12",8,11
"163","6","13",8,11
"164","7","10",8,11
"165","8","8",8,11
"166","9",NA,8,11
"167","10","3",8,11
"168","10","7",8,11
"169","10","11",8,11
"170","10","14",8,11
"171","11","10",8,11
"172","11","14",8,11
"173","12","6",8,11
"174","12","13",8,11
"175","13","6",8,11
"176","13","12",8,11
"177","14","7",8,11
"178","14","9",8,11
"179","14","10",8,11
"180","14","11",8,11
"181","15","15",8,11
"182","16","16",8,11
"183","1","1",9,16
"184","2","2",9,16
"185","3","6",9,16
"186","3","12",9,16
"187","4","4",9,16
"188","5","5",9,16
"189","6","3",9,16
"190","6","12",9,16
"191","7","7",9,16
"192","8",NA,9,16
"193","9","9",9,16
"194","10","8",9,16
"195","11","11",9,16
"196","12","3",9,16
"197","12","6",9,16
"198","12","13",9,16
"199","13","6",9,16
"200","13","12",9,16
"201","13","16",9,16
"202","14","14",9,16
"203","15","15",9,16
"204","16",NA,9,16
"205","1","1",10,2
"206","2","5",10,2
"207","3","2",10,2
"208","3","5",10,2
"209","3","6",10,2
"210","3","12",10,2
"211","3","15",10,2
"212","4","4",10,2
"213","5","2",10,2
"214","5","3",10,2
"215","6","2",10,2
"216","6","3",10,2
"217","6","12",10,2
"218","7",NA,10,2
"219","8","11",10,2
"220","9","9",10,2
"221","10","8",10,2
"222","10","11",10,2
"223","10","14",10,2
"224","11","8",10,2
"225","11","13",10,2
"226","12","3",10,2
"227","12","6",10,2
"228","12","13",10,2
"229","13","12",10,2
"230","14",NA,10,2
"231","15","3",10,2
"232","16","7",10,2
"233","1","10",11,12
"234","2","14",11,12
"235","3","4",11,12
"236","3","6",11,12
"237","4",NA,11,12
"238","5","5",11,12
"239","6",NA,11,12
"240","7","10",11,12
"241","8",NA,11,12
"242","9","8",11,12
"243","10","1",11,12
"244","10","7",11,12
"245","10","14",11,12
"246","11","11",11,12
"247","12","13",11,12
"248","13","2",11,12
"249","13","12",11,12
"250","14","1",11,12
"251","14","2",11,12
"252","14","10",11,12
"253","15","15",11,12
"254","16","16",11,12
"255","1","1",12,8
"256","2","11",12,8
"257","2","13",12,8
"258","3",NA,12,8
"259","4",NA,12,8
"260","5","5",12,8
"261","6","6",12,8
"262","7","11",12,8
"263","8","9",12,8
"264","9","3",12,8
"265","9","8",12,8
"266","10","11",12,8
"267","10","14",12,8
"268","11","7",12,8
"269","11","10",12,8
"270","11","14",12,8
"271","12","4",12,8
"272","12","13",12,8
"273","13","2",12,8
"274","13","12",12,8
"275","14","10",12,8
"276","14","11",12,8
"277","15","15",12,8
"278","16","16",12,8
"279","1","1",13,9
"280","2","7",13,9
"281","3","3",13,9
"282","4","4",13,9
"283","5",NA,13,9
"284","6","12",13,9
"285","7",NA,13,9
"286","8","11",13,9
"287","9","5",13,9
"288","10","14",13,9
"289","11","8",13,9
"290","12","6",13,9
"291","13","13",13,9
"292","14","10",13,9
"293","14","11",13,9
"294","15","15",13,9
"295","16","16",13,9
"296","1","1",14,10
"297","2","6",14,10
"298","3","3",14,10
"299","4","4",14,10
"300","5","13",14,10
"301","6",NA,14,10
"302","7","10",14,10
"303","8","12",14,10
"304","9","9",14,10
"305","10","7",14,10
"306","11",NA,14,10
"307","12",NA,14,10
"308","13","12",14,10
"309","14","11",14,10
"310","15","6",14,10
"311","16","16",14,10
"312","1","16",15,4
"313","2","3",15,4
"314","3","2",15,4
"315","4","4",15,4
"316","5","5",15,4
"317","6",NA,15,4
"318","7",NA,15,4
"319","8",NA,15,4
"320","9","8",15,4
"321","10","7",15,4
"322","10","11",15,4
"323","10","14",15,4
"324","11",NA,15,4
"325","12","6",15,4
"326","12","13",15,4
"327","13","6",15,4
"328","13","12",15,4
"329","13","16",15,4
"330","14","7",15,4
"331","14","10",15,4
"332","15","15",15,4
"333","16","13",15,4
"334","1","1",16,7
"335","2",NA,16,7
"336","3","2",16,7
"337","3","12",16,7
"338","4","5",16,7
"339","5","4",16,7
"340","5","16",16,7
"341","6",NA,16,7
"342","7","7",16,7
"343","8","9",16,7
"344","9","8",16,7
"345","9","10",16,7
"346","10","9",16,7
"347","10","11",16,7
"348","10","14",16,7
"349","11","10",16,7
"350","12","6",16,7
"351","12","13",16,7
"352","13","12",16,7
"353","14",NA,16,7
"354","15","15",16,7
"355","16","5",16,7
