"","X1","X2","count","plot_order"
"1","1","9",1,4
"2","2","3",1,4
"3","2","5",1,4
"4","2","12",1,4
"5","3","2",1,4
"6","3","5",1,4
"7","3","6",1,4
"8","3","12",1,4
"9","3","15",1,4
"10","4",NA,1,4
"11","5","2",1,4
"12","5","3",1,4
"13","5","4",1,4
"14","5","6",1,4
"15","5","12",1,4
"16","6","2",1,4
"17","6","3",1,4
"18","6","5",1,4
"19","6","12",1,4
"20","7","7",1,4
"21","8",NA,1,4
"22","9","8",1,4
"23","10","10",1,4
"24","11","11",1,4
"25","12","2",1,4
"26","12","13",1,4
"27","13","12",1,4
"28","14","14",1,4
"29","15","8",1,4
"30","16","12",1,4
"31","1","1",2,5
"32","2",NA,2,5
"33","3","3",2,5
"34","4","5",2,5
"35","5","2",2,5
"36","5","4",2,5
"37","6","6",2,5
"38","7","11",2,5
"39","8","11",2,5
"40","9","9",2,5
"41","10","10",2,5
"42","11","7",2,5
"43","11","8",2,5
"44","12","12",2,5
"45","13","13",2,5
"46","14","14",2,5
"47","15","15",2,5
"48","16","16",2,5
"49","1",NA,3,6
"50","2","12",3,6
"51","2","13",3,6
"52","3","5",3,6
"53","4","9",3,6
"54","5",NA,3,6
"55","6","12",3,6
"56","6","13",3,6
"57","7","7",3,6
"58","8","9",3,6
"59","8","10",3,6
"60","8","11",3,6
"61","9","8",3,6
"62","9","11",3,6
"63","10","1",3,6
"64","10","8",3,6
"65","10","11",3,6
"66","11","8",3,6
"67","11","9",3,6
"68","11","10",3,6
"69","11","14",3,6
"70","12","2",3,6
"71","12","6",3,6
"72","12","13",3,6
"73","13","2",3,6
"74","13","6",3,6
"75","13","12",3,6
"76","14",NA,3,6
"77","15","15",3,6
"78","16","16",3,6
"79","1","1",4,2
"80","2","3",4,2
"81","2","6",4,2
"82","2","12",4,2
"83","3","2",4,2
"84","3","6",4,2
"85","3","13",4,2
"86","4","4",4,2
"87","5","5",4,2
"88","6","2",4,2
"89","6","3",4,2
"90","6","13",4,2
"91","7",NA,4,2
"92","8","7",4,2
"93","8","10",4,2
"94","9","9",4,2
"95","10","8",4,2
"96","10","11",4,2
"97","10","14",4,2
"98","11","10",4,2
"99","12","2",4,2
"100","12","6",4,2
"101","12","13",4,2
"102","13","2",4,2
"103","13","6",4,2
"104","13","12",4,2
"105","14","10",4,2
"106","15","15",4,2
"107","16","16",4,2
"108","1","1",5,3
"109","2","3",5,3
"110","3","2",5,3
"111","3","5",5,3
"112","4","5",5,3
"113","5","4",5,3
"114","6","6",5,3
"115","7","7",5,3
"116","8","9",5,3
"117","8","10",5,3
"118","9","8",5,3
"119","9","13",5,3
"120","10","8",5,3
"121","10","11",5,3
"122","10","14",5,3
"123","11","10",5,3
"124","11","14",5,3
"125","12",NA,5,3
"126","13","12",5,3
"127","14","10",5,3
"128","14","11",5,3
"129","15","15",5,3
"130","16","16",5,3
"131","1","7",6,1
"132","2","8",6,1
"133","3","3",6,1
"134","4","4",6,1
"135","5","5",6,1
"136","6","12",6,1
"137","7",NA,6,1
"138","8","9",6,1
"139","8","11",6,1
"140","8","12",6,1
"141","9","8",6,1
"142","10","10",6,1
"143","11","8",6,1
"144","12","1",6,1
"145","12","6",6,1
"146","12","13",6,1
"147","13","12",6,1
"148","14","14",6,1
"149","15","15",6,1
"150","16","16",6,1
