"X1","X2","count","plot_order"
"1",NA,1,2
"2","2",1,2
"3","15",1,2
"4","5",1,2
"4","16",1,2
"5","4",1,2
"6","9",1,2
"6","12",1,2
"6","14",1,2
"7","10",1,2
"8","9",1,2
"9","3",1,2
"9","6",1,2
"9","8",1,2
"10","1",1,2
"10","7",1,2
"11","14",1,2
"12","6",1,2
"12","13",1,2
"13","12",1,2
"14","6",1,2
"14","11",1,2
"15","3",1,2
"15","8",1,2
"16","4",1,2
"1","1",2,3
"2",NA,2,3
"3","2",2,3
"3","7",2,3
"4","5",2,3
"5","4",2,3
"6","6",2,3
"7","10",2,3
"7","11",2,3
"8","15",2,3
"9","9",2,3
"10","7",2,3
"11","7",2,3
"12","13",2,3
"12","14",2,3
"13","12",2,3
"14","12",2,3
"15",NA,2,3
"16","16",2,3
"1","15",3,1
"2","5",3,1
"2","11",3,1
"2","13",3,1
"3","2",3,1
"4","4",3,1
"5",NA,3,1
"6","12",3,1
"6","13",3,1
"7","11",3,1
"8","10",3,1
"8","16",3,1
"9","9",3,1
"10","8",3,1
"10","11",3,1
"10","14",3,1
"11","7",3,1
"11","10",3,1
"12","6",3,1
"12","13",3,1
"12","15",3,1
"13","2",3,1
"13","6",3,1
"13","12",3,1
"14","10",3,1
"15",NA,3,1
"16",NA,3,1
