"X1","X2","count","plot_order"
"1","1",1,10
"2","7",1,10
"3","12",1,10
"4","4",1,10
"5","11",1,10
"6","3",1,10
"7",NA,1,10
"8","9",1,10
"9","8",1,10
"10","11",1,10
"11","10",1,10
"11","14",1,10
"12","3",1,10
"12","13",1,10
"13","12",1,10
"14","11",1,10
"15","12",1,10
"16","16",1,10
"1","1",2,1
"2","5",2,1
"3","6",2,1
"4","5",2,1
"5","2",2,1
"5","4",2,1
"5","16",2,1
"6","3",2,1
"6","4",2,1
"6","13",2,1
"7","10",2,1
"7","11",2,1
"8","10",2,1
"9","8",2,1
"10","7",2,1
"10","8",2,1
"10","11",2,1
"10","14",2,1
"11","7",2,1
"11","10",2,1
"12","15",2,1
"13","6",2,1
"14","10",2,1
"15","12",2,1
"16",NA,2,1
"1","11",3,11
"2","2",3,11
"3","3",3,11
"4","4",3,11
"5","5",3,11
"6","12",3,11
"6","13",3,11
"7","7",3,11
"8","8",3,11
"9","9",3,11
"10","14",3,11
"11",NA,3,11
"12","6",3,11
"13","6",3,11
"14","10",3,11
"14","15",3,11
"15",NA,3,11
"16","16",3,11
"1","1",4,4
"2","3",4,4
"3","2",4,4
"3","15",4,4
"4","4",4,4
"5","10",4,4
"6","12",4,4
"7","14",4,4
"8","8",4,4
"9","9",4,4
"10","5",4,4
"10","11",4,4
"11",NA,4,4
"12","3",4,4
"12","6",4,4
"13","13",4,4
"14",NA,4,4
"15","3",4,4
"16","16",4,4
"1","15",5,9
"2","5",5,9
"3","5",5,9
"4","4",5,9
"5","2",5,9
"5","3",5,9
"5","13",5,9
"6",NA,5,9
"7",NA,5,9
"8","9",5,9
"8","11",5,9
"9","8",5,9
"10","7",5,9
"10","11",5,9
"11","8",5,9
"11","10",5,9
"11","14",5,9
"12","15",5,9
"13",NA,5,9
"14","6",5,9
"14","11",5,9
"15","1",5,9
"16","15",5,9
"1","13",6,6
"1","16",6,6
"2","3",6,6
"3",NA,6,6
"4","8",6,6
"5","5",6,6
"6","12",6,6
"7","10",6,6
"8","9",6,6
"8","10",6,6
"8","11",6,6
"9","8",6,6
"10","7",6,6
"10","11",6,6
"10","14",6,6
"11","8",6,6
"11","10",6,6
"11","14",6,6
"12","6",6,6
"13","1",6,6
"14","10",6,6
"14","11",6,6
"15","15",6,6
"16","1",6,6
"1","1",7,5
"2",NA,7,5
"3","3",7,5
"4","2",7,5
"4","9",7,5
"5",NA,7,5
"6","5",7,5
"6","12",7,5
"7","10",7,5
"7","12",7,5
"8","8",7,5
"9","4",7,5
"9","12",7,5
"10","7",7,5
"11","11",7,5
"12","6",7,5
"12","7",7,5
"13","13",7,5
"14","10",7,5
"15","15",7,5
"16","16",7,5
"1","1",8,12
"2","3",8,12
"2","5",8,12
"2","8",8,12
"3","2",8,12
"4","5",8,12
"5","2",8,12
"5","4",8,12
"5","11",8,12
"6","13",8,12
"7","7",8,12
"8","9",8,12
"8","10",8,12
"9","8",8,12
"10",NA,8,12
"11","5",8,12
"11","14",8,12
"12","6",8,12
"12","13",8,12
"13","6",8,12
"14","11",8,12
"15","15",8,12
"16","16",8,12
"1",NA,9,3
"2","3",9,3
"2","7",9,3
"3","2",9,3
"4","1",9,3
"4","5",9,3
"5",NA,9,3
"6","12",9,3
"6","13",9,3
"7",NA,9,3
"8","10",9,3
"9","9",9,3
"10","8",9,3
"11","14",9,3
"12","13",9,3
"12","15",9,3
"13","6",9,3
"13","12",9,3
"14","11",9,3
"15","12",9,3
"16","16",9,3
"1","14",10,7
"1","16",10,7
"2",NA,10,7
"3","6",10,7
"3","14",10,7
"4","5",10,7
"4","11",10,7
"5","2",10,7
"5","4",10,7
"6","3",10,7
"7","10",10,7
"8","9",10,7
"8","10",10,7
"8","11",10,7
"9","8",10,7
"10","7",10,7
"10","8",10,7
"10","11",10,7
"11","4",10,7
"11","10",10,7
"11","14",10,7
"12","13",10,7
"13","12",10,7
"13","15",10,7
"14","11",10,7
"15",NA,10,7
"16",NA,10,7
"1","2",11,2
"2","3",11,2
"3","2",11,2
"4","4",11,2
"5","14",11,2
"6","12",11,2
"7",NA,11,2
"8","9",11,2
"8","10",11,2
"8","11",11,2
"8","14",11,2
"9",NA,11,2
"10","14",11,2
"11","7",11,2
"11","8",11,2
"11","14",11,2
"12","6",11,2
"13","13",11,2
"14","5",11,2
"14","8",11,2
"14","11",11,2
"15","15",11,2
"16","16",11,2
"1","1",12,8
"2","3",12,8
"3","2",12,8
"3","4",12,8
"4",NA,12,8
"5","5",12,8
"6","12",12,8
"7","7",12,8
"8","9",12,8
"9","8",12,8
"10","10",12,8
"11","2",12,8
"12","16",12,8
"13","13",12,8
"14","11",12,8
"15","15",12,8
"16","12",12,8
