"X1","X2","count","plot_order"
"1",NA,1,1
"2","3",1,1
"2","5",1,1
"3","2",1,1
"4","5",1,1
"5","2",1,1
"5","11",1,1
"6","11",1,1
"6","12",1,1
"7","1",1,1
"7","10",1,1
"8","9",1,1
"8","10",1,1
"8","12",1,1
"9","8",1,1
"10","7",1,1
"10","8",1,1
"10","14",1,1
"11","5",1,1
"11","6",1,1
"12","6",1,1
"12","13",1,1
"13","12",1,1
"13","16",1,1
"14","10",1,1
"15","15",1,1
"16",NA,1,1
"1","1",2,6
"2","13",2,6
"2","16",2,6
"3","2",2,6
"4","4",2,6
"5","5",2,6
"6","6",2,6
"7","7",2,6
"8","9",2,6
"9","8",2,6
"10","11",2,6
"11","10",2,6
"11","14",2,6
"12","12",2,6
"13","2",2,6
"14","11",2,6
"15","15",2,6
"16","2",2,6
"1","1",3,3
"2","3",3,3
"2","10",3,3
"2","12",3,3
"3","2",3,3
"3","5",3,3
"4","5",3,3
"5","3",3,3
"5","4",3,3
"6","3",3,3
"6","4",3,3
"6","12",3,3
"7",NA,3,3
"8","10",3,3
"9","13",3,3
"10","7",3,3
"10","8",3,3
"11","11",3,3
"12","2",3,3
"12","6",3,3
"13",NA,3,3
"14","14",3,3
"15","15",3,3
"16","16",3,3
"1","1",4,5
"2",NA,4,5
"3","3",4,5
"4","7",4,5
"5","5",4,5
"6","12",4,5
"7","10",4,5
"8","8",4,5
"9","2",4,5
"10","7",4,5
"10","11",4,5
"11","10",4,5
"11","14",4,5
"12","13",4,5
"13","12",4,5
"14","11",4,5
"15","15",4,5
"16","11",4,5
"1","1",5,4
"2","3",5,4
"2","5",5,4
"2","14",5,4
"3","2",5,4
"4","5",5,4
"5","2",5,4
"5","4",5,4
"5","13",5,4
"6","6",5,4
"7","4",5,4
"7","10",5,4
"8","4",5,4
"9","9",5,4
"10","7",5,4
"10","11",5,4
"11","10",5,4
"11","14",5,4
"12","12",5,4
"13","5",5,4
"14","2",5,4
"14","4",5,4
"14","11",5,4
"15","15",5,4
"16","8",5,4
"1","1",6,7
"2","3",6,7
"3","2",6,7
"4",NA,6,7
"5","5",6,7
"6","12",6,7
"6","13",6,7
"7","7",6,7
"8","9",6,7
"9","11",6,7
"10","11",6,7
"11","4",6,7
"11","10",6,7
"11","14",6,7
"12","3",6,7
"12","6",6,7
"12","13",6,7
"12","15",6,7
"13","6",6,7
"13","12",6,7
"14",NA,6,7
"15","12",6,7
"16","16",6,7
"1","1",7,2
"2","7",7,2
"3","3",7,2
"4",NA,7,2
"5","4",7,2
"6",NA,7,2
"7","2",7,2
"7","10",7,2
"8","9",7,2
"9","8",7,2
"10","4",7,2
"10","11",7,2
"11","10",7,2
"12","2",7,2
"12","6",7,2
"13","13",7,2
"14","14",7,2
"15","6",7,2
"16","16",7,2
"1","1",8,8
"2","3",8,8
"2","13",8,8
"3",NA,8,8
"4","5",8,8
"5","4",8,8
"6","12",8,8
"6","13",8,8
"7","9",8,8
"8","11",8,8
"9",NA,8,8
"10","11",8,8
"11","10",8,8
"12","6",8,8
"12","13",8,8
"12","15",8,8
"13","6",8,8
"13","12",8,8
"14",NA,8,8
"15","12",8,8
"15","14",8,8
"16","16",8,8
"1","3",9,9
"2","2",9,9
"3",NA,9,9
"4","4",9,9
"5","5",9,9
"6","12",9,9
"7","11",9,9
"8","8",9,9
"9","9",9,9
"10",NA,9,9
"11","7",9,9
"11","10",9,9
"12","6",9,9
"13","6",9,9
"13","12",9,9
"14","14",9,9
"15","15",9,9
"16","16",9,9
