"","X1","X2","count","plot_order"
"1","1","1",1,11
"2","2","3",1,11
"3","2","5",1,11
"4","2","6",1,11
"5","3","2",1,11
"6","3","5",1,11
"7","3","12",1,11
"8","4","8",1,11
"9","5","2",1,11
"10","5","3",1,11
"11","5","14",1,11
"12","6","2",1,11
"13","6","12",1,11
"14","7","5",1,11
"15","8","9",1,11
"16","9","8",1,11
"17","9","16",1,11
"18","10","10",1,11
"19","11","14",1,11
"20","12","6",1,11
"21","13","2",1,11
"22","13","12",1,11
"23","14","11",1,11
"24","15","15",1,11
"25","16","9",1,11
"26","1","1",2,15
"27","2","5",2,15
"28","3","5",2,15
"29","4","9",2,15
"30","5","2",2,15
"31","5","3",2,15
"32","5","4",2,15
"33","6","12",2,15
"34","7","7",2,15
"35","8",NA,2,15
"36","9","4",2,15
"37","10","10",2,15
"38","11","8",2,15
"39","12","6",2,15
"40","13","13",2,15
"41","14","14",2,15
"42","15",NA,2,15
"43","16","15",2,15
"44","1","1",3,13
"45","2","3",3,13
"46","2","5",3,13
"47","3","2",3,13
"48","3","4",3,13
"49","3","6",3,13
"50","3","15",3,13
"51","4","3",3,13
"52","4","5",3,13
"53","5","4",3,13
"54","6","3",3,13
"55","6","12",3,13
"56","7",NA,3,13
"57","8","11",3,13
"58","9","9",3,13
"59","10","11",3,13
"60","11","8",3,13
"61","11","10",3,13
"62","12","6",3,13
"63","12","7",3,13
"64","13","2",3,13
"65","14","14",3,13
"66","15","3",3,13
"67","16","16",3,13
"68","1","1",4,3
"69","2",NA,4,3
"70","3","15",4,3
"71","4","5",4,3
"72","5","4",4,3
"73","5","13",4,3
"74","6","6",4,3
"75","7",NA,4,3
"76","8","9",4,3
"77","9","2",4,3
"78","9","8",4,3
"79","10","10",4,3
"80","11","7",4,3
"81","12","13",4,3
"82","13",NA,4,3
"83","14","14",4,3
"84","15","3",4,3
"85","16","16",4,3
"86","1","7",5,10
"87","2","3",5,10
"88","3","2",5,10
"89","3","5",5,10
"90","3","12",5,10
"91","3","15",5,10
"92","4","4",5,10
"93","5","3",5,10
"94","6","12",5,10
"95","7","1",5,10
"96","7","11",5,10
"97","8","10",5,10
"98","9","9",5,10
"99","10","8",5,10
"100","10","11",5,10
"101","11","7",5,10
"102","11","10",5,10
"103","11","14",5,10
"104","12","3",5,10
"105","12","6",5,10
"106","13","13",5,10
"107","14","11",5,10
"108","15","3",5,10
"109","16","15",5,10
"110","1","1",6,7
"111","2","3",6,7
"112","2","16",6,7
"113","3","2",6,7
"114","4","5",6,7
"115","5",NA,6,7
"116","6","12",6,7
"117","7","7",6,7
"118","8","9",6,7
"119","8","11",6,7
"120","9","8",6,7
"121","10","10",6,7
"122","11","14",6,7
"123","12","6",6,7
"124","13","13",6,7
"125","14","11",6,7
"126","15","15",6,7
"127","16","2",6,7
"128","1","1",7,12
"129","2",NA,7,12
"130","3","2",7,12
"131","3","8",7,12
"132","4","5",7,12
"133","4","14",7,12
"134","5","4",7,12
"135","6","12",7,12
"136","7","10",7,12
"137","8","9",7,12
"138","9","3",7,12
"139","9","8",7,12
"140","10","7",7,12
"141","10","11",7,12
"142","11","10",7,12
"143","12","2",7,12
"144","12","6",7,12
"145","13","13",7,12
