"","X1","X2","count","plot_order"
"1","1","1",1,4
"2","2","3",1,4
"3","2","8",1,4
"4","3","2",1,4
"5","3","15",1,4
"6","4","5",1,4
"7","5","4",1,4
"8","6","8",1,4
"9","7","11",1,4
"10","8",NA,1,4
"11","9","9",1,4
"12","10","7",1,4
"13","10","8",1,4
"14","10","11",1,4
"15","11","7",1,4
"16","11","10",1,4
"17","11","14",1,4
"18","12","13",1,4
"19","12","14",1,4
"20","13","12",1,4
"21","13","14",1,4
"22","14","11",1,4
"23","14","13",1,4
"24","15",NA,1,4
"25","16","16",1,4
"26","1","1",2,2
"27","2","4",2,2
"28","3","6",2,2
"29","4","2",2,2
"30","5","5",2,2
"31","6","3",2,2
"32","6","12",2,2
"33","6","13",2,2
"34","7","10",2,2
"35","8","14",2,2
"36","9","12",2,2
"37","10","7",2,2
"38","10","11",2,2
"39","11","10",2,2
"40","12","9",2,2
"41","13","6",2,2
"42","14","11",2,2
"43","15","14",2,2
"44","16","3",2,2
"45","1","1",3,1
"46","2","3",3,1
"47","3","2",3,1
"48","4",NA,3,1
"49","5","5",3,1
"50","6","12",3,1
"51","7","10",3,1
"52","8","8",3,1
"53","9","9",3,1
"54","10","11",3,1
"55","11","4",3,1
"56","11","10",3,1
"57","11","14",3,1
"58","12","6",3,1
"59","12","13",3,1
"60","13","12",3,1
"61","14","11",3,1
"62","14","16",3,1
"63","15","15",3,1
"64","16","14",3,1
"65","1","1",4,3
"66","2","3",4,3
"67","2","13",4,3
"68","3","2",4,3
"69","4","4",4,3
"70","5",NA,4,3
"71","6","5",4,3
"72","6","12",4,3
"73","7","11",4,3
"74","8","10",4,3
"75","9","9",4,3
"76","10","8",4,3
"77","10","11",4,3
"78","11","7",4,3
"79","11","10",4,3
"80","11","14",4,3
"81","12","6",4,3
"82","12","13",4,3
"83","13","2",4,3
"84","13","12",4,3
"85","13","16",4,3
"86","14","11",4,3
"87","15","15",4,3
"88","16","13",4,3
"89","1","1",5,7
"90","2","16",5,7
"91","3","4",5,7
"92","3","15",5,7
"93","4","3",5,7
"94","5","5",5,7
"95","6","12",5,7
"96","6","13",5,7
"97","7","4",5,7
"98","8","14",5,7
"99","9","9",5,7
"100","10","10",5,7
"101","11","11",5,7
"102","12","6",5,7
"103","12","13",5,7
"104","13",NA,5,7
"105","14","8",5,7
"106","15","3",5,7
"107","16",NA,5,7
"108","1","1",6,6
"109","2",NA,6,6
"110","3","2",6,6
"111","3","11",6,6
"112","3","15",6,6
"113","4","5",6,6
"114","4","15",6,6
"115","5","4",6,6
"116","6","6",6,6
"117","7","10",6,6
"118","8","11",6,6
"119","9",NA,6,6
"120","10","3",6,6
"121","10","7",6,6
"122","11","3",6,6
"123","11","8",6,6
"124","12","12",6,6
"125","13","13",6,6
"126","14","14",6,6
"127","15","4",6,6
"128","16","9",6,6
"129","1","1",7,9
"130","2","2",7,9
"131","3","13",7,9
"132","4","9",7,9
"133","5","5",7,9
"134","6","6",7,9
"135","7","7",7,9
"136","8","10",7,9
"137","8","11",7,9
"138","9","4",7,9
"139","10","8",7,9
"140","11","8",7,9
"141","11","14",7,9
"142","12","12",7,9
"143","13",NA,7,9
"144","14","11",7,9
"145","15","15",7,9
"146","16","16",7,9
"147","1","12",8,8
"148","2","3",8,8
"149","3","2",8,8
"150","4","5",8,8
"151","5","4",8,8
"152","6","10",8,8
"153","6","12",8,8
"154","7","7",8,8
"155","8","15",8,8
"156","9","2",8,8
"157","10","11",8,8
"158","11","10",8,8
"159","11","14",8,8
"160","12","6",8,8
"161","12","13",8,8
"162","13","12",8,8
"163","14",NA,8,8
"164","15","8",8,8
"165","16","16",8,8
"166","1","8",9,5
"167","2","5",9,5
"168","3","5",9,5
"169","3","12",9,5
"170","4",NA,9,5
"171","5","2",9,5
"172","5","3",9,5
"173","5","4",9,5
"174","6",NA,9,5
"175","7","7",9,5
"176","8","1",9,5
"177","8","9",9,5
"178","9","8",9,5
"179","10","10",9,5
"180","11","11",9,5
"181","12","3",9,5
"182","12","6",9,5
"183","13","13",9,5
"184","14","14",9,5
"185","15","15",9,5
"186","16","16",9,5
