"","X1","X2","count","plot_order"
"1","1","1",1,11
"2","2","5",1,11
"3","2","12",1,11
"4","3","15",1,11
"5","4","5",1,11
"6","5","2",1,11
"7","6","11",1,11
"8","7","8",1,11
"9","8",NA,1,11
"10","9","9",1,11
"11","10","11",1,11
"12","11","6",1,11
"13","11","10",1,11
"14","11","14",1,11
"15","12","2",1,11
"16","12","13",1,11
"17","13","12",1,11
"18","14","11",1,11
"19","15","3",1,11
"20","16","16",1,11
"21","1","1",2,12
"22","2","3",2,12
"23","2","5",2,12
"24","2","13",2,12
"25","3","2",2,12
"26","4","8",2,12
"27","5","2",2,12
"28","5","3",2,12
"29","6","3",2,12
"30","6","12",2,12
"31","7","10",2,12
"32","7","12",2,12
"33","7","16",2,12
"34","8","9",2,12
"35","9","8",2,12
"36","10","4",2,12
"37","10","7",2,12
"38","10","11",2,12
"39","10","14",2,12
"40","11","7",2,12
"41","11","10",2,12
"42","12","6",2,12
"43","12","13",2,12
"44","13","2",2,12
"45","13","12",2,12
"46","14","10",2,12
"47","15","15",2,12
"48","16","3",2,12
"49","16","7",2,12
"50","1","12",3,9
"51","2",NA,3,9
"52","3","2",3,9
"53","4","5",3,9
"54","4","7",3,9
"55","5","2",3,9
"56","5","4",3,9
"57","6","12",3,9
"58","7",NA,3,9
"59","8","16",3,9
"60","9","9",3,9
"61","10","10",3,9
"62","11","1",3,9
"63","12","6",3,9
"64","13","13",3,9
"65","14","14",3,9
"66","15","4",3,9
"67","16",NA,3,9
"68","1","1",4,3
"69","2","3",4,3
"70","2","6",4,3
"71","2","8",4,3
"72","3","2",4,3
"73","3","5",4,3
"74","4","5",4,3
"75","5","2",4,3
"76","5","3",4,3
"77","5","4",4,3
"78","6","2",4,3
"79","7","7",4,3
"80","8","2",4,3
"81","9","9",4,3
"82","10","16",4,3
"83","11","14",4,3
"84","12","12",4,3
"85","13","14",4,3
"86","14","11",4,3
"87","15","15",4,3
"88","16",NA,4,3
"89","1","1",5,2
"90","2","3",5,2
"91","2","5",5,2
"92","3",NA,5,2
"93","4","5",5,2
"94","5","2",5,2
"95","5","3",5,2
"96","5","4",5,2
"97","6",NA,5,2
"98","7","7",5,2
"99","8","8",5,2
"100","9",NA,5,2
"101","10","11",5,2
"102","11","10",5,2
"103","12","6",5,2
"104","13","9",5,2
"105","14","14",5,2
"106","15","15",5,2
"107","16","16",5,2
"108","1",NA,6,10
"109","2","3",6,10
"110","3","2",6,10
"111","4","5",6,10
"112","5","4",6,10
"113","6","12",6,10
"114","7",NA,6,10
"115","8","8",6,10
"116","9","4",6,10
"117","10","7",6,10
"118","10","11",6,10
"119","11","10",6,10
"120","12","1",6,10
"121","12","6",6,10
"122","12","13",6,10
"123","13",NA,6,10
"124","14","14",6,10
"125","15","15",6,10
"126","16","16",6,10
"127","1","14",7,4
"128","2","5",7,4
"129","2","12",7,4
"130","2","15",7,4
"131","3",NA,7,4
"132","4","4",7,4
"133","5","1",7,4
"134","5","2",7,4
"135","6","2",7,4
"136","6","3",7,4
"137","6","13",7,4
"138","7","10",7,4
"139","8","8",7,4
"140","9","9",7,4
"141","10","7",7,4
"142","10","14",7,4
"143","11","11",7,4
"144","12","2",7,4
"145","13",NA,7,4
"146","14","1",7,4
"147","14","10",7,4
"148","15","2",7,4
"149","16","16",7,4
"150","1","1",8,8
"151","2","2",8,8
"152","3","6",8,8
"153","3","12",8,8
"154","4","12",8,8
"155","5","5",8,8
"156","6","3",8,8
"157","6","12",8,8
"158","7",NA,8,8
"159","8","9",8,8
"160","9","8",8,8
"161","10","7",8,8
"162","11","11",8,8
"163","12","3",8,8
"164","12","6",8,8
"165","12","15",8,8
"166","13","14",8,8
"167","14","13",8,8
"168","15",NA,8,8
"169","16","16",8,8
"170","1",NA,9,5
"171","2","3",9,5
"172","2","5",9,5
"173","3","2",9,5
"174","4","4",9,5
"175","5","2",9,5
"176","5","9",9,5
"177","6","12",9,5
"178","7","11",9,5
"179","8","9",9,5
"180","9",NA,9,5
"181","10","10",9,5
"182","11","7",9,5
"183","12","6",9,5
"184","12","13",9,5
"185","13","12",9,5
"186","14","14",9,5
"187","15","1",9,5
"188","16","16",9,5
"189","1","1",10,1
"190","2","13",10,1
"191","2","16",10,1
"192","3","3",10,1
"193","4","5",10,1
"194","5","2",10,1
"195","5","4",10,1
"196","6","12",10,1
"197","6","13",10,1
"198","7","10",10,1
"199","8","4",10,1
"200","9","9",10,1
"201","10","11",10,1
"202","10","14",10,1
"203","11","10",10,1
"204","12","6",10,1
"205","13","2",10,1
"206","13","6",10,1
"207","13","15",10,1
"208","14","10",10,1
"209","15","13",10,1
"210","16","2",10,1
"211","1","1",11,6
"212","2","13",11,6
"213","3",NA,11,6
"214","4","5",11,6
"215","5","2",11,6
"216","5","3",11,6
"217","5","4",11,6
"218","5","8",11,6
"219","6","6",11,6
"220","7","7",11,6
"221","8",NA,11,6
"222","9","9",11,6
"223","10","11",11,6
"224","11","10",11,6
"225","12","13",11,6
"226","13","12",11,6
"227","14","14",11,6
"228","15","15",11,6
"229","16","16",11,6
"230","1","1",12,7
"231","2","3",12,7
"232","3","2",12,7
"233","3","6",12,7
"234","4",NA,12,7
"235","5","4",12,7
"236","6","3",12,7
"237","6","12",12,7
"238","6","13",12,7
"239","7","10",12,7
"240","7","14",12,7
"241","8",NA,12,7
"242","9","3",12,7
"243","10","7",12,7
"244","10","11",12,7
"245","11","10",12,7
"246","11","14",12,7
"247","12","8",12,7
"248","13","6",12,7
"249","14","7",12,7
"250","14","11",12,7
"251","15","7",12,7
"252","16","16",12,7
