"","X1","X2","count","plot_order"
"1","1","15",1,5
"2","2","13",1,5
"3","3","6",1,5
"4","3","12",1,5
"5","3","13",1,5
"6","4","4",1,5
"7","5","5",1,5
"8","6","3",1,5
"9","6","12",1,5
"10","6","13",1,5
"11","7","7",1,5
"12","8","8",1,5
"13","9","9",1,5
"14","10","11",1,5
"15","10","14",1,5
"16","11","10",1,5
"17","11","14",1,5
"18","12","3",1,5
"19","12","13",1,5
"20","13","2",1,5
"21","13","3",1,5
"22","13","6",1,5
"23","13","12",1,5
"24","14","10",1,5
"25","14","11",1,5
"26","15",NA,1,5
"27","16","16",1,5
"28","1","1",2,12
"29","2","3",2,12
"30","2","5",2,12
"31","2","10",2,12
"32","3","2",2,12
"33","3","5",2,12
"34","4","5",2,12
"35","5","2",2,12
"36","5","3",2,12
"37","5","4",2,12
"38","6","6",2,12
"39","7","10",2,12
"40","8","8",2,12
"41","9","9",2,12
"42","10","2",2,12
"43","10","7",2,12
"44","10","11",2,12
"45","10","14",2,12
"46","11","10",2,12
"47","12","7",2,12
"48","13","13",2,12
"49","14","7",2,12
"50","14","10",2,12
"51","15","15",2,12
"52","16","16",2,12
"53","1","1",3,13
"54","2","12",3,13
"55","3","6",3,13
"56","3","15",3,13
"57","4","10",3,13
"58","5","7",3,13
"59","6",NA,3,13
"60","7",NA,3,13
"61","8","8",3,13
"62","9","9",3,13
"63","10","11",3,13
"64","11",NA,3,13
"65","12","2",3,13
"66","12","13",3,13
"67","13","2",3,13
"68","13","12",3,13
"69","14","14",3,13
"70","15","3",3,13
"71","15","16",3,13
"72","16",NA,3,13
"73","1","1",4,10
"74","2",NA,4,10
"75","3","5",4,10
"76","4",NA,4,10
"77","5","3",4,10
"78","5","4",4,10
"79","6","10",4,10
"80","7",NA,4,10
"81","8",NA,4,10
"82","9","9",4,10
"83","10","6",4,10
"84","10","7",4,10
"85","11","2",4,10
"86","11","14",4,10
"87","12","5",4,10
"88","12","13",4,10
"89","13","5",4,10
"90","13","12",4,10
"91","14","2",4,10
"92","14","11",4,10
"93","15","8",4,10
"94","16","16",4,10
"95","1","1",5,3
"96","2","5",5,3
"97","3","2",5,3
"98","3","5",5,3
"99","4",NA,5,3
"100","5","2",5,3
"101","5","3",5,3
"102","5","4",5,3
"103","6","6",5,3
"104","7","10",5,3
"105","7","11",5,3
"106","8","8",5,3
"107","9","9",5,3
"108","10",NA,5,3
"109","11","7",5,3
"110","11","14",5,3
"111","12","13",5,3
"112","13","2",5,3
"113","13","12",5,3
"114","14","11",5,3
"115","15","15",5,3
"116","16","16",5,3
"117","1","1",6,2
"118","2","2",6,2
"119","3","6",6,2
"120","3","12",6,2
"121","3","15",6,2
"122","4","6",6,2
"123","5","8",6,2
"124","6","3",6,2
"125","6","12",6,2
"126","7","7",6,2
"127","8","9",6,2
"128","9",NA,6,2
"129","10","11",6,2
"130","10","14",6,2
"131","11","13",6,2
"132","11","14",6,2
"133","11","16",6,2
"134","12","3",6,2
"135","12","6",6,2
"136","13","3",6,2
"137","13","12",6,2
"138","14","10",6,2
"139","14","11",6,2
"140","15",NA,6,2
"141","16",NA,6,2
"142","1","1",7,6
"143","2","3",7,6
"144","3","2",7,6
"145","3","4",7,6
"146","3","5",7,6
"147","3","6",7,6
"148","3","7",7,6
"149","3","10",7,6
"150","3","12",7,6
"151","4","3",7,6
"152","4","12",7,6
"153","5","2",7,6
"154","5","3",7,6
"155","6","3",7,6
"156","6","7",7,6
"157","6","12",7,6
"158","7","3",7,6
"159","7","10",7,6
"160","8","11",7,6
"161","8","15",7,6
"162","9","9",7,6
"163","10","3",7,6
"164","10","7",7,6
"165","10","11",7,6
"166","10","14",7,6
"167","11","8",7,6
"168","11","10",7,6
"169","12","3",7,6
"170","12","4",7,6
"171","12","13",7,6
"172","13",NA,7,6
"173","14","7",7,6
"174","14","10",7,6
"175","14","11",7,6
"176","15",NA,7,6
"177","16","16",7,6
"178","1","1",8,9
"179","2","3",8,9
"180","3","2",8,9
"181","4","15",8,9
"182","5","5",8,9
"183","6","12",8,9
"184","6","13",8,9
"185","7","10",8,9
"186","7","14",8,9
"187","8","9",8,9
"188","8","11",8,9
"189","9","8",8,9
"190","10","4",8,9
"191","10","7",8,9
"192","10","11",8,9
"193","10","14",8,9
"194","11","8",8,9
"195","11","10",8,9
"196","11","14",8,9
"197","12","6",8,9
"198","12","13",8,9
"199","13","6",8,9
"200","13","12",8,9
"201","14","7",8,9
"202","14","10",8,9
"203","14","11",8,9
"204","15","4",8,9
"205","15","8",8,9
"206","16","16",8,9
"207","1","1",9,7
"208","2","6",9,7
"209","3","6",9,7
"210","3","12",9,7
"211","4","4",9,7
"212","5","7",9,7
"213","6","2",9,7
"214","6","3",9,7
"215","6","12",9,7
"216","7","10",9,7
"217","7","14",9,7
"218","8","8",9,7
"219","9","9",9,7
"220","10","7",9,7
"221","10","14",9,7
"222","11","10",9,7
"223","12",NA,9,7
"224","13","13",9,7
"225","14","7",9,7
"226","14","10",9,7
"227","15","15",9,7
"228","16","16",9,7
"229","1","1",10,11
"230","2","2",10,11
"231","3","3",10,11
"232","4","5",10,11
"233","5","4",10,11
"234","5","9",10,11
"235","6","12",10,11
"236","6","13",10,11
"237","7","7",10,11
"238","8","8",10,11
"239","9","5",10,11
"240","9","14",10,11
"241","10","11",10,11
"242","10","14",10,11
"243","11","10",10,11
"244","11","14",10,11
"245","12","6",10,11
"246","12","13",10,11
"247","13","6",10,11
"248","13","12",10,11
"249","14","9",10,11
"250","14","10",10,11
"251","14","11",10,11
"252","15","15",10,11
"253","16","14",10,11
"254","1","1",11,1
"255","2","2",11,1
"256","3","5",11,1
"257","4","4",11,1
"258","5","3",11,1
"259","6","6",11,1
"260","7","10",11,1
"261","7","16",11,1
"262","8","8",11,1
"263","9","9",11,1
"264","10","7",11,1
"265","11","10",11,1
"266","11","14",11,1
"267","12","12",11,1
"268","13",NA,11,1
"269","14","11",11,1
"270","15","13",11,1
"271","16",NA,11,1
"272","1","10",12,4
"273","2","16",12,4
"274","3","10",12,4
"275","4","5",12,4
"276","4","13",12,4
"277","5",NA,12,4
"278","6","12",12,4
"279","7","7",12,4
"280","8","9",12,4
"281","9","8",12,4
"282","9","10",12,4
"283","9","14",12,4
"284","10","1",12,4
"285","10","3",12,4
"286","10","9",12,4
"287","10","11",12,4
"288","10","14",12,4
"289","11","14",12,4
"290","12",NA,12,4
"291","13",NA,12,4
"292","14","9",12,4
"293","14","10",12,4
"294","14","11",12,4
