"X1","X2","count","plot_order"
"1","1",1,2
"2","2",1,2
"3","3",1,2
"4","4",1,2
"5","5",1,2
"6","11",1,2
"7","11",1,2
"8","11",1,2
"9","13",1,2
"10","11",1,2
"11","7",1,2
"11","8",1,2
"11","10",1,2
"11","14",1,2
"12","13",1,2
"13","9",1,2
"13","12",1,2
"14","11",1,2
"15","15",1,2
"16","16",1,2
"1","16",2,1
"2","2",2,1
"3",NA,2,1
"4","1",2,1
"4","5",2,1
"5","4",2,1
"6","12",2,1
"7","7",2,1
"8","8",2,1
"9","9",2,1
"10","14",2,1
"11","10",2,1
"11","14",2,1
"12","6",2,1
"12","13",2,1
"13","6",2,1
"13","12",2,1
"14","10",2,1
"15","3",2,1
"16","1",2,1
"1",NA,3,3
"2",NA,3,3
"3","16",3,3
"4",NA,3,3
"5","2",3,3
"5","4",3,3
"6",NA,3,3
"7","13",3,3
"8","9",3,3
"8","10",3,3
"9","8",3,3
"9","10",3,3
"10","8",3,3
"10","9",3,3
"10","11",3,3
"10","13",3,3
"10","14",3,3
"11","10",3,3
"11","14",3,3
"12","6",3,3
"12","13",3,3
"13","1",3,3
"13","6",3,3
"13","12",3,3
"14","10",3,3
"14","11",3,3
"14","13",3,3
"15","15",3,3
"16","4",3,3
