"X1","X2","count","plot_order"
"1","3",1,3
"2","2",1,3
"3","11",1,3
"4","11",1,3
"5","4",1,3
"6",NA,1,3
"7","10",1,3
"7","12",1,3
"8","8",1,3
"9","16",1,3
"10","7",1,3
"10","14",1,3
"11","3",1,3
"11","4",1,3
"12","13",1,3
"13","6",1,3
"13","12",1,3
"14","10",1,3
"15","13",1,3
"16",NA,1,3
"1",NA,2,2
"2","2",2,2
"3","7",2,2
"4","16",2,2
"5","5",2,2
"6","6",2,2
"7","3",2,2
"7","10",2,2
"8","8",2,2
"9","1",2,2
"10","7",2,2
"10","11",2,2
"11","10",2,2
"12","14",2,2
"13","13",2,2
"14","12",2,2
"15","15",2,2
"16","4",2,2
"1","1",3,1
"2","12",3,1
"3",NA,3,1
"4","4",3,1
"5","2",3,1
"5","3",3,1
"6","6",3,1
"7","2",3,1
"7","12",3,1
"8","9",3,1
"9","8",3,1
"9","13",3,1
"10","14",3,1
"11","14",3,1
"12","2",3,1
"12","7",3,1
"12","13",3,1
"13",NA,3,1
"14","10",3,1
"15","15",3,1
"16","16",3,1
