"","X1","X2","count","plot_order"
"1","1","1",1,8
"2","2","7",1,8
"3","3","3",1,8
"4","4","4",1,8
"5","5","5",1,8
"6","6","10",1,8
"7","7","2",1,8
"8","7","10",1,8
"9","8","9",1,8
"10","9","8",1,8
"11","10","6",1,8
"12","10","7",1,8
"13","10","11",1,8
"14","11","10",1,8
"15","12","12",1,8
"16","13","13",1,8
"17","14","11",1,8
"18","15","15",1,8
"19","16","16",1,8
"20","1","11",2,4
"21","2","3",2,4
"22","2","6",2,4
"23","2","15",2,4
"24","3","2",2,4
"25","3","4",2,4
"26","3","12",2,4
"27","4","10",2,4
"28","5","5",2,4
"29","6","2",2,4
"30","7",NA,2,4
"31","8","8",2,4
"32","9","9",2,4
"33","10","4",2,4
"34","10","7",2,4
"35","10","11",2,4
"36","11","10",2,4
"37","12","3",2,4
"38","12","13",2,4
"39","13","12",2,4
"40","14","14",2,4
"41","15","2",2,4
"42","16","16",2,4
"43","1","1",3,9
"44","2","3",3,9
"45","2","5",3,9
"46","3","2",3,9
"47","3","15",3,9
"48","4","9",3,9
"49","4","14",3,9
"50","5","2",3,9
"51","6","13",3,9
"52","7","10",3,9
"53","8","8",3,9
"54","9","4",3,9
"55","10","7",3,9
"56","10","11",3,9
"57","10","14",3,9
"58","11","10",3,9
"59","11","14",3,9
"60","12","6",3,9
"61","13",NA,3,9
"62","14","4",3,9
"63","14","10",3,9
"64","14","11",3,9
"65","15",NA,3,9
"66","16","16",3,9
"67","1","1",4,1
"68","2","8",4,1
"69","3","15",4,1
"70","4","5",4,1
"71","5","4",4,1
"72","5","8",4,1
"73","6","12",4,1
"74","6","13",4,1
"75","6","16",4,1
"76","7","7",4,1
"77","8","5",4,1
"78","9","9",4,1
"79","10","11",4,1
"80","10","14",4,1
"81","11",NA,4,1
"82","12","6",4,1
"83","13","6",4,1
"84","14",NA,4,1
"85","15","3",4,1
"86","16","6",4,1
"87","1","1",5,3
"88","2","3",5,3
"89","3","5",5,3
"90","4","5",5,3
"91","5","3",5,3
"92","5","4",5,3
"93","6","8",5,3
"94","7","7",5,3
"95","8",NA,5,3
"96","9","9",5,3
"97","10","11",5,3
"98","11","10",5,3
"99","11","14",5,3
"100","12","11",5,3
"101","12","13",5,3
"102","13",NA,5,3
"103","14",NA,5,3
"104","15","15",5,3
"105","16","16",5,3
"106","1","9",6,7
"107","2","3",6,7
"108","3","2",6,7
"109","3","5",6,7
"110","4","5",6,7
"111","5","3",6,7
"112","5","4",6,7
"113","6","12",6,7
"114","6","13",6,7
"115","7","11",6,7
"116","8","8",6,7
"117","9","1",6,7
"118","10","10",6,7
"119","11","7",6,7
"120","12","2",6,7
"121","12","6",6,7
"122","13",NA,6,7
"123","14","14",6,7
"124","15","11",6,7
"125","16","16",6,7
"126","1","1",7,5
"127","2","3",7,5
"128","2","12",7,5
"129","3","2",7,5
"130","3","11",7,5
"131","3","12",7,5
"132","4","4",7,5
"133","5","5",7,5
"134","6","12",7,5
"135","7","10",7,5
"136","7","15",7,5
"137","8","8",7,5
"138","9","12",7,5
"139","10","7",7,5
"140","10","11",7,5
"141","11","3",7,5
"142","11","10",7,5
"143","12","3",7,5
"144","12","6",7,5
"145","12","13",7,5
"146","12","15",7,5
"147","13","12",7,5
"148","14","14",7,5
"149","15","7",7,5
"150","15","12",7,5
"151","16","16",7,5
"152","1",NA,8,6
"153","2","3",8,6
"154","2","6",8,6
"155","2","12",8,6
"156","3","2",8,6
"157","3","6",8,6
"158","3","12",8,6
"159","4","1",8,6
"160","5","5",8,6
"161","6","2",8,6
"162","6","3",8,6
"163","6","12",8,6
"164","6","14",8,6
"165","7","11",8,6
"166","8","8",8,6
"167","9","9",8,6
"168","10","10",8,6
"169","11","7",8,6
"170","11","14",8,6
"171","12","2",8,6
"172","12","3",8,6
"173","12","6",8,6
"174","13","13",8,6
"175","14","11",8,6
"176","15","15",8,6
"177","16","16",8,6
"178","1","11",9,2
"179","2","3",9,2
"180","2","13",9,2
"181","3","2",9,2
"182","3","14",9,2
"183","4",NA,9,2
"184","5","4",9,2
"185","6","6",9,2
"186","7","7",9,2
"187","8","8",9,2
"188","9","9",9,2
"189","10","10",9,2
"190","11",NA,9,2
"191","12","13",9,2
"192","13","2",9,2
"193","13","12",9,2
"194","14","3",9,2
"195","15","15",9,2
"196","16","16",9,2
