"X1","X2","count","plot_order"
"1","1",1,15
"2","2",1,15
"3","16",1,15
"4",NA,1,15
"5","5",1,15
"6","12",1,15
"7","7",1,15
"8","4",1,15
"9",NA,1,15
"10","11",1,15
"11","9",1,15
"11","10",1,15
"12",NA,1,15
"13","13",1,15
"14","14",1,15
"15","15",1,15
"16",NA,1,15
"1",NA,2,4
"2","4",2,4
"2","5",2,4
"2","12",2,4
"3","2",2,4
"4","2",2,4
"4","5",2,4
"5","2",2,4
"5","4",2,4
"6","12",2,4
"6","13",2,4
"7","10",2,4
"8","1",2,4
"9","9",2,4
"10","7",2,4
"11","10",2,4
"11","14",2,4
"12","2",2,4
"12","6",2,4
"12","13",2,4
"13","12",2,4
"14","3",2,4
"14","11",2,4
"15","15",2,4
"16","3",2,4
"1","15",3,9
"2","2",3,9
"3","4",3,9
"4","3",3,9
"5",NA,3,9
"6","6",3,9
"7","7",3,9
"8","9",3,9
"9","8",3,9
"10","10",3,9
"11","11",3,9
"12","13",3,9
"13","5",3,9
"13","12",3,9
"14","14",3,9
"15","1",3,9
"16","16",3,9
"1","1",4,2
"2","12",4,2
"3","3",4,2
"4","13",4,2
"5",NA,4,2
"6","6",4,2
"7","7",4,2
"8","8",4,2
"9","13",4,2
"10","11",4,2
"10","14",4,2
"11","10",4,2
"11","16",4,2
"12","2",4,2
"12","13",4,2
"13","4",4,2
"13","9",4,2
"13","12",4,2
"14","5",4,2
"14","16",4,2
"15","15",4,2
"16","14",4,2
"1","1",5,1
"2","3",5,1
"3","2",5,1
"3","6",5,1
"4","4",5,1
"5","5",5,1
"6","3",5,1
"7","7",5,1
"8","9",5,1
"8","15",5,1
"9","8",5,1
"9","16",5,1
"10","11",5,1
"11","10",5,1
"11","16",5,1
"12","14",5,1
"13","13",5,1
"14","12",5,1
"15","8",5,1
"16","9",5,1
"16","11",5,1
"1","1",6,14
"2","3",6,14
"3",NA,6,14
"4","7",6,14
"5","5",6,14
"6","2",6,14
"6","12",6,14
"7","4",6,14
"7","10",6,14
"8","8",6,14
"9","9",6,14
"10","7",6,14
"11","11",6,14
"12","6",6,14
"13","13",6,14
"14","14",6,14
"15","15",6,14
"16","16",6,14
"1","4",7,10
"2","2",7,10
"3","15",7,10
"4",NA,7,10
"5","5",7,10
"6","12",7,10
"7","10",7,10
"8","9",7,10
"8","10",7,10
"9","8",7,10
"10","7",7,10
"11","14",7,10
"12","6",7,10
"13","13",7,10
"14","11",7,10
"15","3",7,10
"16","16",7,10
"1","4",8,12
"2","13",8,12
"3","16",8,12
"4","1",8,12
"4","5",8,12
"5",NA,8,12
"6","7",8,12
"7","10",8,12
"7","14",8,12
"8","9",8,12
"9","8",8,12
"10","7",8,12
"11","14",8,12
"12","15",8,12
"13","2",8,12
"14","7",8,12
"14","11",8,12
"15","12",8,12
"16","3",8,12
"1","1",9,8
"2","3",9,8
"3","2",9,8
"3","6",9,8
"3","11",9,8
"4",NA,9,8
"5","4",9,8
"6","3",9,8
"6","12",9,8
"7","10",9,8
"7","14",9,8
"8","6",9,8
"9","9",9,8
"10","7",9,8
"11","3",9,8
"11","14",9,8
"12","6",9,8
"12","13",9,8
"12","15",9,8
"13",NA,9,8
"14",NA,9,8
"15",NA,9,8
"16","16",9,8
"1","16",10,11
"2","5",10,11
"3","5",10,11
"3","12",10,11
"4","4",10,11
"5","2",10,11
"5","3",10,11
"6","3",10,11
"7","10",10,11
"8","9",10,11
"8","11",10,11
"9","15",10,11
"10","7",10,11
"10","11",10,11
"11","8",10,11
"11","10",10,11
"12","3",10,11
"12","6",10,11
"12","13",10,11
"12","16",10,11
"13",NA,10,11
"14","11",10,11
"15",NA,10,11
"16","1",10,11
"1","1",11,7
"2","3",11,7
"3","2",11,7
"3","16",11,7
"4","4",11,7
"5","5",11,7
"6","12",11,7
"7","10",11,7
"8","10",11,7
"9",NA,11,7
"10","7",11,7
"10","11",11,7
"11",NA,11,7
"12","6",11,7
"12","13",11,7
"13","12",11,7
"13","16",11,7
"14","9",11,7
"15","9",11,7
"16","3",11,7
"1","3",12,3
"2",NA,12,3
"3","13",12,3
"4","11",12,3
"5","5",12,3
"6","12",12,3
"7","8",12,3
"8","7",12,3
"8","9",12,3
"9","2",12,3
"9","8",12,3
"10","7",12,3
"10","11",12,3
"11","4",12,3
"11","10",12,3
"12","6",12,3
"12","9",12,3
"13",NA,12,3
"14","14",12,3
"15","15",12,3
"16","16",12,3
"1","1",13,6
"2",NA,13,6
"3","6",13,6
"4","5",13,6
"5","4",13,6
"6","3",13,6
"6","12",13,6
"7","7",13,6
"8","2",13,6
"8","11",13,6
"9","9",13,6
"10","5",13,6
"11","8",13,6
"12","6",13,6
"12","13",13,6
"13","12",13,6
"14","14",13,6
"15","15",13,6
"16","12",13,6
"1","1",14,13
"2","3",14,13
"3","2",14,13
"3","5",14,13
"4","15",14,13
"5","3",14,13
"5","15",14,13
"6","12",14,13
"6","13",14,13
"7","8",14,13
"7","10",14,13
"8","2",14,13
"8","7",14,13
"8","9",14,13
"9","8",14,13
"9","16",14,13
"10","7",14,13
"10","11",14,13
"11","10",14,13
"11","14",14,13
"12","13",14,13
"12","15",14,13
"13","12",14,13
"13","16",14,13
"14","11",14,13
"15","12",14,13
"16","9",14,13
"1","15",15,5
"2","3",15,5
"3","2",15,5
"4","11",15,5
"5","16",15,5
"6","12",15,5
"7","10",15,5
"7","11",15,5
"8","9",15,5
"8","11",15,5
"9","8",15,5
"9","10",15,5
"10","9",15,5
"11","4",15,5
"11","7",15,5
"11","8",15,5
"11","12",15,5
"12","11",15,5
"13","13",15,5
"14","14",15,5
"15","1",15,5
"16",NA,15,5
"1","14",16,16
"2","12",16,16
"3","6",16,16
"3","12",16,16
"3","15",16,16
"4","4",16,16
"5","5",16,16
"6","3",16,16
"6","15",16,16
"7","10",16,16
"8","9",16,16
"9","8",16,16
"10",NA,16,16
"11","11",16,16
"12","2",16,16
"12","3",16,16
"12","13",16,16
"13","12",16,16
"14","12",16,16
"15","3",16,16
"16","16",16,16
