"","X1","X2","count","plot_order"
"1","1","1",1,1
"2","2","2",1,1
"3","3","3",1,1
"4","4","12",1,1
"5","5","5",1,1
"6","6","12",1,1
"7","6","13",1,1
"8","7","7",1,1
"9","8","9",1,1
"10","9","8",1,1
"11","9","16",1,1
"12","10","10",1,1
"13","11","11",1,1
"14","12","6",1,1
"15","12","13",1,1
"16","13","6",1,1
"17","13","12",1,1
"18","14","14",1,1
"19","15","15",1,1
"20","16","9",1,1
"21","1","1",2,4
"22","2","5",2,4
"23","3","2",2,4
"24","4","4",2,4
"25","5","2",2,4
"26","5","3",2,4
"27","6","6",2,4
"28","7","7",2,4
"29","8","8",2,4
"30","9","9",2,4
"31","10","10",2,4
"32","11","11",2,4
"33","12","3",2,4
"34","12","13",2,4
"35","12","15",2,4
"36","13","12",2,4
"37","13","15",2,4
"38","14","14",2,4
"39","15","12",2,4
"40","15","13",2,4
"41","16","16",2,4
"42","1","1",3,2
"43","2","5",3,2
"44","3","15",3,2
"45","4",NA,3,2
"46","5",NA,3,2
"47","6","4",3,2
"48","6","12",3,2
"49","6","13",3,2
"50","7","7",3,2
"51","8","8",3,2
"52","9","9",3,2
"53","10","11",3,2
"54","10","14",3,2
"55","11","10",3,2
"56","11","14",3,2
"57","12","6",3,2
"58","12","13",3,2
"59","13","2",3,2
"60","13","6",3,2
"61","13","12",3,2
"62","14","10",3,2
"63","14","11",3,2
"64","15",NA,3,2
"65","16","16",3,2
"66","1","4",4,3
"67","2","12",4,3
"68","2","15",4,3
"69","3",NA,4,3
"70","4",NA,4,3
"71","5","16",4,3
"72","6","3",4,3
"73","6","12",4,3
"74","6","13",4,3
"75","7","7",4,3
"76","8","8",4,3
"77","9","11",4,3
"78","10","10",4,3
"79","11","9",4,3
"80","12","2",4,3
"81","12","6",4,3
"82","12","13",4,3
"83","13","2",4,3
"84","13","6",4,3
"85","13","12",4,3
"86","14","14",4,3
"87","15","2",4,3
"88","16","5",4,3
"89","1","1",5,5
"90","2","3",5,5
"91","3","2",5,5
"92","3","5",5,5
"93","4","4",5,5
"94","5","2",5,5
"95","5","3",5,5
"96","6","6",5,5
"97","7","10",5,5
"98","8","10",5,5
"99","9","9",5,5
"100","10","8",5,5
"101","11","11",5,5
"102","12","12",5,5
"103","13","13",5,5
"104","14","14",5,5
"105","15","15",5,5
"106","16","16",5,5
"107","1","16",6,6
"108","2","2",6,6
"109","3","3",6,6
"110","4","4",6,6
"111","5","5",6,6
"112","6","12",6,6
"113","7","11",6,6
"114","8","10",6,6
"115","9","8",6,6
"116","10","8",6,6
"117","11",NA,6,6
"118","12","6",6,6
"119","13","13",6,6
"120","14","14",6,6
"121","15","12",6,6
"122","16","1",6,6
