"","X1","X2","count","plot_order"
"1","1","1",1,2
"2","2","12",1,2
"3","2","13",1,2
"4","3","6",1,2
"5","3","15",1,2
"6","4","4",1,2
"7","5","2",1,2
"8","5","11",1,2
"9","6","3",1,2
"10","6","15",1,2
"11","7","10",1,2
"12","8","11",1,2
"13","9","9",1,2
"14","10","3",1,2
"15","10","7",1,2
"16","11","5",1,2
"17","11","8",1,2
"18","12","2",1,2
"19","12","3",1,2
"20","13","2",1,2
"21","13","12",1,2
"22","14","16",1,2
"23","15",NA,1,2
"24","16","14",1,2
"25","1",NA,2,3
"26","2","13",2,3
"27","3","6",2,3
"28","3","12",2,3
"29","4",NA,2,3
"30","5","5",2,3
"31","6","1",2,3
"32","6","3",2,3
"33","6","12",2,3
"34","7","7",2,3
"35","8","9",2,3
"36","9","8",2,3
"37","9","11",2,3
"38","10","11",2,3
"39","10","14",2,3
"40","11","9",2,3
"41","11","10",2,3
"42","11","14",2,3
"43","12",NA,2,3
"44","13","2",2,3
"45","13","11",2,3
"46","13","12",2,3
"47","14","10",2,3
"48","14","11",2,3
"49","15","15",2,3
"50","16","4",2,3
"51","1","1",3,1
"52","2","3",3,1
"53","2","13",3,1
"54","3","12",3,1
"55","4","5",3,1
"56","5","4",3,1
"57","6","6",3,1
"58","7","10",3,1
"59","8","8",3,1
"60","9","15",3,1
"61","10","7",3,1
"62","10","11",3,1
"63","11","10",3,1
"64","12","3",3,1
"65","13","2",3,1
"66","14","14",3,1
"67","15","5",3,1
"68","16","16",3,1
