"","X1","X2","count","plot_order"
"1","1","1",1,4
"2","2","3",1,4
"3","2","10",1,4
"4","2","13",1,4
"5","3","2",1,4
"6","4","13",1,4
"7","5","5",1,4
"8","6","3",1,4
"9","7","10",1,4
"10","7","11",1,4
"11","8","8",1,4
"12","9","9",1,4
"13","10","2",1,4
"14","10","11",1,4
"15","10","14",1,4
"16","11","7",1,4
"17","11","10",1,4
"18","11","14",1,4
"19","12","12",1,4
"20","13",NA,1,4
"21","14","10",1,4
"22","14","11",1,4
"23","15","15",1,4
"24","16","4",1,4
"25","1","1",2,2
"26","2","2",2,2
"27","3","5",2,2
"28","4","5",2,2
"29","5","4",2,2
"30","6","12",2,2
"31","7","7",2,2
"32","8","9",2,2
"33","9","8",2,2
"34","10","11",2,2
"35","11","10",2,2
"36","12","3",2,2
"37","12","6",2,2
"38","12","13",2,2
"39","13","3",2,2
"40","13","6",2,2
"41","13","12",2,2
"42","14","14",2,2
"43","15","15",2,2
"44","16","16",2,2
"45","1","1",3,5
"46","2","2",3,5
"47","3","15",3,5
"48","4","4",3,5
"49","5","5",3,5
"50","6",NA,3,5
"51","7","7",3,5
"52","8",NA,3,5
"53","9","3",3,5
"54","9","8",3,5
"55","10","10",3,5
"56","11","11",3,5
"57","12","6",3,5
"58","12","13",3,5
"59","13","12",3,5
"60","14","14",3,5
"61","15","3",3,5
"62","16","16",3,5
"63","1",NA,4,8
"64","2","13",4,8
"65","3","5",4,8
"66","3","6",4,8
"67","4","5",4,8
"68","5","3",4,8
"69","5","4",4,8
"70","6","3",4,8
"71","7","7",4,8
"72","8","8",4,8
"73","9","9",4,8
"74","10",NA,4,8
"75","11","1",4,8
"76","11","10",4,8
"77","12","13",4,8
"78","13","12",4,8
"79","14","14",4,8
"80","15","15",4,8
"81","16","16",4,8
"82","1","7",5,1
"83","2","16",5,1
"84","3","6",5,1
"85","3","12",5,1
"86","4","14",5,1
"87","5","5",5,1
"88","6","3",5,1
"89","6","12",5,1
"90","7","1",5,1
"91","8","10",5,1
"92","9","9",5,1
"93","10","11",5,1
"94","10","14",5,1
"95","10","16",5,1
"96","11","10",5,1
"97","11","14",5,1
"98","12","2",5,1
"99","12","3",5,1
"100","12","6",5,1
"101","12","13",5,1
"102","13","6",5,1
"103","13","12",5,1
"104","14","4",5,1
"105","14","10",5,1
"106","14","11",5,1
"107","15","11",5,1
"108","16",NA,5,1
"109","1","1",6,3
"110","2","14",6,3
"111","3","2",6,3
"112","3","5",6,3
"113","4","4",6,3
"114","5","3",6,3
"115","6","13",6,3
"116","6","16",6,3
"117","7","7",6,3
"118","8","8",6,3
"119","9","9",6,3
"120","10","11",6,3
"121","10","14",6,3
"122","11","14",6,3
"123","12","13",6,3
"124","13","6",6,3
"125","13","12",6,3
"126","14","10",6,3
"127","14","11",6,3
"128","15","12",6,3
"129","16","6",6,3
"130","1","1",7,7
"131","2","3",7,7
"132","3","2",7,7
"133","3","4",7,7
"134","3","6",7,7
"135","3","12",7,7
"136","4",NA,7,7
"137","5","5",7,7
"138","6","3",7,7
"139","6","4",7,7
"140","6","12",7,7
"141","6","15",7,7
"142","7","7",7,7
"143","8","9",7,7
"144","9",NA,7,7
"145","10","14",7,7
"146","11","14",7,7
"147","12","2",7,7
"148","13","13",7,7
"149","14","10",7,7
"150","14","11",7,7
"151","15","6",7,7
"152","16","16",7,7
"153","1","1",8,9
"154","2","3",8,9
"155","3","2",8,9
"156","3","6",8,9
"157","3","8",8,9
"158","3","12",8,9
"159","3","13",8,9
"160","3","15",8,9
"161","4","15",8,9
"162","5","5",8,9
"163","6","2",8,9
"164","6","3",8,9
"165","6","12",8,9
"166","6","13",8,9
"167","6","14",8,9
"168","7","7",8,9
"169","8","9",8,9
"170","9","8",8,9
"171","10","11",8,9
"172","10","14",8,9
"173","10","16",8,9
"174","11","14",8,9
"175","12","3",8,9
"176","12","6",8,9
"177","12","13",8,9
"178","13","3",8,9
"179","13","6",8,9
"180","13","12",8,9
"181","14","6",8,9
"182","14","10",8,9
"183","14","11",8,9
"184","15","3",8,9
"185","15","4",8,9
"186","16",NA,8,9
"187","1","1",9,6
"188","2","3",9,6
"189","2","4",9,6
"190","3","6",9,6
"191","3","12",9,6
"192","4","5",9,6
"193","5",NA,9,6
"194","6","3",9,6
"195","7",NA,9,6
"196","8","9",9,6
"197","9","8",9,6
"198","10","7",9,6
"199","11","16",9,6
"200","12","3",9,6
"201","12","6",9,6
"202","13","13",9,6
"203","14","14",9,6
"204","15","15",9,6
"205","16","11",9,6
