"X1","X2","count","plot_order"
"1","1",1,6
"2","3",1,6
"3","2",1,6
"3","12",1,6
"4","5",1,6
"5","4",1,6
"6",NA,1,6
"7","7",1,6
"8","8",1,6
"9","9",1,6
"10","11",1,6
"11","10",1,6
"12","6",1,6
"13",NA,1,6
"14","13",1,6
"15","6",1,6
"16","16",1,6
"1","1",2,3
"2","5",2,3
"3","2",2,3
"3","6",2,3
"4","15",2,3
"5","2",2,3
"6","3",2,3
"6","12",2,3
"7","11",2,3
"8","8",2,3
"9","12",2,3
"10","10",2,3
"11","7",2,3
"12","6",2,3
"12","9",2,3
"13","13",2,3
"14","14",2,3
"15",NA,2,3
"16","15",2,3
"1","2",3,5
"2","1",3,5
"2","5",3,5
"3","2",3,5
"3","5",3,5
"4","4",3,5
"5","2",3,5
"5","3",3,5
"6","12",3,5
"7","10",3,5
"8","9",3,5
"9","8",3,5
"10","7",3,5
"11","11",3,5
"12","6",3,5
"13","13",3,5
"14","14",3,5
"15","15",3,5
"16","16",3,5
"1","1",4,2
"2","3",4,2
"2","5",4,2
"2","8",4,2
"2","13",4,2
"3","2",4,2
"3","11",4,2
"4","4",4,2
"5","2",4,2
"6","6",4,2
"7","7",4,2
"8","10",4,2
"8","11",4,2
"9","9",4,2
"10","8",4,2
"11","8",4,2
"11","10",4,2
"11","16",4,2
"12","13",4,2
"12","15",4,2
"13","2",4,2
"13","12",4,2
"14","14",4,2
"15","12",4,2
"15","13",4,2
"16","11",4,2
"1","14",5,4
"2","3",5,4
"2","5",5,4
"3","2",5,4
"3","15",5,4
"4","5",5,4
"5","2",5,4
"5","4",5,4
"5","15",5,4
"6","12",5,4
"7","10",5,4
"8","8",5,4
"9","9",5,4
"10","7",5,4
"10","14",5,4
"11","11",5,4
"12","6",5,4
"12","13",5,4
"13","2",5,4
"13","12",5,4
"13","16",5,4
"14","10",5,4
"15","5",5,4
"16",NA,5,4
"1","1",6,1
"2","12",6,1
"3","2",6,1
"4","4",6,1
"5","13",6,1
"6","6",6,1
"7","10",6,1
"8","8",6,1
"9","9",6,1
"10","7",6,1
"11","14",6,1
"11","15",6,1
"12","13",6,1
"13","12",6,1
"14","10",6,1
"14","11",6,1
"15","11",6,1
"16","16",6,1
