"X1","X2","count","plot_order"
"1","1",1,12
"2","3",1,12
"2","5",1,12
"3","2",1,12
"3","9",1,12
"4","4",1,12
"5","2",1,12
"6","12",1,12
"6","13",1,12
"7","8",1,12
"8","7",1,12
"9","8",1,12
"10","11",1,12
"11","10",1,12
"11","14",1,12
"12","6",1,12
"12","14",1,12
"13","6",1,12
"14","7",1,12
"14","11",1,12
"14","12",1,12
"15","15",1,12
"16","9",1,12
"1",NA,2,4
"2","3",2,4
"3","2",2,4
"3","9",2,4
"3","15",2,4
"4","5",2,4
"5","4",2,4
"6","6",2,4
"7","7",2,4
"8","9",2,4
"9","3",2,4
"10","10",2,4
"11","14",2,4
"12","12",2,4
"13","13",2,4
"14","11",2,4
"15","3",2,4
"16","1",2,4
"1","1",3,7
"2","2",3,7
"3","6",3,7
"4","5",3,7
"5",NA,3,7
"6","3",3,7
"7","10",3,7
"8","9",3,7
"9","8",3,7
"10","4",3,7
"10","7",3,7
"10","11",3,7
"11","10",3,7
"12","12",3,7
"13","13",3,7
"14","14",3,7
"15","15",3,7
"16","7",3,7
"1","1",4,5
"2","3",4,5
"2","5",4,5
"3",NA,4,5
"4","13",4,5
"5",NA,4,5
"6","3",4,5
"6","13",4,5
"7","11",4,5
"8",NA,4,5
"9","9",4,5
"10","2",4,5
"10","11",4,5
"11","7",4,5
"11","8",4,5
"11","10",4,5
"12","13",4,5
"13","12",4,5
"14","14",4,5
"15","15",4,5
"16","16",4,5
"1","3",5,8
"2","13",5,8
"3",NA,5,8
"4","4",5,8
"5","5",5,8
"6","15",5,8
"7","9",5,8
"8","9",5,8
"8","10",5,8
"9","7",5,8
"9","8",5,8
"10","7",5,8
"10","8",5,8
"10","11",5,8
"10","14",5,8
"11","10",5,8
"11","16",5,8
"12","13",5,8
"13","2",5,8
"14",NA,5,8
"15","6",5,8
"16","9",5,8
"16","11",5,8
"1","1",6,15
"2","3",6,15
"2","13",6,15
"2","14",6,15
"3","12",6,15
"3","15",6,15
"4","5",6,15
"5","4",6,15
"6","12",6,15
"6","13",6,15
"7","10",6,15
"8","7",6,15
"8","9",6,15
"9","8",6,15
"10","7",6,15
"10","11",6,15
"11","7",6,15
"11","10",6,15
"11","14",6,15
"12","3",6,15
"12","6",6,15
"12","13",6,15
"12","14",6,15
"13","6",6,15
"13","12",6,15
"14","11",6,15
"14","12",6,15
"15","3",6,15
"16","16",6,15
"1","6",7,9
"2","16",7,9
"3","4",7,9
"4","3",7,9
"4","5",7,9
"4","13",7,9
"5","4",7,9
"6","4",7,9
"6","12",7,9
"7","10",7,9
"8","9",7,9
"8","10",7,9
"8","11",7,9
"9","8",7,9
"9","16",7,9
"10","7",7,9
"10","8",7,9
"11","10",7,9
"11","14",7,9
"12","6",7,9
"13","4",7,9
"13","12",7,9
"14","11",7,9
"15","15",7,9
"16","2",7,9
"16","9",7,9
"1","1",8,16
"2","3",8,16
"3","2",8,16
"3","15",8,16
"4","12",8,16
"5","4",8,16
"6","12",8,16
"6","13",8,16
"7","7",8,16
"8","9",8,16
"8","13",8,16
"9",NA,8,16
"10","11",8,16
"11","10",8,16
"12","6",8,16
"13",NA,8,16
"14",NA,8,16
"15","3",8,16
"16","14",8,16
"1","8",9,1
"2","3",9,1
"3","2",9,1
"3","4",9,1
"3","6",9,1
"4","3",9,1
"4","5",9,1
"5","4",9,1
"6","3",9,1
"6","13",9,1
"7","10",9,1
"8","1",9,1
"9","9",9,1
"10","7",9,1
"10","11",9,1
"11","7",9,1
"11","8",9,1
"11","10",9,1
"11","13",9,1
"11","14",9,1
"12","12",9,1
"13",NA,9,1
"14","11",9,1
"14","13",9,1
"15","15",9,1
"16","16",9,1
"1","4",10,3
"1","16",10,3
"2","2",10,3
"3","6",10,3
"4","1",10,3
"5","5",10,3
"6","3",10,3
"6","12",10,3
"6","13",10,3
"7","8",10,3
"7","10",10,3
"8","9",10,3
"9","8",10,3
