"","X1","X2","count","plot_order"
"1","1","1",1,12
"2","2","3",1,12
"3","2","8",1,12
"4","3","2",1,12
"5","4","4",1,12
"6","5","11",1,12
"7","6","6",1,12
"8","7","10",1,12
"9","8","10",1,12
"10","9","9",1,12
"11","10","7",1,12
"12","10","8",1,12
"13","10","11",1,12
"14","11","5",1,12
"15","11","10",1,12
"16","11","13",1,12
"17","12","13",1,12
"18","13","12",1,12
"19","14","14",1,12
"20","15","15",1,12
"21","16","16",1,12
"22","1","4",2,2
"23","2","3",2,2
"24","3","15",2,2
"25","4","1",2,2
"26","5","13",2,2
"27","6","3",2,2
"28","6","12",2,2
"29","7","10",2,2
"30","8","9",2,2
"31","8","10",2,2
"32","9","8",2,2
"33","10","7",2,2
"34","10","8",2,2
"35","10","11",2,2
"36","11","10",2,2
"37","12",NA,2,2
"38","13","12",2,2
"39","14","14",2,2
"40","15",NA,2,2
"41","16","16",2,2
"42","1","1",3,9
"43","2","3",3,9
"44","2","11",3,9
"45","2","13",3,9
"46","3","2",3,9
"47","3","6",3,9
"48","4","16",3,9
"49","5","2",3,9
"50","6","3",3,9
"51","7","10",3,9
"52","8","9",3,9
"53","9","8",3,9
"54","10","7",3,9
"55","10","11",3,9
"56","11","2",3,9
"57","11","10",3,9
"58","12","15",3,9
"59","13","2",3,9
"60","13","12",3,9
"61","14","14",3,9
"62","15","7",3,9
"63","15","12",3,9
"64","16",NA,3,9
"65","1","2",4,13
"66","2","1",4,13
"67","2","8",4,13
"68","3","2",4,13
"69","3","12",4,13
"70","4","14",4,13
"71","5","5",4,13
"72","6","16",4,13
"73","7",NA,4,13
"74","8","2",4,13
"75","9",NA,4,13
"76","10","7",4,13
"77","10","11",4,13
"78","11","9",4,13
"79","11","10",4,13
"80","12","3",4,13
"81","13","13",4,13
"82","14",NA,4,13
"83","15","15",4,13
"84","16",NA,4,13
"85","1","8",5,8
"86","1","12",5,8
"87","2","5",5,8
"88","3","6",5,8
"89","4","4",5,8
"90","5","2",5,8
"91","6","3",5,8
"92","6","13",5,8
"93","7","10",5,8
"94","8","9",5,8
"95","9","8",5,8
"96","10","7",5,8
"97","10","11",5,8
"98","10","16",5,8
"99","11","10",5,8
"100","12","2",5,8
"101","13","6",5,8
