"X1","X2","count","plot_order"
"1","1",1,8
"2","3",1,8
"3","2",1,8
"3","6",1,8
"3","12",1,8
"4","4",1,8
"5","5",1,8
"6","3",1,8
"7","6",1,8
"7","10",1,8
"8","10",1,8
"9","16",1,8
"10","7",1,8
"10","11",1,8
"10","12",1,8
"10","14",1,8
"11",NA,1,8
"12","3",1,8
"12","6",1,8
"12","10",1,8
"12","13",1,8
"13","12",1,8
"14",NA,1,8
"15","15",1,8
"16",NA,1,8
"1","14",2,7
"2","2",2,7
"3","3",2,7
"4","5",2,7
"4","7",2,7
"5","4",2,7
"6","6",2,7
"7","10",2,7
"8",NA,2,7
"9","8",2,7
"10","7",2,7
"10","11",2,7
"11","10",2,7
"12","13",2,7
"13","12",2,7
"14","1",2,7
"15","15",2,7
"16","16",2,7
"1","3",3,12
"2","16",3,12
"3","1",3,12
"4","4",3,12
"5","7",3,12
"6","12",3,12
"7","5",3,12
"7","10",3,12
"7","12",3,12
"8","9",3,12
"9","3",3,12
"9","8",3,12
"10","7",3,12
"11","11",3,12
"12","6",3,12
"12","7",3,12
"12","13",3,12
"13","12",3,12
"14","14",3,12
"15","15",3,12
"16",NA,3,12
"1",NA,4,11
"2","5",4,11
"3","2",4,11
"4",NA,4,11
"5","2",4,11
"6","13",4,11
"7","8",4,11
"8","7",4,11
"9","9",4,11
"10","11",4,11
"10","13",4,11
"11","10",4,11
"11","14",4,11
"12","6",4,11
"12","13",4,11
"13","6",4,11
"14","1",4,11
"14","11",4,11
"15","4",4,11
"16","16",4,11
"1","1",5,10
"2","3",5,10
"2","16",5,10
"3","2",5,10
"4","4",5,10
"5","9",5,10
"6","6",5,10
"7","10",5,10
"7","11",5,10
"8","9",5,10
"8","11",5,10
"9","8",5,10
"10","7",5,10
"10","11",5,10
"10","14",5,10
"11","7",5,10
"11","8",5,10
"11","10",5,10
"11","14",5,10
"12","13",5,10
"13","12",5,10
"14","10",5,10
"14","11",5,10
"14","12",5,10
"15","5",5,10
"16","2",5,10
"1","1",6,9
"2","4",6,9
"3","3",6,9
"4","2",6,9
"5",NA,6,9
"6",NA,6,9
"7","5",6,9
"7","10",6,9
"8","8",6,9
"9","9",6,9
"10","7",6,9
"10","11",6,9
"11","10",6,9
"12","5",6,9
"12","6",6,9
"13","12",6,9
"14","14",6,9
"15","15",6,9
"16","16",6,9
"1","1",7,2
"2","12",7,2
"3","2",7,2
"3","12",7,2
"3","15",7,2
"4","5",7,2
"4","16",7,2
"5","4",7,2
"6","12",7,2
"6","14",7,2
"7","7",7,2
"8","10",7,2
"9","9",7,2
"10","8",7,2
"10","11",7,2
"10","14",7,2
"11","10",7,2
"11","14",7,2
"12","6",7,2
"13","13",7,2
"14","6",7,2
"14","10",7,2
"14","11",7,2
"15","3",7,2
"16","4",7,2
"1",NA,8,4
"2","13",8,4
"3","3",8,4
"4",NA,8,4
"5","2",8,4
"5","9",8,4
"6","13",8,4
"7","7",8,4
"8","1",8,4
"8","9",8,4
"8","10",8,4
"9","5",8,4
"9","8",8,4
"9","13",8,4
"10","8",8,4
"11","14",8,4
"12","13",8,4
"13","2",8,4
"13","6",8,4
"13","9",8,4
"13","12",8,4
"14","11",8,4
"15","4",8,4
"16","16",8,4
"1","1",9,5
"2","5",9,5
"3","2",9,5
"4","5",9,5
"5","2",9,5
"5","4",9,5
"6","6",9,5
"7","7",9,5
"8","8",9,5
"9","9",9,5
"10",NA,9,5
"11","10",9,5
"12","13",9,5
"13","12",9,5
"13","16",9,5
"14","14",9,5
"15","15",9,5
"16",NA,9,5
"1","11",10,6
"2","12",10,6
"2","13",10,6
"3","3",10,6
"4","1",10,6
"4","5",10,6
"5","4",10,6
"6","6",10,6
"7",NA,10,6
"8","9",10,6
"9","8",10,6
"10","11",10,6
"10","14",10,6
"11","1",10,6
"11","7",10,6
"11","10",10,6
"11","14",10,6
"12","13",10,6
"13","2",10,6
"13","12",10,6
"14","10",10,6
"14","11",10,6
"15","9",10,6
"16","16",10,6
"1","1",11,3
"2","3",11,3
"3","2",11,3
"4","4",11,3
"5",NA,11,3
"6","5",11,3
"6","12",11,3
"7","8",11,3
"7","11",11,3
"8","9",11,3
"9","8",11,3
"10","14",11,3
"11","7",11,3
"12","6",11,3
"12","13",11,3
"13","12",11,3
"14","10",11,3
"15","15",11,3
"16","16",11,3
"1","1",12,1
"2","12",12,1
"3","3",12,1
"4","4",12,1
"5","5",12,1
"6","12",12,1
"7",NA,12,1
"8","9",12,1
"8","10",12,1
"9","8",12,1
"9","10",12,1
"10","7",12,1
"10","11",12,1
"11",NA,12,1
"12","2",12,1
"12","6",12,1
"12","14",12,1
"13","13",12,1
"14","6",12,1
"14","12",12,1
"15","15",12,1
"16","8",12,1
