"X1","X2","count","plot_order"
"1","1",1,1
"2","3",1,1
"2","12",1,1
"2","13",1,1
"3","2",1,1
"4",NA,1,1
"5","3",1,1
"6","4",1,1
"7","13",1,1
"8","8",1,1
"9","9",1,1
"10","2",1,1
"10","11",1,1
"11",NA,1,1
"12","2",1,1
"13","2",1,1
"14","14",1,1
"15","15",1,1
"16","16",1,1
"1","1",2,3
"2","3",2,3
"2","12",2,3
"2","13",2,3
"3","2",2,3
"4","5",2,3
"5","4",2,3
"6","11",2,3
"7","7",2,3
"8","9",2,3
"9","8",2,3
"9","11",2,3
"10","3",2,3
"10","11",2,3
"11","6",2,3
"11","9",2,3
"11","10",2,3
"12","2",2,3
"12","13",2,3
"13","2",2,3
"13","12",2,3
"13","14",2,3
"14","13",2,3
"15","15",2,3
"16","16",2,3
"1","1",3,2
"2","9",3,2
"3","12",3,2
"3","15",3,2
"4",NA,3,2
"5","4",3,2
"6","6",3,2
"7","7",3,2
"8","11",3,2
"9",NA,3,2
"10","13",3,2
"11","8",3,2
"11","14",3,2
"12","13",3,2
"13","3",3,2
"13","12",3,2
"14","10",3,2
"14","11",3,2
"15",NA,3,2
"16","5",3,2
