"","X1","X2","count","plot_order"
"1","1","1",1,10
"2","2","14",1,10
"3","3","3",1,10
"4","4","5",1,10
"5","5","4",1,10
"6","6","12",1,10
"7","7","11",1,10
"8","8","9",1,10
"9","8","10",1,10
"10","9","7",1,10
"11","9","8",1,10
"12","10","11",1,10
"13","11","7",1,10
"14","11","10",1,10
"15","12","6",1,10
"16","13","12",1,10
"17","14","2",1,10
"18","15","15",1,10
"19","16","7",1,10
"20","1","1",2,6
"21","2","3",2,6
"22","3","5",2,6
"23","3","15",2,6
"24","4","5",2,6
"25","5","3",2,6
"26","5","4",2,6
"27","6","10",2,6
"28","7","11",2,6
"29","8","9",2,6
"30","9","8",2,6
"31","10","6",2,6
"32","10","11",2,6
"33","11","7",2,6
"34","11","10",2,6
"35","11","14",2,6
"36","12","6",2,6
"37","13","10",2,6
"38","14",NA,2,6
"39","15","3",2,6
"40","16","16",2,6
"41","1","13",3,9
"42","2","1",3,9
"43","2","5",3,9
"44","2","12",3,9
"45","3","12",3,9
"46","3","15",3,9
"47","4","5",3,9
"48","5","2",3,9
"49","5","4",3,9
"50","5","12",3,9
"51","6","12",3,9
"52","6","15",3,9
"53","7","10",3,9
"54","8","8",3,9
"55","9","9",3,9
"56","10",NA,3,9
"57","11","11",3,9
"58","12","2",3,9
"59","12","3",3,9
"60","12","13",3,9
"61","13","1",3,9
"62","13","12",3,9
"63","14","14",3,9
"64","15",NA,3,9
"65","16","16",3,9
"66","1","1",4,3
"67","2","3",4,3
"68","2","13",4,3
"69","3","12",4,3
"70","4","5",4,3
"71","5","4",4,3
"72","5","13",4,3
"73","6","16",4,3
"74","7","11",4,3
"75","8","8",4,3
"76","9","9",4,3
"77","10",NA,4,3
"78","11","7",4,3
"79","11","13",4,3
"80","12","3",4,3
"81","12","6",4,3
"82","13","2",4,3
"83","13","5",4,3
"84","14","4",4,3
"85","15","10",4,3
"86","16","6",4,3
"87","1","5",5,11
"88","2","3",5,11
"89","3","2",5,11
"90","3","11",5,11
"91","4","5",5,11
"92","5","1",5,11
"93","5","4",5,11
"94","6","12",5,11
"95","7","7",5,11
"96","8","10",5,11
"97","8","11",5,11
"98","9","9",5,11
"99","10","8",5,11
"100","10","11",5,11
"101","11","10",5,11
"102","12","6",5,11
"103","12","13",5,11
"104","13","12",5,11
"105","14","14",5,11
"106","15","15",5,11
"107","16","16",5,11
"108","1","1",6,12
"109","2","16",6,12
"110","3","15",6,12
"111","4","4",6,12
"112","5","3",6,12
"113","6","12",6,12
"114","7","7",6,12
"115","8","8",6,12
"116","9","9",6,12
"117","10","10",6,12
"118","11","14",6,12
"119","12","6",6,12
"120","12","14",6,12
"121","13","13",6,12
"122","14","11",6,12
"123","14","12",6,12
"124","15","3",6,12
"125","16","2",6,12
"126","1","1",7,7
"127","2","3",7,7
"128","2","12",7,7
"129","3","2",7,7
"130","3","15",7,7
"131","4","5",7,7
"132","4","14",7,7
"133","5","4",7,7
"134","6",NA,7,7
"135","7","16",7,7
"136","8","9",7,7
"137","9","8",7,7
"138","9","12",7,7
"139","10","11",7,7
"140","11","10",7,7
"141","11","14",7,7
"142","12","2",7,7
"143","12","6",7,7
"144","12","13",7,7
"145","13","12",7,7
"146","14","11",7,7
"147","15","3",7,7
"148","16","7",7,7
"149","1","4",8,2
"150","2","3",8,2
"151","2","10",8,2
"152","3","2",8,2
"153","3","12",8,2
"154","3","15",8,2
"155","4","8",8,2
"156","5","7",8,2
"157","6",NA,8,2
"158","7","5",8,2
"159","7","10",8,2
"160","8","4",8,2
"161","8","9",8,2
"162","9","8",8,2
"163","10","11",8,2
"164","11","10",8,2
"165","11","14",8,2
"166","12","3",8,2
"167","12","6",8,2
"168","12","15",8,2
"169","13","11",8,2
"170","14","11",8,2
"171","15","3",8,2
"172","15","12",8,2
"173","16","6",8,2
"174","1","4",9,5
"175","2","3",9,5
"176","2","5",9,5
"177","3","2",9,5
