"X1","X2","count","plot_order"
"1",NA,1,3
"2","16",1,3
"3","7",1,3
"4","5",1,3
"5","4",1,3
"5","10",1,3
"6","6",1,3
"7","1",1,3
"7","3",1,3
"8","9",1,3
"9","8",1,3
"10","5",1,3
"10","11",1,3
"11","10",1,3
"12","12",1,3
"13","15",1,3
"14","11",1,3
"15","13",1,3
"16","2",1,3
"1","4",2,6
"2","7",2,6
"3","5",2,6
"4","1",2,6
"4","12",2,6
"5","3",2,6
"6","14",2,6
"7","2",2,6
"7","16",2,6
"8","10",2,6
"8","11",2,6
"9","9",2,6
"10","11",2,6
"11","8",2,6
"11","10",2,6
"12","4",2,6
"12","6",2,6
"12","13",2,6
"12","16",2,6
"13","6",2,6
"14","6",2,6
"14","16",2,6
"15","15",2,6
"16","7",2,6
"16","12",2,6
"16","14",2,6
"1","12",3,5
"2","3",3,5
"2","5",3,5
"3","2",3,5
"4","5",3,5
"5","2",3,5
"5","4",3,5
"6","12",3,5
"7","10",3,5
"8","8",3,5
"9","9",3,5
"10","7",3,5
"10","11",3,5
"10","15",3,5
"11","3",3,5
"11","10",3,5
"12",NA,3,5
"13","13",3,5
"14","14",3,5
"15","10",3,5
"16","3",3,5
"1","6",4,2
"2","2",4,2
"3","4",4,2
"3","15",4,2
"4","3",4,2
"4","14",4,2
"5","10",4,2
"5","16",4,2
"6","1",4,2
"7","7",4,2
"8","10",4,2
"9","13",4,2
"10","5",4,2
"10","8",4,2
"11","13",4,2
"12","13",4,2
"13","9",4,2
"13","11",4,2
"13","12",4,2
"14",NA,4,2
"15","3",4,2
"15","8",4,2
"16",NA,4,2
"1","1",5,4
"2",NA,5,4
"3","3",5,4
"4","15",5,4
"5","5",5,4
"6","6",5,4
"7","7",5,4
"8","9",5,4
"9","2",5,4
"9","8",5,4
"10","13",5,4
"11","11",5,4
"12","13",5,4
"13","12",5,4
"14","16",5,4
"15",NA,5,4
"16",NA,5,4
"1","1",6,1
"2","6",6,1
"3","2",6,1
"3","6",6,1
"3","12",6,1
"3","13",6,1
"4","5",6,1
"5","3",6,1
"5","4",6,1
"5","9",6,1
"5","12",6,1
"6","2",6,1
"6","3",6,1
"6","5",6,1
"6","12",6,1
"6","13",6,1
"7","10",6,1
"7","11",6,1
"8","8",6,1
"9","5",6,1
"10","7",6,1
"11",NA,6,1
"12","3",6,1
"12","6",6,1
"12","13",6,1
"13","3",6,1
"13","6",6,1
"13","12",6,1
"14","11",6,1
"15","15",6,1
"16","16",6,1
