"","X1","X2","count","plot_order"
"1","1","1",1,3
"2","2","9",1,3
"3","3","6",1,3
"4","4","15",1,3
"5","5","5",1,3
"6","6","3",1,3
"7","6","12",1,3
"8","7",NA,1,3
"9","8","8",1,3
"10","9",NA,1,3
"11","10","7",1,3
"12","10","14",1,3
"13","11","14",1,3
"14","12","6",1,3
"15","12","13",1,3
"16","13","12",1,3
"17","14","7",1,3
"18","14","10",1,3
"19","14","11",1,3
"20","15","4",1,3
"21","16","16",1,3
"22","1","1",2,2
"23","2","3",2,2
"24","3","2",2,2
"25","3","4",2,2
"26","3","5",2,2
"27","3","6",2,2
"28","3","12",2,2
"29","4","6",2,2
"30","5","3",2,2
"31","5","4",2,2
"32","5","6",2,2
"33","5","11",2,2
"34","5","12",2,2
"35","6","3",2,2
"36","6","4",2,2
"37","6","5",2,2
"38","6","10",2,2
"39","6","11",2,2
"40","6","12",2,2
"41","6","14",2,2
"42","7","7",2,2
"43","8","9",2,2
"44","8","10",2,2
"45","9","8",2,2
"46","9","10",2,2
"47","10","8",2,2
"48","10","11",2,2
"49","10","14",2,2
"50","11","5",2,2
"51","11","6",2,2
"52","11","10",2,2
"53","11","14",2,2
"54","12","6",2,2
"55","12","14",2,2
"56","13","2",2,2
"57","14","6",2,2
"58","14","10",2,2
"59","14","11",2,2
"60","14","12",2,2
"61","15","15",2,2
"62","16","16",2,2
"63","1","1",3,1
"64","2","3",3,1
"65","2","11",3,1
"66","2","12",3,1
"67","2","13",3,1
"68","3","2",3,1
"69","3","6",3,1
"70","4",NA,3,1
"71","5","5",3,1
"72","6","2",3,1
"73","6","3",3,1
"74","7","7",3,1
"75","8","3",3,1
"76","9","13",3,1
"77","10","4",3,1
"78","11","2",3,1
"79","12","2",3,1
"80","12","9",3,1
"81","12","13",3,1
"82","13","2",3,1
"83","13","9",3,1
"84","13","12",3,1
"85","14","14",3,1
"86","15","15",3,1
"87","16","16",3,1
"88","1","1",4,6
"89","2","3",4,6
"90","2","6",4,6
"91","3","5",4,6
"92","3","6",4,6
"93","4","10",4,6
"94","5","3",4,6
"95","6","2",4,6
"96","6","3",4,6
"97","6","13",4,6
"98","7","7",4,6
"99","8","8",4,6
"100","9","9",4,6
"101","10","11",4,6
"102","10","14",4,6
"103","11","10",4,6
"104","11","14",4,6
"105","12","6",4,6
"106","12","13",4,6
"107","13","6",4,6
"108","13","12",4,6
"109","14","10",4,6
"110","14","11",4,6
"111","15","15",4,6
"112","16","16",4,6
"113","1",NA,5,8
"114","2","2",5,8
"115","3","3",5,8
"116","4","4",5,8
"117","5","5",5,8
"118","6","6",5,8
"119","7","16",5,8
"120","8","8",5,8
"121","9","9",5,8
"122","10","11",5,8
"123","10","14",5,8
"124","11","10",5,8
"125","11","14",5,8
"126","12",NA,5,8
"127","13","12",5,8
"128","14","10",5,8
"129","14","11",5,8
"130","15","15",5,8
"131","16","1",5,8
"132","16","7",5,8
"133","1","1",6,9
"134","2","12",6,9
"135","2","13",6,9
"136","3","3",6,9
"137","4","4",6,9
"138","5","5",6,9
"139","6","12",6,9
"140","6","13",6,9
"141","7","7",6,9
"142","8","9",6,9
"143","8","10",6,9
"144","9","8",6,9
"145","9","10",6,9
"146","10","8",6,9
"147","11","11",6,9
"148","12","2",6,9
"149","12","6",6,9
"150","12","13",6,9
"151","13","2",6,9
"152","13","6",6,9
"153","13","12",6,9
"154","14","14",6,9
"155","15","15",6,9
"156","16","16",6,9
"157","1","1",7,5
"158","2","3",7,5
"159","2","5",7,5
"160","2","12",7,5
"161","2","16",7,5
"162","3","2",7,5
"163","3","5",7,5
"164","3","6",7,5
"165","3","12",7,5
"166","3","13",7,5
"167","4","7",7,5
"168","5","2",7,5
"169","5","3",7,5
"170","5","14",7,5
"171","6","2",7,5
"172","6","3",7,5
"173","6","12",7,5
"174","6","13",7,5
"175","7","4",7,5
"176","7","10",7,5
"177","8","10",7,5
"178","9","9",7,5
"179","10",NA,7,5
"180","11","11",7,5
"181","12","2",7,5
"182","12","3",7,5
"183","12","6",7,5
"184","12","13",7,5
"185","13","3",7,5
"186","13","6",7,5
"187","13","12",7,5
"188","14","5",7,5
"189","15","12",7,5
"190","16",NA,7,5
"191","1","1",8,7
"192","2","3",8,7
"193","2","11",8,7
"194","2","12",8,7
"195","3","6",8,7
"196","4","16",8,7
"197","5","5",8,7
"198","6","3",8,7
"199","7","7",8,7
"200","8","9",8,7
"201","9","8",8,7
"202","10","11",8,7
"203","11",NA,8,7
"204","12",NA,8,7
"205","13","13",8,7
"206","14","14",8,7
"207","15","15",8,7
"208","16","4",8,7
"209","1","1",9,4
"210","2","3",9,4
"211","2","6",9,4
"212","3","2",9,4
"213","4","11",9,4
"214","5","6",9,4
"215","6","12",9,4
"216","7","10",9,4
"217","7","11",9,4
"218","8","8",9,4
"219","9","9",9,4
"220","10","7",9,4
"221","11","7",9,4
"222","11","14",9,4
"223","12",NA,9,4
"224","13","13",9,4
"225","14",NA,9,4
"226","15","16",9,4
"227","16","15",9,4
