"X1","X2","count","plot_order"
"1","1",1,7
"2","3",1,7
"2","16",1,7
"3","2",1,7
"4","5",1,7
"5","3",1,7
"5","4",1,7
"6","10",1,7
"7","7",1,7
"8","8",1,7
"9","9",1,7
"10","6",1,7
"11",NA,1,7
"12","12",1,7
"13","13",1,7
"14","11",1,7
"15","15",1,7
"16","3",1,7
"1","13",2,1
"2","3",2,1
"2","4",2,1
"3","2",2,1
"4","2",2,1
"4","5",2,1
"5","16",2,1
"6","12",2,1
"7","11",2,1
"8","8",2,1
"9","9",2,1
"10","11",2,1
"11","10",2,1
"11","14",2,1
"12","6",2,1
"12","13",2,1
"12","15",2,1
"13","1",2,1
"13","12",2,1
"14","11",2,1
"15","12",2,1
"16",NA,2,1
"1","1",3,6
"2","3",3,6
"2","12",3,6
"2","13",3,6
"3","2",3,6
"3","15",3,6
"4",NA,3,6
"5","5",3,6
"6","13",3,6
"7","11",3,6
"8",NA,3,6
"9","8",3,6
"10","11",3,6
"11","7",3,6
"11","10",3,6
"12","2",3,6
"13","2",3,6
"13","6",3,6
"14","10",3,6
"15","4",3,6
"16","16",3,6
"1","9",4,5
"2","3",4,5
"3",NA,4,5
"4","5",4,5
"4","15",4,5
"5","4",4,5
"6","13",4,5
"7","11",4,5
"8","9",4,5
"9","1",4,5
"9","8",4,5
"10","14",4,5
"11","7",4,5
"12","12",4,5
"13","6",4,5
"14","10",4,5
"15",NA,4,5
"16","16",4,5
"1","1",5,4
"2","3",5,4
"3","2",5,4
"4",NA,5,4
"5","4",5,4
"5","14",5,4
"6","6",5,4
"7","10",5,4
"8","9",5,4
"8","11",5,4
"9",NA,5,4
"10",NA,5,4
"11","8",5,4
"12",NA,5,4
"13","12",5,4
"14","11",5,4
"15","15",5,4
"16","16",5,4
"1",NA,6,8
"2","3",6,8
"3","2",6,8
"3","6",6,8
"4","5",6,8
"5","4",6,8
"6","1",6,8
"6","3",6,8
"7","7",6,8
"8","8",6,8
"9","9",6,8
"10","11",6,8
"11","10",6,8
"12","11",6,8
"13","2",6,8
"14","11",6,8
"15","15",6,8
"16","16",6,8
"1","2",7,9
"2","1",7,9
"3","3",7,9
"4",NA,7,9
"5","5",7,9
"6","12",7,9
"7","4",7,9
"8","8",7,9
"9","9",7,9
"10","11",7,9
"10","14",7,9
"11","14",7,9
"12","6",7,9
"12","13",7,9
"13","12",7,9
"14","10",7,9
"15","15",7,9
"16","6",7,9
"1","8",8,2
"2","3",8,2
"3","2",8,2
"3","12",8,2
"4","4",8,2
"5","14",8,2
"6","11",8,2
"7","7",8,2
"8","9",8,2
"9","8",8,2
"10","11",8,2
"10","14",8,2
"11","6",8,2
"11","10",8,2
"11","14",8,2
"12","3",8,2
"12","6",8,2
"12","13",8,2
"13",NA,8,2
"14","10",8,2
"14","11",8,2
"15","15",8,2
"16","16",8,2
"1",NA,9,3
"2","3",9,3
"3","2",9,3
"3","4",9,3
"4","1",9,3
"5","5",9,3
"6","11",9,3
"7",NA,9,3
"8",NA,9,3
"9","9",9,3
"10","7",9,3
"10","8",9,3
"10","11",9,3
"10","14",9,3
"11","6",9,3
"11","10",9,3
"11","14",9,3
"12",NA,9,3
"13","12",9,3
"14","10",9,3
"14","11",9,3
"15","15",9,3
"16","8",9,3
