"X1","X2","count","plot_order"
"1",NA,1,6
"2","3",1,6
"3","2",1,6
"3","15",1,6
"4","1",1,6
"4","5",1,6
"5","4",1,6
"5","9",1,6
"6",NA,1,6
"7","6",1,6
"7","11",1,6
"8","3",1,6
"9","5",1,6
"10","10",1,6
"11","7",1,6
"12","12",1,6
"13","13",1,6
"14","14",1,6
"15",NA,1,6
"16","16",1,6
"1",NA,2,14
"2",NA,2,14
"3","2",2,14
"3","15",2,14
"4","5",2,14
"5","4",2,14
"5","9",2,14
"6","12",2,14
"7","10",2,14
"8","11",2,14
"9",NA,2,14
"10","7",2,14
"10","11",2,14
"10","14",2,14
"11","8",2,14
"11","10",2,14
"11","14",2,14
"12","6",2,14
"13","13",2,14
"14","11",2,14
"15","1",2,14
"15","3",2,14
"16","16",2,14
"1","1",3,16
"2","3",3,16
"3","2",3,16
"3","6",3,16
"4","4",3,16
"5","5",3,16
"6","3",3,16
"6","12",3,16
"7","7",3,16
"8","9",3,16
"9","8",3,16
"9","13",3,16
"10","11",3,16
"10","13",3,16
"11","10",3,16
"11","14",3,16
"12","6",3,16
"12","13",3,16
"13","10",3,16
"13","12",3,16
"14","11",3,16
"15","15",3,16
"16","16",3,16
"1","2",4,3
"2","1",4,3
"2","3",4,3
"2","14",4,3
"3","2",4,3
"3","6",4,3
"3","9",4,3
"4",NA,4,3
"5","5",4,3
"6","3",4,3
"6","4",4,3
"6","12",4,3
"6","13",4,3
"7","10",4,3
"8","10",4,3
"9","3",4,3
"10","7",4,3
"10","8",4,3
"10","11",4,3
"11","10",4,3
"11","14",4,3
"12","6",4,3
"13","6",4,3
"14","2",4,3
"14","11",4,3
"15","15",4,3
"16","16",4,3
"1","3",5,10
"1","15",5,10
"2","5",5,10
"3","1",5,10
"3","5",5,10
"3","15",5,10
"4","5",5,10
"5","2",5,10
"5","3",5,10
"6","6",5,10
"7","7",5,10
"8","8",5,10
"9","9",5,10
"10","11",5,10
"10","15",5,10
"11","1",5,10
"11","10",5,10
"11","13",5,10
"12","13",5,10
"13","11",5,10
"13","12",5,10
"14","14",5,10
"15","3",5,10
"16","16",5,10
"1","1",6,7
"2","3",6,7
"2","5",6,7
"3","2",6,7
"3","15",6,7
"4","3",6,7
"4","5",6,7
"4","15",6,7
"5","2",6,7
"5","3",6,7
"5","4",6,7
"6","6",6,7
"7","5",6,7
"7","14",6,7
"8","8",6,7
"9","9",6,7
"10","7",6,7
"10","11",6,7
"11","14",6,7
"12","13",6,7
"13","12",6,7
"14","7",6,7
"14","11",6,7
"15","4",6,7
"16","16",6,7
"1","1",7,4
"2","4",7,4
"2","14",7,4
"3","12",7,4
"4","2",7,4
"4","15",7,4
"5","4",7,4
"6",NA,7,4
"7","11",7,4
"8","9",7,4
"9","8",7,4
"10","11",7,4
"10","14",7,4
"11","7",7,4
"12","3",7,4
"12","6",7,4
"12","13",7,4
"13","12",7,4
"14","2",7,4
"14","10",7,4
"14","15",7,4
"15","4",7,4
"16","6",7,4
"1","14",8,13
"2","6",8,13
"3","3",8,13
"4","4",8,13
"5","16",8,13
"6","7",8,13
"6","12",8,13
"7",NA,8,13
"8","9",8,13
"9",NA,8,13
"10","11",8,13
"11","10",8,13
"11","14",8,13
"12","6",8,13
"12","13",8,13
"13","12",8,13
"14","1",8,13
"14","11",8,13
"15","15",8,13
"16","5",8,13
"1","4",9,12
"1","7",9,12
"2","5",9,12
"3","15",9,12
"4","1",9,12
"4","5",9,12
"4","12",9,12
"5","2",9,12
"5","4",9,12
