"X1","X2","count","plot_order"
"1","5",1,1
"2","12",1,1
"3","5",1,1
"4","4",1,1
"5","3",1,1
"6","12",1,1
"7","9",1,1
"7","11",1,1
"8","9",1,1
"8","13",1,1
"9","8",1,1
"10","11",1,1
"11","10",1,1
"11","14",1,1
"11","16",1,1
"12","2",1,1
"12","6",1,1
"13",NA,1,1
"14","11",1,1
"15","15",1,1
"16","11",1,1
"1","1",2,2
"2","12",2,2
"3","3",2,2
"4","9",2,2
"4","13",2,2
"5","15",2,2
"6","9",2,2
"6","12",2,2
"6","13",2,2
"7","10",2,2
"8","8",2,2
"9","4",2,2
"9","11",2,2
"10","7",2,2
"10","11",2,2
"10","14",2,2
"11","9",2,2
"11","10",2,2
"12","2",2,2
"12","6",2,2
"12","13",2,2
"13","6",2,2
"13","12",2,2
"14",NA,2,2
"15",NA,2,2
"16","13",2,2
"1","1",3,5
"2","2",3,5
"3","15",3,5
"4","6",3,5
"5","5",3,5
"6","4",3,5
"6","12",3,5
"7","7",3,5
"8","10",3,5
"8","14",3,5
"9","9",3,5
"10","8",3,5
"11","13",3,5
"12","6",3,5
"12","13",3,5
"13","11",3,5
"13","12",3,5
"14","11",3,5
"15","3",3,5
"15","14",3,5
"16","16",3,5
"1","1",4,4
"2","3",4,4
"3","2",4,4
"4","5",4,4
"5","4",4,4
"6","12",4,4
"6","13",4,4
"7","12",4,4
"8","9",4,4
"8","10",4,4
"9",NA,4,4
"10","8",4,4
"10","11",4,4
"11","10",4,4
"12","13",4,4
"13","12",4,4
"14","5",4,4
"15","15",4,4
"16","16",4,4
"1","1",5,3
"2","3",5,3
"2","4",5,3
"3","2",5,3
"4",NA,5,3
"5","5",5,3
"6","12",5,3
"7","10",5,3
"8",NA,5,3
"9","8",5,3
"10","7",5,3
"10","11",5,3
"10","14",5,3
"11","14",5,3
"12","6",5,3
"12","13",5,3
"13","12",5,3
"14","10",5,3
"14","11",5,3
"15","15",5,3
"16","16",5,3
"1","5",6,6
"2","2",6,6
"3","3",6,6
"4","4",6,6
"5",NA,6,6
"6","12",6,6
"7","10",6,6
"8","9",6,6
"8","11",6,6
"9","8",6,6
"9","11",6,6
"10","7",6,6
"10","8",6,6
"11","8",6,6
"12",NA,6,6
"13","13",6,6
"14","11",6,6
"15","15",6,6
"16","5",6,6
