"","X1","X2","count","plot_order"
"1","1","1",1,4
"2","2",NA,1,4
"3","3","12",1,4
"4","4",NA,1,4
"5","5","5",1,4
"6","6","6",1,4
"7","7","4",1,4
"8","7","11",1,4
"9","8","9",1,4
"10","8","11",1,4
"11","9",NA,1,4
"12","10","11",1,4
"13","11","7",1,4
"14","11","10",1,4
"15","12","3",1,4
"16","12","8",1,4
"17","13","13",1,4
"18","14","2",1,4
"19","15","15",1,4
"20","16","4",1,4
"21","1","1",2,3
"22","2","3",2,3
"23","2","12",2,3
"24","3","2",2,3
"25","4","4",2,3
"26","5","11",2,3
"27","6","12",2,3
"28","7","10",2,3
"29","8","8",2,3
"30","9","16",2,3
"31","10","7",2,3
"32","10","11",2,3
"33","11","10",2,3
"34","12","2",2,3
"35","12","6",2,3
"36","13","13",2,3
"37","14","14",2,3
"38","15","15",2,3
"39","16",NA,2,3
"40","1","1",3,2
"41","2","5",3,2
"42","3","9",3,2
"43","4","4",3,2
"44","5","2",3,2
"45","6","6",3,2
"46","7","10",3,2
"47","8","8",3,2
"48","9",NA,3,2
"49","10","11",3,2
"50","11",NA,3,2
"51","12","3",3,2
"52","13","13",3,2
"53","14","14",3,2
"54","15","15",3,2
"55","16","16",3,2
"56","1","1",4,5
"57","2","2",4,5
"58","3","15",4,5
"59","4","4",4,5
"60","5","5",4,5
"61","6","10",4,5
"62","6","12",4,5
"63","7","11",4,5
"64","8","11",4,5
"65","9","9",4,5
"66","10","3",4,5
"67","11","7",4,5
"68","11","8",4,5
"69","11","14",4,5
"70","12","6",4,5
"71","12","15",4,5
"72","13","13",4,5
"73","14","11",4,5
"74","15","3",4,5
"75","15","12",4,5
"76","16","16",4,5
"77","1",NA,5,6
"78","2","2",5,6
"79","3","16",5,6
"80","4","5",5,6
"81","5","4",5,6
"82","5","10",5,6
"83","5","11",5,6
"84","6","13",5,6
"85","7",NA,5,6
"86","8","8",5,6
"87","9","9",5,6
"88","10","5",5,6
"89","10","7",5,6
"90","10","11",5,6
"91","11","10",5,6
"92","12","13",5,6
"93","13",NA,5,6
"94","14","11",5,6
"95","15","15",5,6
"96","16","1",5,6
"97","16","3",5,6
"98","1","1",6,1
"99","2","3",6,1
"100","2","10",6,1
"101","2","11",6,1
"102","3","12",6,1
"103","3","15",6,1
"104","4","4",6,1
"105","5","12",6,1
"106","6","6",6,1
"107","7","7",6,1
"108","8","13",6,1
"109","9","9",6,1
"110","10","2",6,1
"111","10","11",6,1
"112","10","14",6,1
"113","11","10",6,1
"114","12","3",6,1
"115","13","8",6,1
"116","14",NA,6,1
"117","15",NA,6,1
"118","16","16",6,1
