"","X1","X2","count","plot_order"
"1","1","1",1,1
"2","2","3",1,1
"3","2","6",1,1
"4","2","13",1,1
"5","3","2",1,1
"6","3","15",1,1
"7","4","4",1,1
"8","5",NA,1,1
"9","6","2",1,1
"10","6","12",1,1
"11","7","7",1,1
"12","8","9",1,1
"13","9","5",1,1
"14","9","8",1,1
"15","10","15",1,1
"16","11","11",1,1
"17","12","6",1,1
"18","13","2",1,1
"19","14","14",1,1
"20","15",NA,1,1
"21","16","16",1,1
"22","1","16",2,3
"23","2",NA,2,3
"24","3","2",2,3
"25","4","4",2,3
"26","5","5",2,3
"27","6",NA,2,3
"28","7","7",2,3
"29","8","8",2,3
"30","9","9",2,3
"31","10","11",2,3
"32","11","10",2,3
"33","12",NA,2,3
"34","13","6",2,3
"35","13","12",2,3
"36","14","14",2,3
"37","15","16",2,3
"38","16",NA,2,3
"39","1","16",3,6
"40","2","2",3,6
"41","3","3",3,6
"42","4",NA,3,6
"43","5","4",3,6
"44","6","12",3,6
"45","7","10",3,6
"46","8","9",3,6
"47","8","11",3,6
"48","9","8",3,6
"49","10","7",3,6
"50","10","11",3,6
"51","11","8",3,6
"52","11","10",3,6
"53","12","6",3,6
"54","12","13",3,6
"55","12","15",3,6
"56","13","12",3,6
"57","14","5",3,6
"58","15","12",3,6
"59","16",NA,3,6
"60","1","1",4,2
"61","2","3",4,2
"62","2","5",4,2
"63","3","2",4,2
"64","4","4",4,2
"65","5","2",4,2
"66","6","13",4,2
"67","7","10",4,2
"68","8","3",4,2
"69","8","9",4,2
"70","8","12",4,2
"71","9","8",4,2
"72","10","7",4,2
"73","11","14",4,2
"74","12","8",4,2
"75","13",NA,4,2
"76","14",NA,4,2
"77","15","15",4,2
"78","16","2",4,2
"79","1","1",5,4
"80","2","2",5,4
"81","3","15",5,4
"82","4","5",5,4
"83","5","4",5,4
"84","6","3",5,4
"85","6","12",5,4
"86","7","7",5,4
"87","8","10",5,4
"88","8","11",5,4
"89","9","9",5,4
"90","10","8",5,4
"91","10","11",5,4
"92","10","14",5,4
"93","11","8",5,4
"94","11","10",5,4
"95","12","6",5,4
"96","12","13",5,4
"97","13",NA,5,4
"98","14",NA,5,4
"99","15","3",5,4
"100","16","16",5,4
"101","1","1",6,5
"102","2","3",6,5
"103","3","2",6,5
"104","3","5",6,5
"105","3","6",6,5
"106","3","9",6,5
"107","3","12",6,5
"108","3","13",6,5
"109","4","4",6,5
"110","5","2",6,5
"111","5","3",6,5
"112","5","6",6,5
"113","5","9",6,5
"114","5","12",6,5
"115","6","2",6,5
"116","6","3",6,5
"117","6","5",6,5
"118","6","9",6,5
"119","6","12",6,5
"120","6","13",6,5
"121","7","7",6,5
"122","8","9",6,5
"123","8","11",6,5
"124","9","3",6,5
"125","9","8",6,5
"126","9","11",6,5
"127","9","15",6,5
"128","10","11",6,5
"129","10","14",6,5
"130","11","9",6,5
"131","11","10",6,5
"132","11","14",6,5
"133","12","3",6,5
"134","12","5",6,5
"135","12","6",6,5
"136","12","10",6,5
"137","12","13",6,5
"138","13","3",6,5
"139","13","5",6,5
"140","13","6",6,5
"141","13","12",6,5
"142","14","10",6,5
"143","14","11",6,5
"144","15","9",6,5
"145","16","16",6,5
