"X1","X2","count","plot_order"
"1","4",1,2
"2","2",1,2
"3","5",1,2
"4","1",1,2
"4","3",1,2
"5","3",1,2
"6",NA,1,2
"7","16",1,2
"8","9",1,2
"9","1",1,2
"9","8",1,2
"10","6",1,2
"10","14",1,2
"11","11",1,2
"12","13",1,2
"13",NA,1,2
"14","10",1,2
"15","15",1,2
"16",NA,1,2
"1","16",2,6
"2","2",2,6
"3","12",2,6
"4","4",2,6
"5","5",2,6
"6","3",2,6
"7","10",2,6
"8","9",2,6
"8","11",2,6
"9","8",2,6
"10","7",2,6
"10","11",2,6
"11","10",2,6
"12","3",2,6
"12","13",2,6
"13","12",2,6
"14","10",2,6
"15","15",2,6
"16","1",2,6
"1","1",3,11
"2","3",3,11
"2","5",3,11
"3","2",3,11
"3","10",3,11
"4","4",3,11
"5","2",3,11
"6","12",3,11
"7","9",3,11
"8","8",3,11
"9",NA,3,11
"10","14",3,11
"11","15",3,11
"12","6",3,11
"12","15",3,11
"13","12",3,11
"14","10",3,11
"15","12",3,11
"16","16",3,11
"1","15",4,5
"2","12",4,5
"3","3",4,5
"4",NA,4,5
"5","4",4,5
"5","9",4,5
"6","12",4,5
"7","7",4,5
"8",NA,4,5
"9","8",4,5
"10","14",4,5
"11","11",4,5
"12","2",4,5
"13",NA,4,5
"14","10",4,5
"14","13",4,5
"14","16",4,5
"15",NA,4,5
"16","14",4,5
"1","2",5,12
"2",NA,5,12
"3","3",5,12
"4","5",5,12
"5","4",5,12
"6","12",5,12
"7","10",5,12
"8","11",5,12
"9","9",5,12
"10","7",5,12
"10","11",5,12
"11","8",5,12
"12","6",5,12
"12","13",5,12
"13","4",5,12
"13","12",5,12
"14","14",5,12
"15","15",5,12
"16","16",5,12
"1","5",6,13
"2","2",6,13
"3","9",6,13
"3","15",6,13
"4","5",6,13
"4","8",6,13
"5","4",6,13
"5","15",6,13
"6","13",6,13
"7","11",6,13
"8","11",6,13
"9","3",6,13
"10","7",6,13
"10","11",6,13
"10","14",6,13
"11","7",6,13
"11","10",6,13
"12","6",6,13
"12","13",6,13
"13","12",6,13
"14","10",6,13
"15","3",6,13
"15","5",6,13
"16","16",6,13
"1","1",7,1
"2","3",7,1
"3","2",7,1
"3","9",7,1
"4","5",7,1
"4","6",7,1
"5","4",7,1
"6","4",7,1
"6","12",7,1
"6","16",7,1
"7","10",7,1
"7","14",7,1
"8","8",7,1
"9","3",7,1
"10","3",7,1
"10","7",7,1
"11","12",7,1
"12","6",7,1
"12","11",7,1
"13","13",7,1
"14",NA,7,1
"15","15",7,1
"16","6",7,1
"1","1",8,3
"2","3",8,3
"2","5",8,3
"3","2",8,3
"4","4",8,3
"5",NA,8,3
"6","12",8,3
"7","7",8,3
"8","8",8,3
"9","9",8,3
"10","10",8,3
"11","14",8,3
"12","6",8,3
"13","13",8,3
"14","11",8,3
"14","15",8,3
"15",NA,8,3
"16","16",8,3
"1",NA,9,9
"2",NA,9,9
"3","15",9,9
"4","1",9,9
"5","5",9,9
"6","12",9,9
"7","10",9,9
"8","8",9,9
"9","9",9,9
"10","6",9,9
"10","7",9,9
"11","14",9,9
"12","2",9,9
"12","6",9,9
"13","13",9,9
"14","7",9,9
"14","11",9,9
"15","3",9,9
"16","16",9,9
"1","1",10,16
"2","3",10,16
"2","14",10,16
"3","2",10,16
"4","10",10,16
"5","12",10,16
"6","13",10,16
"7","7",10,16
"8","9",10,16
"9","8",10,16
"10","4",10,16
"10","13",10,16
"11","3",10,16
"11","14",10,16
"12",NA,10,16
"13","6",10,16
"13","10",10,16
"14","2",10,16
"14","11",10,16
"15","15",10,16
"16","16",10,16
"1","1",11,8
"2","3",11,8
"2","13",11,8
"3","2",11,8
"4","5",11,8
"4","12",11,8
"5",NA,11,8
"6","12",11,8
"7",NA,11,8
"8","14",11,8
"9","9",11,8
"10","7",11,8
"10","11",11,8
"11","10",11,8
"11","14",11,8
"12","4",11,8
"12","6",11,8
"12","13",11,8
"12","15",11,8
"13","2",11,8
"13","12",11,8
"14","11",11,8
"15","12",11,8
"16","16",11,8
"1","1",12,15
"2","2",12,15
"3","15",12,15
"4","5",12,15
"4","12",12,15
"5","4",12,15
"6","9",12,15
"6","11",12,15
"6","13",12,15
"7","11",12,15
"8","11",12,15
"9","6",12,15
"10","10",12,15
"11","7",12,15
"11","8",12,15
"12","13",12,15
"13","6",12,15
"13","12",12,15
"14","14",12,15
"15","3",12,15
"16","16",12,15
"1","7",13,7
"2","3",13,7
"2","5",13,7
"2","14",13,7
"2","15",13,7
"3","2",13,7
"3","5",13,7
"3","8",13,7
"3","12",13,7
"4","8",13,7
"4","9",13,7
"5","2",13,7
"5","3",13,7
"6","6",13,7
"7","1",13,7
"8","4",13,7
"8","9",13,7
"9","8",13,7
"10","10",13,7
"11","14",13,7
"12","3",13,7
"13","13",13,7
"14","2",13,7
"14","11",13,7
"15","2",13,7
"16","16",13,7
"1","6",14,4
"2","3",14,4
"3","2",14,4
"3","5",14,4
"4","7",14,4
"5","3",14,4
"6","12",14,4
"7","4",14,4
"7","11",14,4
"8","9",14,4
"8","10",14,4
"9","11",14,4
"10","8",14,4
"10","11",14,4
"11","7",14,4
"11","9",14,4
"11","16",14,4
"12","6",14,4
"13","13",14,4
"14","14",14,4
"15","4",14,4
"16","11",14,4
"1","1",15,14
"2","3",15,14
"2","11",15,14
"2","12",15,14
"3","2",15,14
"4","4",15,14
"5","15",15,14
"6","12",15,14
"7","10",15,14
"7","11",15,14
"7","16",15,14
"8","9",15,14
"9","8",15,14
"10","11",15,14
"10","14",15,14
"11","2",15,14
"11","7",15,14
"12","2",15,14
"12","6",15,14
"12","13",15,14
"13","9",15,14
"14","10",15,14
"15",NA,15,14
"16",NA,15,14
"1","12",16,10
"2","3",16,10
"2","12",16,10
"2","13",16,10
"3","5",16,10
"3","6",16,10
"3","12",16,10
"4","4",16,10
"5","3",16,10
"6","3",16,10
"6","5",16,10
"6","12",16,10
"7","10",16,10
"7","14",16,10
"8","8",16,10
"9","9",16,10
"10","7",16,10
"10","14",16,10
"11","14",16,10
"12","2",16,10
"12","3",16,10
"12","6",16,10
"12","13",16,10
"12","14",16,10
"13","2",16,10
"13","6",16,10
"13","12",16,10
"14","7",16,10
"14","10",16,10
"15","15",16,10
"16","16",16,10
