"X1","X2","count","plot_order"
"1","1",1,4
"2","13",1,4
"3","3",1,4
"4","4",1,4
"5","5",1,4
"6","6",1,4
"7","10",1,4
"8",NA,1,4
"9","8",1,4
"10","7",1,4
"10","8",1,4
"11","15",1,4
"12","12",1,4
"13",NA,1,4
"14","14",1,4
"15","11",1,4
"16","16",1,4
"1","1",2,7
"2","8",2,7
"3","11",2,7
"4","4",2,7
"5","12",2,7
"6",NA,2,7
"7","11",2,7
"8","9",2,7
"9",NA,2,7
"10","11",2,7
"11","6",2,7
"11","7",2,7
"11","10",2,7
"11","14",2,7
"12","13",2,7
"13","11",2,7
"13","12",2,7
"14","11",2,7
"15","15",2,7
"16","16",2,7
"1","1",3,3
"2","15",3,3
"3","6",3,3
"4","5",3,3
"5","3",3,3
"5","4",3,3
"6","3",3,3
"7","4",3,3
"7","11",3,3
"8","11",3,3
"9","9",3,3
"10","10",3,3
"11","7",3,3
"12","13",3,3
"13","12",3,3
"14","14",3,3
"15","2",3,3
"16","16",3,3
"1",NA,4,6
"2","3",4,6
"3","2",4,6
"3","12",4,6
"4",NA,4,6
"5","5",4,6
"6","1",4,6
"6","12",4,6
"7","10",4,6
"7","11",4,6
"8","4",4,6
"9","9",4,6
"10",NA,4,6
"11","7",4,6
"11","14",4,6
"12","6",4,6
"12","13",4,6
"13","10",4,6
"13","12",4,6
"14","11",4,6
"15","15",4,6
"16","16",4,6
"1","2",5,2
"1","13",5,2
"2","10",5,2
"3","6",5,2
"4","4",5,2
"5","5",5,2
"6","3",5,2
"6","12",5,2
"7","7",5,2
"8","12",5,2
"9","16",5,2
"10","2",5,2
"10","11",5,2
"11","10",5,2
"12","6",5,2
"12","13",5,2
"13","1",5,2
"14","14",5,2
"15","15",5,2
"16","9",5,2
"1","1",6,1
"2","16",6,1
"3","3",6,1
"4","6",6,1
"5","5",6,1
"6","4",6,1
"7","10",6,1
"8","8",6,1
"9","9",6,1
"10","13",6,1
"11","11",6,1
"12","12",6,1
"13","10",6,1
"14","14",6,1
"15","15",6,1
"16","2",6,1
"1","9",7,5
"2","3",7,5
"3","2",7,5
"4","4",7,5
"5","5",7,5
"6","6",7,5
"7",NA,7,5
"8","8",7,5
"9","1",7,5
"10","10",7,5
"11","11",7,5
"12",NA,7,5
"13","12",7,5
"14","7",7,5
"15","15",7,5
"16","16",7,5
"1","1",8,9
"2","12",8,9
"3","3",8,9
"4","4",8,9
"5","5",8,9
"6","12",8,9
"6","13",8,9
"7","7",8,9
"8","9",8,9
"8","16",8,9
"9","8",8,9
"10","6",8,9
"10","11",8,9
"11","10",8,9
"11","14",8,9
"12","6",8,9
"12","13",8,9
"13","12",8,9
"14","11",8,9
"14","15",8,9
"15","14",8,9
"16",NA,8,9
"1","5",9,8
"2","3",9,8
"2","13",9,8
"3",NA,9,8
"4","4",9,8
"5","1",9,8
"6","3",9,8
"7","10",9,8
"7","11",9,8
"8","8",9,8
"9","9",9,8
"10","7",9,8
"11","7",9,8
"12","12",9,8
"13","2",9,8
"14","14",9,8
"15","15",9,8
"16","16",9,8
