"","X1","X2","count","plot_order"
"1","1","1",1,10
"2","2","3",1,10
"3","3","2",1,10
"4","3","6",1,10
"5","3","13",1,10
"6","3","15",1,10
"7","4","4",1,10
"8","5","9",1,10
"9","6","3",1,10
"10","6","9",1,10
"11","6","12",1,10
"12","6","13",1,10
"13","7","7",1,10
"14","8","13",1,10
"15","9","5",1,10
"16","9","8",1,10
"17","10","10",1,10
"18","11","11",1,10
"19","12","3",1,10
"20","12","6",1,10
"21","12","13",1,10
"22","13","3",1,10
"23","13","6",1,10
"24","13","8",1,10
"25","13","12",1,10
"26","14","14",1,10
"27","15","3",1,10
"28","16","16",1,10
"29","1","1",2,3
"30","2","3",2,3
"31","2","13",2,3
"32","3","2",2,3
"33","3","15",2,3
"34","4",NA,2,3
"35","5","4",2,3
"36","6",NA,2,3
"37","7",NA,2,3
"38","8","9",2,3
"39","9",NA,2,3
"40","10","7",2,3
"41","11","11",2,3
"42","12","6",2,3
"43","12","13",2,3
"44","12","15",2,3
"45","13","12",2,3
"46","14","14",2,3
"47","15","3",2,3
"48","15","12",2,3
"49","16","3",2,3
"50","1","1",3,6
"51","2","3",3,6
"52","2","6",3,6
"53","3","2",3,6
"54","3","5",3,6
"55","3","6",3,6
"56","3","12",3,6
"57","3","15",3,6
"58","4","4",3,6
"59","5","3",3,6
"60","6","2",3,6
"61","6","3",3,6
"62","6","12",3,6
"63","7","11",3,6
"64","8","9",3,6
"65","9","8",3,6
"66","10","11",3,6
"67","10","14",3,6
"68","11","10",3,6
"69","11","14",3,6
"70","12","3",3,6
"71","12","6",3,6
"72","13","13",3,6
"73","14","10",3,6
"74","14","11",3,6
"75","15","3",3,6
"76","16","16",3,6
"77","1","13",4,9
"78","2",NA,4,9
"79","3","2",4,9
"80","3","6",4,9
"81","3","12",4,9
"82","4","4",4,9
"83","5","5",4,9
"84","6","3",4,9
"85","6","12",4,9
"86","7","14",4,9
"87","8","8",4,9
"88","9","9",4,9
"89","10","10",4,9
"90","11","11",4,9
"91","12",NA,4,9
"92","13","1",4,9
"93","14",NA,4,9
"94","15","15",4,9
"95","16","16",4,9
"96","1","1",5,5
"97","2","12",5,5
"98","2","13",5,5
"99","3","2",5,5
"100","3","5",5,5
"101","3","6",5,5
"102","4","4",5,5
"103","5","2",5,5
"104","5","3",5,5
"105","6","12",5,5
"106","7","7",5,5
"107","8","9",5,5
"108","9","8",5,5
"109","10","10",5,5
"110","11","14",5,5
"111","12","2",5,5
"112","12","6",5,5
"113","12","13",5,5
"114","13","2",5,5
"115","13","12",5,5
"116","14","11",5,5
"117","15","15",5,5
"118","16","16",5,5
"119","1","1",6,11
"120","2","12",6,11
"121","2","13",6,11
"122","3","3",6,11
"123","4","5",6,11
"124","5",NA,6,11
"125","6","6",6,11
"126","7","10",6,11
"127","8","9",6,11
"128","8","13",6,11
"129","9","14",6,11
"130","10","7",6,11
"131","11","11",6,11
"132","12","2",6,11
"133","12","13",6,11
"134","13","2",6,11
"135","13","12",6,11
"136","14","9",6,11
"137","15","15",6,11
"138","16","16",6,11
"139","1","1",7,4
"140","2","5",7,4
"141","3","6",7,4
"142","3","12",7,4
"143","4","4",7,4
"144","5","2",7,4
"145","6","3",7,4
"146","6","12",7,4
"147","7","7",7,4
"148","8","8",7,4
"149","9",NA,7,4
"150","10","10",7,4
"151","11","14",7,4
"152","12","6",7,4
"153","12","9",7,4
"154","12","13",7,4
"155","13","12",7,4
"156","14",NA,7,4
"157","15","15",7,4
"158","16","16",7,4
"159","1","12",8,2
"160","2","2",8,2
"161","3","12",8,2
"162","4","4",8,2
"163","5","5",8,2
"164","6","12",8,2
"165","7","7",8,2
"166","8","9",8,2
"167","9","8",8,2
"168","10","10",8,2
"169","11","11",8,2
"170","12","3",8,2
"171","12","6",8,2
"172","12","13",8,2
"173","13","3",8,2
"174","13","6",8,2
"175","13","12",8,2
"176","13","15",8,2
"177","14","14",8,2
"178","15","13",8,2
"179","16","16",8,2
"180","1","6",9,12
"181","2","3",9,12
"182","3","2",9,12
"183","3","12",9,12
"184","3","15",9,12
"185","4",NA,9,12
"186","5","4",9,12
"187","6",NA,9,12
"188","7","10",9,12
"189","8","9",9,12
"190","8","11",9,12
"191","9","8",9,12
"192","9","11",9,12
"193","10","7",9,12
"194","11","9",9,12
"195","11","14",9,12
"196","12","3",9,12
"197","13","13",9,12
"198","14","11",9,12
"199","15",NA,9,12
"200","16","16",9,12
"201","1","1",10,8
"202","2","5",10,8
"203","2","10",10,8
"204","3","2",10,8
"205","3","5",10,8
"206","3","6",10,8
"207","3","12",10,8
"208","3","13",10,8
"209","4","5",10,8
"210","5","2",10,8
"211","5","3",10,8
"212","5","4",10,8
"213","5","6",10,8
"214","6","2",10,8
"215","6","3",10,8
"216","6","12",10,8
"217","7","7",10,8
"218","8","9",10,8
"219","9","8",10,8
"220","10","11",10,8
"221","11",NA,10,8
"222","12","3",10,8
"223","12","6",10,8
"224","12","13",10,8
"225","13","3",10,8
"226","13","12",10,8
"227","14","10",10,8
"228","14","11",10,8
"229","15","15",10,8
"230","16","3",10,8
"231","1","1",11,1
"232","2","2",11,1
"233","3","3",11,1
"234","4","4",11,1
"235","5","10",11,1
"236","6","12",11,1
"237","6","15",11,1
"238","7","7",11,1
"239","8","8",11,1
"240","9","9",11,1
"241","10","5",11,1
"242","10","11",11,1
"243","10","14",11,1
"244","11",NA,11,1
"245","12","6",11,1
"246","12","16",11,1
"247","13","13",11,1
"248","14","10",11,1
"249","14","11",11,1
"250","15","6",11,1
"251","16","12",11,1
"252","1","1",12,7
"253","2","3",12,7
"254","3","2",12,7
"255","3","13",12,7
"256","4","5",12,7
"257","5","4",12,7
"258","6",NA,12,7
"259","7","6",12,7
"260","7","8",12,7
"261","7","10",12,7
"262","8","9",12,7
"263","9","8",12,7
"264","10","7",12,7
"265","10","11",12,7
"266","11","10",12,7
"267","12","12",12,7
"268","13","3",12,7
"269","14","14",12,7
"270","15","15",12,7
"271","16","16",12,7
