"X1","X2","count","plot_order"
"1","1",1,5
"2","16",1,5
"3",NA,1,5
"4",NA,1,5
"5","3",1,5
"5","4",1,5
"6","4",1,5
"7","10",1,5
"7","11",1,5
"8",NA,1,5
"9","8",1,5
"10","7",1,5
"10","11",1,5
"10","14",1,5
"11","10",1,5
"11","14",1,5
"12","12",1,5
"13","4",1,5
"14","10",1,5
"14","11",1,5
"15","15",1,5
"16","2",1,5
"1","1",2,1
"2","3",2,1
"3","2",2,1
"3","5",2,1
"4","4",2,1
"5","3",2,1
"6","12",2,1
"6","13",2,1
"7","10",2,1
"7","11",2,1
"8","10",2,1
"9","9",2,1
"10","7",2,1
"10","8",2,1
"10","11",2,1
"11","7",2,1
"11","10",2,1
"11","14",2,1
"12","3",2,1
"12","6",2,1
"12","13",2,1
"13",NA,2,1
"14","2",2,1
"14","11",2,1
"15","15",2,1
"16","16",2,1
"1","1",3,4
"2","3",3,4
"3","2",3,4
"3","10",3,4
"4","13",3,4
"5","5",3,4
"6","4",3,4
"6","12",3,4
"7","10",3,4
"8","9",3,4
"8","10",3,4
"8","16",3,4
"9","8",3,4
"10","3",3,4
"10","7",3,4
"10","8",3,4
"10","11",3,4
"11","6",3,4
"11","10",3,4
"12","6",3,4
"12","13",3,4
"13","4",3,4
"13","12",3,4
"14","10",3,4
"15","15",3,4
"16",NA,3,4
"1","1",4,6
"2","3",4,6
"2","6",4,6
"3","2",4,6
"3","5",4,6
"3","15",4,6
"4","4",4,6
"5",NA,4,6
"6","14",4,6
"7","9",4,6
"8","9",4,6
"9","7",4,6
"9","8",4,6
"10","10",4,6
"11","11",4,6
"12","13",4,6
"12","15",4,6
"13","12",4,6
"14",NA,4,6
"15","3",4,6
"15","12",4,6
"16","16",4,6
"1","1",5,3
"2","3",5,3
"2","12",5,3
"3","2",5,3
"4","13",5,3
"5","15",5,3
"6","13",5,3
"7","10",5,3
"7","12",5,3
"8","9",5,3
"9","8",5,3
"10","7",5,3
"10","8",5,3
"10","14",5,3
"11","10",5,3
"11","14",5,3
"12","2",5,3
"12","13",5,3
"13","6",5,3
"13","12",5,3
"14",NA,5,3
"15","3",5,3
"15","5",5,3
"16","16",5,3
"1","1",6,2
"2","3",6,2
"2","12",6,2
"2","13",6,2
"3","2",6,2
"3","6",6,2
"4","4",6,2
"5","5",6,2
"6","3",6,2
"7",NA,6,2
"8","7",6,2
"9","9",6,2
"10","14",6,2
"11","12",6,2
"12","2",6,2
"12","6",6,2
"12","13",6,2
"13","2",6,2
"13","6",6,2
"13","12",6,2
"14","10",6,2
"15","15",6,2
"16","16",6,2
