"","X1","X2","count","plot_order"
"1","1","12",1,4
"2","2","3",1,4
"3","2","7",1,4
"4","3","2",1,4
"5","4","4",1,4
"6","5","2",1,4
"7","5","13",1,4
"8","6",NA,1,4
"9","7","2",1,4
"10","7","10",1,4
"11","8","8",1,4
"12","9","9",1,4
"13","10","7",1,4
"14","10","11",1,4
"15","10","14",1,4
"16","11","10",1,4
"17","11","14",1,4
"18","12","1",1,4
"19","12","13",1,4
"20","13","5",1,4
"21","13","6",1,4
"22","13","12",1,4
"23","14","10",1,4
"24","14","11",1,4
"25","15","2",1,4
"26","16","16",1,4
"27","1","4",2,10
"28","1","5",2,10
"29","2","2",2,10
"30","3","3",2,10
"31","4","1",2,10
"32","4","11",2,10
"33","5","1",2,10
"34","5","7",2,10
"35","6","6",2,10
"36","7",NA,2,10
"37","8","11",2,10
"38","9","16",2,10
"39","10","8",2,10
"40","11","8",2,10
"41","12","9",2,10
"42","12","13",2,10
"43","13","12",2,10
"44","14","14",2,10
"45","15",NA,2,10
"46","16","9",2,10
"47","16","15",2,10
"48","1","1",3,2
"49","2","5",3,2
"50","3","15",3,2
"51","4","5",3,2
"52","5","2",3,2
"53","5","4",3,2
"54","6","6",3,2
"55","7","16",3,2
"56","8","10",3,2
"57","8","15",3,2
"58","9","9",3,2
"59","10","8",3,2
"60","11","11",3,2
"61","12","15",3,2
"62","13","13",3,2
"63","14","14",3,2
"64","15","8",3,2
"65","15","12",3,2
"66","16","7",3,2
"67","1","1",4,8
"68","2","2",4,8
"69","3","5",4,8
"70","4",NA,4,8
"71","5","4",4,8
"72","6","12",4,8
"73","7","12",4,8
"74","8","9",4,8
"75","8","10",4,8
"76","9",NA,4,8
"77","10","11",4,8
"78","11",NA,4,8
"79","12","6",4,8
"80","12","7",4,8
"81","13","13",4,8
"82","14","14",4,8
"83","15","15",4,8
"84","16","16",4,8
"85","1","1",5,7
"86","2","2",5,7
"87","3",NA,5,7
"88","4","4",5,7
"89","5","5",5,7
"90","6",NA,5,7
"91","7","10",5,7
"92","8",NA,5,7
"93","9","8",5,7
"94","9","15",5,7
"95","10","7",5,7
"96","10","11",5,7
"97","11",NA,5,7
"98","12","3",5,7
"99","12","13",5,7
"100","13","12",5,7
"101","14","14",5,7
"102","15",NA,5,7
"103","16","6",5,7
"104","1","1",6,12
"105","2","5",6,12
"106","3","3",6,12
"107","4","5",6,12
"108","4","7",6,12
"109","5","2",6,12
"110","5","4",6,12
"111","6","6",6,12
"112","7","4",6,12
"113","8","9",6,12
"114","9","8",6,12
"115","10","10",6,12
"116","11","9",6,12
"117","11","14",6,12
"118","12","13",6,12
"119","13",NA,6,12
"120","14","11",6,12
"121","15","15",6,12
"122","16","16",6,12
"123","1","1",7,6
"124","2","2",7,6
"125","3","15",7,6
"126","4","5",7,6
"127","5","4",7,6
"128","6","12",7,6
"129","7","15",7,6
"130","8","8",7,6
"131","9","9",7,6
"132","10",NA,7,6
"133","11","11",7,6
"134","12","3",7,6
"135","12","6",7,6
"136","12","13",7,6
"137","13","12",7,6
"138","14","14",7,6
"139","15","3",7,6
"140","16","10",7,6
"141","1","3",8,5
"142","2","5",8,5
"143","2","12",8,5
"144","3",NA,8,5
"145","4","4",8,5
"146","5",NA,8,5
"147","6","12",8,5
"148","6","13",8,5
"149","7","11",8,5
"150","8","9",8,5
"151","8","10",8,5
"152","9","8",8,5
"153","10","11",8,5
"154","11","10",8,5
"155","11","14",8,5
"156","12","2",8,5
"157","12","6",8,5
"158","13",NA,8,5
"159","14","10",8,5
"160","14","11",8,5
"161","15","15",8,5
"162","16","16",8,5
"163","1","10",9,1
"164","2","2",9,1
"165","3","3",9,1
"166","4","13",9,1
"167","5","8",9,1
"168","5","13",9,1
"169","6","6",9,1
"170","7","10",9,1
"171","8","5",9,1
"172","9","9",9,1
"173","10","7",9,1
"174","10","8",9,1
"175","10","11",9,1
"176","11","10",9,1
"177","11","14",9,1
"178","12",NA,9,1
"179","13","4",9,1
"180","13","5",9,1
"181","13","12",9,1
"182","14","11",9,1
"183","15","15",9,1
"184","16","16",9,1
"185","1","1",10,11
"186","2","3",10,11
"187","2","5",10,11
"188","3","2",10,11
"189","3","12",10,11
"190","4","5",10,11
"191","5","2",10,11
"192","6","12",10,11
"193","6","13",10,11
"194","7","10",10,11
"195","8","12",10,11
"196","9","8",10,11
"197","10","7",10,11
"198","10","11",10,11
"199","11","10",10,11
"200","12","3",10,11
"201","12","6",10,11
"202","12","8",10,11
"203","13","6",10,11
"204","14","15",10,11
"205","15",NA,10,11
"206","16","16",10,11
"207","1","1",11,9
"208","2","2",11,9
"209","3","5",11,9
"210","4",NA,11,9
"211","5","3",11,9
"212","5","4",11,9
"213","6","12",11,9
"214","7","10",11,9
"215","7","16",11,9
"216","8","10",11,9
"217","9","9",11,9
"218","10","7",11,9
"219","10","8",11,9
"220","10","11",11,9
"221","11","10",11,9
"222","11","14",11,9
"223","12","4",11,9
"224","12","6",11,9
"225","13","12",11,9
"226","14","11",11,9
"227","15","15",11,9
"228","16","7",11,9
"229","1","1",12,3
"230","2","3",12,3
"231","2","12",12,3
"232","3","2",12,3
"233","3","6",12,3
"234","3","12",12,3
"235","4","4",12,3
"236","5","5",12,3
"237","6","3",12,3
"238","7","10",12,3
"239","8","9",12,3
"240","9","8",12,3
"241","10","7",12,3
"242","11","15",12,3
"243","12","2",12,3
"244","12","3",12,3
"245","12","6",12,3
"246","12","15",12,3
"247","13","13",12,3
"248","14","14",12,3
"249","15","11",12,3
"250","15","12",12,3
"251","16","11",12,3
