"X1","X2","count","plot_order"
"1","1",1,8
"2",NA,1,8
"3","3",1,8
"4","5",1,8
"5","4",1,8
"6","13",1,8
"7","10",1,8
"8","12",1,8
"9","9",1,8
"10","7",1,8
"11","11",1,8
"12","2",1,8
"12","8",1,8
"13",NA,1,8
"14","14",1,8
"15","5",1,8
"16","16",1,8
"1","12",2,1
"2","12",2,1
"3","15",2,1
"4","4",2,1
"5","5",2,1
"6","13",2,1
"6","16",2,1
"7","7",2,1
"8","8",2,1
"9","16",2,1
"10",NA,2,1
"11","10",2,1
"12","2",2,1
"13","6",2,1
"14","14",2,1
"15",NA,2,1
"16","6",2,1
"16","13",2,1
"1","1",3,3
"2","12",3,3
"2","13",3,3
"3","11",3,3
"4","4",3,3
"5","5",3,3
"6","6",3,3
"7","10",3,3
"8","9",3,3
"8","10",3,3
"9","10",3,3
"10","7",3,3
"10","8",3,3
"10","9",3,3
"10","11",3,3
"11","10",3,3
"11","14",3,3
"12",NA,3,3
"13","2",3,3
"14","11",3,3
"15","16",3,3
"16","15",3,3
"1","12",4,9
"2","2",4,9
"3","5",4,9
"3","6",4,9
"3","12",4,9
"4","5",4,9
"5","3",4,9
"5","4",4,9
"6","3",4,9
"6","13",4,9
"7","13",4,9
"8","9",4,9
"9","8",4,9
"10","11",4,9
"11","10",4,9
"11","12",4,9
"12","3",4,9
"12","6",4,9
"12","16",4,9
"13","6",4,9
"13","7",4,9
"14","14",4,9
"15","5",4,9
"16","12",4,9
"1","8",5,5
"2","2",5,5
"3","12",5,5
"4","5",5,5
"5","4",5,5
"5","6",5,5
"6","5",5,5
"6","12",5,5
"7","7",5,5
"8","1",5,5
"8","9",5,5
"9","8",5,5
"10","15",5,5
"11","14",5,5
"12","3",5,5
"12","6",5,5
"12","13",5,5
"13","15",5,5
"14","11",5,5
"15",NA,5,5
"16","16",5,5
"1","7",6,2
"2","13",6,2
"3","2",6,2
"4","14",6,2
"5","5",6,2
"6","13",6,2
"7","1",6,2
"8","8",6,2
"9","1",6,2
"10","10",6,2
"11","6",6,2
"11","16",6,2
"12",NA,6,2
"13",NA,6,2
"14","4",6,2
"15","15",6,2
"16","11",6,2
"16","12",6,2
"1","1",7,7
"2","3",7,7
"3","2",7,7
"3","6",7,7
"4","7",7,7
"5","9",7,7
"6","3",7,7
"7","4",7,7
"7","10",7,7
"8","9",7,7
"9","5",7,7
"9","8",7,7
"9","13",7,7
"10","7",7,7
"11","14",7,7
"12","12",7,7
"13",NA,7,7
"14","11",7,7
"15","15",7,7
"16","16",7,7
"1","12",8,6
"2","3",8,6
"2","13",8,6
"2","16",8,6
"3","2",8,6
"3","15",8,6
"4","5",8,6
"5","4",8,6
"5","6",8,6
"6","5",8,6
"6","13",8,6
"7","10",8,6
"8","9",8,6
"8","10",8,6
"9","8",8,6
"10","7",8,6
"10","8",8,6
"10","14",8,6
"11","11",8,6
"12","1",8,6
"13","2",8,6
"13","6",8,6
"14","10",8,6
"15",NA,8,6
"16",NA,8,6
"1","1",9,4
"2","9",9,4
"3","5",9,4
"4","5",9,4
"5","3",9,4
"5","4",9,4
"6","6",9,4
"7",NA,9,4
"8","9",9,4
"9","2",9,4
"10","14",9,4
"11","11",9,4
"12","13",9,4
"13","12",9,4
"14","7",9,4
"14","10",9,4
"15","15",9,4
"16","16",9,4
