"X1","X2","count","plot_order"
"1","1",1,4
"2","3",1,4
"3",NA,1,4
"4","4",1,4
"5","5",1,4
"6",NA,1,4
"7","12",1,4
"8","11",1,4
"9","8",1,4
"10","11",1,4
"10","14",1,4
"11","8",1,4
"11","10",1,4
"11","14",1,4
"12","6",1,4
"12","7",1,4
"12","13",1,4
"13","2",1,4
"14","10",1,4
"14","11",1,4
"15","15",1,4
"16","16",1,4
"1","1",2,3
"2","3",2,3
"2","12",2,3
"2","13",2,3
"3","2",2,3
"3","12",2,3
"4","4",2,3
"5","5",2,3
"6","12",2,3
"7","14",2,3
"8","9",2,3
"8","11",2,3
"9","8",2,3
"10","8",2,3
"10","11",2,3
"11","10",2,3
"12","2",2,3
"12","3",2,3
"12","6",2,3
"13","2",2,3
"14",NA,2,3
"15","15",2,3
"16","14",2,3
"1","1",3,5
"2","3",3,5
"3","2",3,5
"4",NA,3,5
"5","4",3,5
"6","13",3,5
"7","10",3,5
"7","11",3,5
"8","9",3,5
"8","11",3,5
"9","16",3,5
"10","7",3,5
"10","11",3,5
"11","7",3,5
"11","10",3,5
"12","13",3,5
"13","6",3,5
"13","12",3,5
"14","14",3,5
"15","15",3,5
"16","9",3,5
"1","1",4,6
"2","10",4,6
"3","8",4,6
"3","15",4,6
"4","5",4,6
"5","4",4,6
"6","9",4,6
"7","7",4,6
"8","3",4,6
"8","9",4,6
"9","8",4,6
"10","2",4,6
"10","11",4,6
"11","10",4,6
"11","14",4,6
"12","13",4,6
"13","12",4,6
"14",NA,4,6
"15","3",4,6
"16","16",4,6
"1","1",5,2
"2","3",5,2
"2","9",5,2
"3","2",5,2
"3","12",5,2
"4","15",5,2
"5",NA,5,2
"6",NA,5,2
"7","10",5,2
"7","11",5,2
"8","9",5,2
"9","2",5,2
"9","8",5,2
"10","6",5,2
"10","7",5,2
"10","11",5,2
"10","14",5,2
"11","10",5,2
"12","3",5,2
"12","5",5,2
"12","6",5,2
"12","13",5,2
"13","12",5,2
"14","5",5,2
"15",NA,5,2
"16","4",5,2
"1","12",6,1
"2","3",6,1
"3","2",6,1
"3","6",6,1
"3","14",6,1
"4","11",6,1
"5","12",6,1
"6",NA,6,1
"7","7",6,1
"8","9",6,1
"9","8",6,1
"10","14",6,1
"11","10",6,1
"12","6",6,1
"12","13",6,1
"13","11",6,1
"14","10",6,1
"14","11",6,1
"15","15",6,1
"16","16",6,1
