"","X1","X2","count","plot_order"
"1","1",NA,1,10
"2","2","2",1,10
"3","3","5",1,10
"4","4",NA,1,10
"5","5","4",1,10
"6","6","12",1,10
"7","7","10",1,10
"8","8","7",1,10
"9","9","16",1,10
"10","10","7",1,10
"11","10","11",1,10
"12","10","14",1,10
"13","11","14",1,10
"14","12","6",1,10
"15","12","13",1,10
"16","13",NA,1,10
"17","14","10",1,10
"18","14","11",1,10
"19","15","15",1,10
"20","16","1",1,10
"21","16","9",1,10
"22","1","16",2,5
"23","2","3",2,5
"24","3","2",2,5
"25","4","16",2,5
"26","5","7",2,5
"27","6","7",2,5
"28","6","8",2,5
"29","6","12",2,5
"30","6","13",2,5
"31","7","6",2,5
"32","8",NA,2,5
"33","9","9",2,5
"34","10",NA,2,5
"35","11","7",2,5
"36","11","14",2,5
"37","12","6",2,5
"38","12","10",2,5
"39","12","13",2,5
"40","13","6",2,5
"41","14","11",2,5
"42","15","15",2,5
"43","16","1",2,5
"44","16","4",2,5
"45","1","1",3,14
"46","2","3",3,14
"47","3","10",3,14
"48","4","12",3,14
"49","5","5",3,14
"50","6","6",3,14
"51","7",NA,3,14
"52","8","9",3,14
"53","9","8",3,14
"54","9","16",3,14
"55","10","7",3,14
"56","10","11",3,14
"57","11",NA,3,14
"58","12",NA,3,14
"59","13","12",3,14
"60","14","11",3,14
"61","15","15",3,14
"62","16",NA,3,14
"63","1","1",4,12
"64","2",NA,4,12
"65","3","15",4,12
"66","4","2",4,12
"67","5","12",4,12
"68","6","6",4,12
"69","7","10",4,12
"70","8","9",4,12
"71","8","11",4,12
"72","9","8",4,12
"73","10","7",4,12
"74","11","8",4,12
"75","11","14",4,12
"76","12",NA,4,12
"77","13","13",4,12
"78","14","11",4,12
"79","15","3",4,12
"80","15","4",4,12
"81","16","16",4,12
"82","1","1",5,3
"83","2","2",5,3
"84","3","3",5,3
"85","4","5",5,3
"86","4","12",5,3
"87","5","4",5,3
"88","6","12",5,3
"89","6","13",5,3
"90","7","10",5,3
"91","8","8",5,3
"92","9","16",5,3
"93","10","7",5,3
"94","10","13",5,3
"95","11","14",5,3
"96","12","6",5,3
"97","13","6",5,3
"98","14",NA,5,3
"99","15","15",5,3
"100","16",NA,5,3
"101","1","8",6,16
"102","2","5",6,16
"103","3","2",6,16
"104","4","5",6,16
"105","4","13",6,16
"106","5","2",6,16
"107","5","4",6,16
"108","6","6",6,16
"109","7","16",6,16
"110","8","1",6,16
"111","9","9",6,16
"112","10","11",6,16
"113","11","10",6,16
"114","12","13",6,16
"115","13","12",6,16
"116","14","14",6,16
"117","15","15",6,16
"118","16","7",6,16
"119","1","1",7,6
"120","2","2",7,6
"121","3","3",7,6
"122","4","5",7,6
"123","5","4",7,6
"124","6","12",7,6
"125","7","11",7,6
"126","8","9",7,6
"127","9","8",7,6
"128","10","7",7,6
"129","10","11",7,6
"130","11","7",7,6
"131","11","10",7,6
"132","12","6",7,6
"133","12","13",7,6
"134","13","12",7,6
"135","14","11",7,6
"136","15","15",7,6
"137","16","16",7,6
"138","1","1",8,8
"139","2",NA,8,8
"140","3","12",8,8
"141","4","4",8,8
"142","5","2",8,8
"143","6","12",8,8
"144","7","7",8,8
"145","8",NA,8,8
"146","9",NA,8,8
"147","10","10",8,8
"148","11","14",8,8
"149","12","3",8,8
"150","12","6",8,8
"151","13","8",8,8
"152","14",NA,8,8
"153","15","15",8,8
"154","16","9",8,8
"155","1","1",9,11
"156","2",NA,9,11
"157","3",NA,9,11
"158","4","4",9,11
"159","5","5",9,11
"160","6","3",9,11
"161","6","13",9,11
"162","7","14",9,11
"163","8","8",9,11
"164","9","9",9,11
"165","10","11",9,11
"166","11","10",9,11
"167","12","13",9,11
"168","12","16",9,11
"169","13","2",9,11
"170","13","6",9,11
"171","13","12",9,11
"172","14","13",9,11
"173","15","15",9,11
"174","16","12",9,11
"175","1","1",10,1
"176","2","3",10,1
"177","3","2",10,1
"178","4","5",10,1
"179","5","4",10,1
"180","6","12",10,1
"181","7","7",10,1
"182","8","8",10,1
"183","9","9",10,1
"184","10","10",10,1
"185","11","14",10,1
"186","12","6",10,1
"187","13","15",10,1
"188","14","6",10,1
"189","14","11",10,1
"190","15","3",10,1
"191","16","16",10,1
"192","1","2",11,7
"193","2","1",11,7
"194","2","3",11,7
"195","2","7",11,7
"196","3","2",11,7
"197","3","6",11,7
"198","3","9",11,7
"199","3","12",11,7
"200","3","15",11,7
"201","4","5",11,7
"202","5","4",11,7
"203","6","3",11,7
"204","7","10",11,7
"205","7","14",11,7
"206","8","9",11,7
"207","9","8",11,7
"208","10","7",11,7
