"","X1","X2","count","plot_order"
"1","1","1",1,2
"2","2","2",1,2
"3","3","3",1,2
"4","4","5",1,2
"5","5","4",1,2
"6","6","12",1,2
"7","6","13",1,2
"8","7","11",1,2
"9","8","9",1,2
"10","9","8",1,2
"11","10","10",1,2
"12","11","7",1,2
"13","12","6",1,2
"14","13","6",1,2
"15","14","14",1,2
"16","15","15",1,2
"17","16","16",1,2
"18","1","1",2,9
"19","2","3",2,9
"20","2","12",2,9
"21","3","2",2,9
"22","3","6",2,9
"23","4","4",2,9
"24","5","5",2,9
"25","6","3",2,9
"26","6","12",2,9
"27","7","10",2,9
"28","8","8",2,9
"29","9","9",2,9
"30","10","7",2,9
"31","10","14",2,9
"32","11",NA,2,9
"33","12","2",2,9
"34","12","6",2,9
"35","13","2",2,9
"36","13","12",2,9
"37","14","10",2,9
"38","14","11",2,9
"39","15","15",2,9
"40","16","16",2,9
"41","1","1",3,5
"42","2","3",3,5
"43","2","5",3,5
"44","3","2",3,5
"45","4","4",3,5
"46","5","2",3,5
"47","6","6",3,5
"48","7","11",3,5
"49","8","11",3,5
"50","9","9",3,5
"51","10","14",3,5
"52","11","7",3,5
"53","11","8",3,5
"54","12","12",3,5
"55","13","5",3,5
"56","14","10",3,5
"57","15","15",3,5
"58","16","5",3,5
"59","1","1",4,6
"60","2","3",4,6
"61","2","13",4,6
"62","3","7",4,6
"63","4","4",4,6
"64","5","2",4,6
"65","6","6",4,6
"66","7","3",4,6
"67","7","10",4,6
"68","8","9",4,6
"69","9",NA,4,6
"70","10","7",4,6
"71","10","11",4,6
"72","11","10",4,6
"73","12","13",4,6
"74","13","2",4,6
"75","14","14",4,6
"76","15","15",4,6
"77","16","11",4,6
"78","1",NA,5,1
"79","2","2",5,1
"80","3","3",5,1
"81","4","6",5,1
"82","5",NA,5,1
"83","6",NA,5,1
"84","7",NA,5,1
"85","8","7",5,1
"86","8","9",5,1
"87","9","8",5,1
"88","10","10",5,1
"89","11","14",5,1
"90","12","1",5,1
"91","12","15",5,1
"92","13","13",5,1
"93","14","5",5,1
"94","15","12",5,1
"95","16","16",5,1
"96","1","1",6,7
"97","2","3",6,7
"98","3","2",6,7
"99","4","5",6,7
"100","4","9",6,7
"101","4","16",6,7
"102","5","4",6,7
"103","6","12",6,7
"104","7","7",6,7
"105","8","8",6,7
"106","9","4",6,7
"107","10","11",6,7
"108","10","14",6,7
"109","11","10",6,7
"110","12","2",6,7
"111","12","3",6,7
"112","12","6",6,7
"113","12","13",6,7
"114","13","12",6,7
"115","14","10",6,7
"116","15","15",6,7
"117","16","4",6,7
"118","1","1",7,8
"119","2","3",7,8
"120","3","2",7,8
"121","3","15",7,8
"122","4","5",7,8
"123","5",NA,7,8
"124","6","12",7,8
"125","7","11",7,8
"126","8","8",7,8
"127","9","9",7,8
"128","10","11",7,8
"129","11","10",7,8
"130","12","6",7,8
"131","12","13",7,8
"132","13","12",7,8
"133","14","14",7,8
"134","15","3",7,8
"135","16","16",7,8
"136","1","12",8,3
"137","2","1",8,3
"138","2","13",8,3
"139","3","15",8,3
"140","4","4",8,3
"141","5","5",8,3
"142","6","6",8,3
"143","7","7",8,3
"144","8","9",8,3
"145","8","10",8,3
"146","9","8",8,3
"147","10","8",8,3
"148","11","11",8,3
"149","12","1",8,3
"150","12","13",8,3
"151","12","15",8,3
"152","13","2",8,3
"153","13","12",8,3
"154","14","14",8,3
"155","15","3",8,3
"156","15","12",8,3
"157","16","16",8,3
"158","1","1",9,4
"159","2",NA,9,4
"160","3","9",9,4
"161","3","10",9,4
"162","4","5",9,4
"163","5","4",9,4
"164","6","6",9,4
"165","7","10",9,4
"166","8","9",9,4
"167","9","3",9,4
"168","9","8",9,4
"169","10","11",9,4
"170","11","10",9,4
"171","12","7",9,4
"172","12","13",9,4
"173","13","12",9,4
"174","14","2",9,4
"175","15","14",9,4
"176","16","2",9,4
