"X1","X2","count","plot_order"
"1","4",1,8
"2","5",1,8
"2","12",1,8
"3","12",1,8
"4","1",1,8
"4","5",1,8
"5","2",1,8
"5","4",1,8
"5","12",1,8
"6","13",1,8
"7","10",1,8
"8","8",1,8
"9","9",1,8
"10","7",1,8
"10","11",1,8
"10","15",1,8
"10","16",1,8
"11","10",1,8
"12","2",1,8
"12","3",1,8
"12","5",1,8
"13","6",1,8
"14","14",1,8
"15","10",1,8
"16",NA,1,8
"1","6",2,10
"2","3",2,10
"3","2",2,10
"4","4",2,10
"5","16",2,10
"6","1",2,10
"7","7",2,10
"8","8",2,10
"9","11",2,10
"10","10",2,10
"11",NA,2,10
"12","6",2,10
"13","15",2,10
"14","14",2,10
"15","13",2,10
"16","5",2,10
"1","1",3,5
"2","12",3,5
"2","16",3,5
"3","3",3,5
"4","12",3,5
"5","5",3,5
"6","12",3,5
"7","7",3,5
"8","9",3,5
"9","8",3,5
"10","10",3,5
"11","11",3,5
"12","2",3,5
"12","6",3,5
"13","13",3,5
"14","16",3,5
"15","15",3,5
"16","14",3,5
"1","1",4,4
"2",NA,4,4
"3","2",4,4
"3","15",4,4
"4","5",4,4
"5",NA,4,4
"6","3",4,4
"6","10",4,4
"7","10",4,4
"8","8",4,4
"9","9",4,4
"10","6",4,4
"10","7",4,4
"10","11",4,4
"11","7",4,4
"11","10",4,4
"11","14",4,4
"12","2",4,4
"12","6",4,4
"12","13",4,4
"13","5",4,4
"13","12",4,4
"14","11",4,4
"15","3",4,4
"16","16",4,4
"1","1",5,2
"2","13",5,2
"3","14",5,2
"4","4",5,2
"5","5",5,2
"6","3",5,2
"6","13",5,2
"7","10",5,2
"8","11",5,2
"9","9",5,2
"10","8",5,2
"10","11",5,2
"11","8",5,2
"11","10",5,2
"12",NA,5,2
"13","2",5,2
"13","6",5,2
"14","3",5,2
"14","12",5,2
"15","3",5,2
"16","16",5,2
"1","1",6,11
"2","3",6,11
"2","10",6,11
"3",NA,6,11
"4","5",6,11
"5","4",6,11
"6","12",6,11
"7","4",6,11
"8","9",6,11
"9",NA,6,11
"10",NA,6,11
"11",NA,6,11
"12","6",6,11
"12","13",6,11
"13","12",6,11
"14","14",6,11
"15","15",6,11
"16","11",6,11
"1","2",7,6
"2","1",7,6
"2","3",7,6
"2","5",7,6
"3","2",7,6
"3","5",7,6
"4","4",7,6
"5","3",7,6
"6","13",7,6
"7","10",7,6
"8","9",7,6
"8","15",7,6
"9","8",7,6
"10","11",7,6
"11","10",7,6
"12","6",7,6
"12","13",7,6
"13","6",7,6
"13","12",7,6
"14","14",7,6
"15","8",7,6
"16","16",7,6
"1",NA,8,9
"2","3",8,9
"3","2",8,9
"4","7",8,9
"5","1",8,9
"6","12",8,9
"7","4",8,9
"8","8",8,9
"9","13",8,9
"10","10",8,9
"11",NA,8,9
"12","6",8,9
"12","13",8,9
"13","9",8,9
"13","12",8,9
"14","14",8,9
"15","11",8,9
"16","16",8,9
"1","1",9,3
"2","8",9,3
"2","13",9,3
"3","2",9,3
"3","5",9,3
"4","4",9,3
"5","3",9,3
"6","12",9,3
"6","15",9,3
"7","7",9,3
"8","2",9,3
"9",NA,9,3
"10","10",9,3
"11","9",9,3
"12",NA,9,3
"13","2",9,3
"14","14",9,3
"15",NA,9,3
"16","16",9,3
"1","1",10,12
"2","12",10,12
"3","15",10,12
"3","16",10,12
"4","5",10,12
"5","2",10,12
"5","4",10,12
"6","10",10,12
"6","14",10,12
"7","9",10,12
"8","2",10,12
"8","9",10,12
"9","8",10,12
"10","11",10,12
"10","14",10,12
"11","10",10,12
"12","13",10,12
"13","9",10,12
"13","12",10,12
"14","6",10,12
"14","10",10,12
"14","11",10,12
"15","3",10,12
"16","3",10,12
"1","1",11,7
"2","3",11,7
"2","12",11,7
"3","2",11,7
"3","15",11,7
"4","4",11,7
"5","5",11,7
"6",NA,11,7
"7","7",11,7
"8","8",11,7
"9",NA,11,7
"10","11",11,7
"11","10",11,7
"12","2",11,7
"12","6",11,7
"12","9",11,7
"12","13",11,7
"13","12",11,7
"14","11",11,7
"15","3",11,7
"16","16",11,7
"1","1",12,1
"2","2",12,1
"3","6",12,1
"3","12",12,1
"4","4",12,1
"5","11",12,1
"6","3",12,1
"6","12",12,1
"7",NA,12,1
"8","9",12,1
"9","15",12,1
"10","7",12,1
"10","11",12,1
"10","14",12,1
"10","16",12,1
"11","14",12,1
"12","3",12,1
"12","6",12,1
"12","13",12,1
"12","15",12,1
"13","12",12,1
"13","15",12,1
"14","7",12,1
"14","10",12,1
"14","11",12,1
"15","12",12,1
"15","13",12,1
"16","10",12,1
