"","X1","X2","count","plot_order"
"1","1","12",1,1
"2","2","5",1,1
"3","2","13",1,1
"4","3","15",1,1
"5","4","4",1,1
"6","5","2",1,1
"7","6","12",1,1
"8","7","10",1,1
"9","8","9",1,1
"10","9",NA,1,1
"11","10","2",1,1
"12","10","7",1,1
"13","11","11",1,1
"14","12","6",1,1
"15","12","13",1,1
"16","13","2",1,1
"17","14","14",1,1
"18","15",NA,1,1
"19","16","16",1,1
"20","1","13",2,3
"21","2",NA,2,3
"22","3","2",2,3
"23","3","6",2,3
"24","4","4",2,3
"25","5","5",2,3
"26","6","3",2,3
"27","6","12",2,3
"28","6","13",2,3
"29","7","7",2,3
"30","8","6",2,3
"31","8","9",2,3
"32","9","8",2,3
"33","10","10",2,3
"34","11","16",2,3
"35","12","6",2,3
"36","12","13",2,3
"37","13","1",2,3
"38","13","6",2,3
"39","13","12",2,3
"40","14","14",2,3
"41","15","15",2,3
"42","16","11",2,3
"43","1","1",3,2
"44","2","12",3,2
"45","3","5",3,2
"46","3","12",3,2
"47","4",NA,3,2
"48","5","3",3,2
"49","5","4",3,2
"50","6","6",3,2
"51","7","10",3,2
"52","8","11",3,2
"53","9","9",3,2
"54","10","7",3,2
"55","10","11",3,2
"56","11","7",3,2
"57","11","8",3,2
"58","11","10",3,2
"59","11","14",3,2
"60","12","2",3,2
"61","12","3",3,2
"62","12","13",3,2
"63","13","12",3,2
"64","14","11",3,2
"65","15","15",3,2
"66","16","16",3,2
