"X1","X2","count","plot_order"
"1","15",1,8
"2","2",1,8
"3","15",1,8
"4","4",1,8
"5","5",1,8
"6","12",1,8
"7","10",1,8
"8","9",1,8
"9",NA,1,8
"10","7",1,8
"11","14",1,8
"12","6",1,8
"13","12",1,8
"13","16",1,8
"14","11",1,8
"15","3",1,8
"16","13",1,8
"1","1",2,9
"2","13",2,9
"3","14",2,9
"4","5",2,9
"4","14",2,9
"5","4",2,9
"6","13",2,9
"7","7",2,9
"8","11",2,9
"9","9",2,9
"10","10",2,9
"11","8",2,9
"12","15",2,9
"13","2",2,9
"13","6",2,9
"14","4",2,9
"15","12",2,9
"16","16",2,9
"1",NA,3,6
"2","9",3,6
"3","3",3,6
"4","1",3,6
"4","5",3,6
"5","4",3,6
"5","10",3,6
"6","12",3,6
"7","7",3,6
"8",NA,3,6
"9","2",3,6
"9","8",3,6
"10","5",3,6
"10","11",3,6
"11","10",3,6
"11","14",3,6
"12",NA,3,6
"13","10",3,6
"14","11",3,6
"15","15",3,6
"16","16",3,6
"1","7",4,7
"2","12",4,7
"3","2",4,7
"3","5",4,7
"4","4",4,7
"5","3",4,7
"6","12",4,7
"7","1",4,7
"8",NA,4,7
"9","9",4,7
"10","7",4,7
"10","11",4,7
"11","10",4,7
"12","2",4,7
"12","6",4,7
"13","8",4,7
"14","11",4,7
"15","10",4,7
"16","16",4,7
"1","6",5,2
"2","15",5,2
"3","6",5,2
"4","5",5,2
"5","4",5,2
"6","1",5,2
"7","7",5,2
"8","8",5,2
"9","9",5,2
"10","10",5,2
"11","16",5,2
"12","6",5,2
"12","15",5,2
"13","13",5,2
"14","14",5,2
"15","12",5,2
"16","11",5,2
"1","1",6,3
"2","3",6,3
"2","16",6,3
"3","2",6,3
"3","13",6,3
"4","5",6,3
"5","4",6,3
"6","12",6,3
"7","7",6,3
"8","9",6,3
"8","10",6,3
"9","8",6,3
"10","8",6,3
"10","11",6,3
"11","10",6,3
"12","6",6,3
"13","2",6,3
"13","3",6,3
"14","10",6,3
"15","15",6,3
"16","2",6,3
"1",NA,7,1
"2","2",7,1
"3","1",7,1
"4","4",7,1
"5","7",7,1
"6","10",7,1
"7","5",7,1
"8","10",7,1
"8","11",7,1
"8","16",7,1
"9","9",7,1
"10","6",7,1
"10","8",7,1
"11","8",7,1
"12","12",7,1
"13","13",7,1
"14","14",7,1
"15","15",7,1
"16",NA,7,1
"1","1",8,5
"2","3",8,5
"2","5",8,5
"3","2",8,5
"3","6",8,5
"3","11",8,5
"4","5",8,5
"5","2",8,5
"5","4",8,5
"6","3",8,5
"6","4",8,5
"6","12",8,5
"7","11",8,5
"8","15",8,5
"9","9",8,5
"10","11",8,5
"11","7",8,5
"11","10",8,5
"12","6",8,5
"13","13",8,5
"14","14",8,5
"15",NA,8,5
"16","16",8,5
"1","6",9,4
"2","3",9,4
"3","2",9,4
"3","5",9,4
"4","4",9,4
"5","3",9,4
"6",NA,9,4
"7","11",9,4
"7","14",9,4
"8","8",9,4
"9","9",9,4
"10","7",9,4
"10","11",9,4
"10","14",9,4
"11","7",9,4
"12","6",9,4
"12","13",9,4
"13","6",9,4
"13","12",9,4
"14","7",9,4
"14","10",9,4
"15","15",9,4
"16","3",9,4
