"","X1","X2","count","plot_order"
"1","1",NA,1,6
"2","2","2",1,6
"3","3",NA,1,6
"4","4","5",1,6
"5","5","4",1,6
"6","5","6",1,6
"7","6","5",1,6
"8","6","12",1,6
"9","7","11",1,6
"10","8","8",1,6
"11","9","9",1,6
"12","10","10",1,6
"13","11",NA,1,6
"14","12","1",1,6
"15","12","6",1,6
"16","12","15",1,6
"17","13","3",1,6
"18","13","12",1,6
"19","14","14",1,6
"20","15","12",1,6
"21","16","6",1,6
"22","1","1",2,8
"23","2","2",2,8
"24","3","3",2,8
"25","4","13",2,8
"26","5","5",2,8
"27","6","15",2,8
"28","7","10",2,8
"29","7","11",2,8
"30","8","8",2,8
"31","9","9",2,8
"32","10",NA,2,8
"33","11","4",2,8
"34","11","7",2,8
"35","12","12",2,8
"36","13",NA,2,8
"37","14",NA,2,8
"38","15","6",2,8
"39","16","14",2,8
"40","1","13",3,9
"41","2","3",3,9
"42","2","5",3,9
"43","2","6",3,9
"44","3","2",3,9
"45","3","5",3,9
"46","4","4",3,9
"47","5","2",3,9
"48","5","3",3,9
"49","6","2",3,9
"50","6","12",3,9
"51","7","11",3,9
"52","8","9",3,9
"53","9","8",3,9
"54","10","10",3,9
"55","11","14",3,9
"56","12",NA,3,9
"57","13","1",3,9
"58","14","13",3,9
"59","15","15",3,9
"60","16","16",3,9
"61","1","1",4,3
"62","2","3",4,3
"63","2","12",4,3
"64","3","2",4,3
"65","4","8",4,3
"66","5","5",4,3
"67","6","6",4,3
"68","7","7",4,3
"69","8","4",4,3
"70","8","9",4,3
"71","9",NA,4,3
"72","10","11",4,3
"73","11","10",4,3
"74","12","2",4,3
"75","12","13",4,3
"76","13","12",4,3
"77","14","14",4,3
"78","15","12",4,3
"79","16","16",4,3
"80","1","1",5,4
"81","2","3",5,4
"82","2","7",5,4
"83","3","2",5,4
"84","3","6",5,4
"85","4",NA,5,4
"86","5",NA,5,4
"87","6","12",5,4
"88","7","10",5,4
"89","8","4",5,4
"90","8","9",5,4
"91","8","11",5,4
"92","9","8",5,4
"93","10","7",5,4
"94","11","8",5,4
"95","11","10",5,4
"96","12","6",5,4
"97","13","13",5,4
"98","14","14",5,4
"99","15","5",5,4
"100","16","15",5,4
"101","1","3",6,2
"102","1","14",6,2
"103","2","13",6,2
"104","3","15",6,2
"105","4","4",6,2
"106","5","5",6,2
"107","6","12",6,2
"108","7","2",6,2
"109","8",NA,6,2
"110","9","9",6,2
"111","10","11",6,2
"112","10","13",6,2
"113","11","10",6,2
"114","12","13",6,2
"115","13","2",6,2
"116","13","8",6,2
"117","13","10",6,2
"118","13","12",6,2
"119","14",NA,6,2
"120","15","3",6,2
"121","16","3",6,2
"122","1","1",7,7
"123","2","3",7,7
"124","2","8",7,7
"125","3","2",7,7
"126","4","4",7,7
"127","5","8",7,7
"128","6","12",7,7
"129","7","7",7,7
"130","8",NA,7,7
"131","9","8",7,7
"132","10","11",7,7
"133","11",NA,7,7
"134","12","6",7,7
"135","12","13",7,7
"136","12","15",7,7
"137","13","12",7,7
"138","14","14",7,7
"139","15","12",7,7
"140","16","16",7,7
"141","1","1",8,5
"142","2","5",8,5
"143","2","12",8,5
"144","3","12",8,5
"145","4","5",8,5
"146","5","2",8,5
"147","5","4",8,5
"148","6","3",8,5
"149","6","12",8,5
"150","6","13",8,5
"151","7","8",8,5
"152","7","10",8,5
"153","8","7",8,5
"154","9","9",8,5
"155","10","7",8,5
"156","10","11",8,5
"157","11","10",8,5
"158","12","2",8,5
"159","12","3",8,5
"160","12","6",8,5
"161","12","13",8,5
"162","13","12",8,5
"163","14","14",8,5
"164","15","15",8,5
"165","16","16",8,5
"166","1","1",9,1
"167","2","3",9,1
"168","3","2",9,1
"169","3","6",9,1
"170","4","4",9,1
"171","5","5",9,1
"172","6","13",9,1
"173","7","7",9,1
"174","8","8",9,1
"175","9","9",9,1
"176","10","11",9,1
"177","11","10",9,1
"178","11","14",9,1
"179","12","12",9,1
"180","13","6",9,1
"181","14",NA,9,1
"182","15","6",9,1
"183","16","3",9,1
