"","X1","X2","count","plot_order"
"1","1","1",1,3
"2","2","5",1,3
"3","3","2",1,3
"4","3","15",1,3
"5","4","4",1,3
"6","5","2",1,3
"7","6","13",1,3
"8","7","14",1,3
"9","8","8",1,3
"10","9","9",1,3
"11","10","7",1,3
"12","10","14",1,3
"13","11","5",1,3
"14","12","12",1,3
"15","13",NA,1,3
"16","14","7",1,3
"17","14","10",1,3
"18","15","3",1,3
"19","16","6",1,3
"20","1",NA,2,6
"21","2","12",2,6
"22","2","13",2,6
"23","3","3",2,6
"24","4","9",2,6
"25","5","5",2,6
"26","6","12",2,6
"27","6","13",2,6
"28","7",NA,2,6
"29","8","1",2,6
"30","8","11",2,6
"31","9","4",2,6
"32","9","8",2,6
"33","10","11",2,6
"34","10","14",2,6
"35","11","8",2,6
"36","11","14",2,6
"37","12","2",2,6
"38","12","6",2,6
"39","12","13",2,6
"40","13","2",2,6
"41","13","6",2,6
"42","13","7",2,6
"43","13","12",2,6
"44","14","10",2,6
"45","14","11",2,6
"46","15","7",2,6
"47","16","16",2,6
"48","1",NA,3,11
"49","2","3",3,11
"50","3","2",3,11
"51","4","4",3,11
"52","5","5",3,11
"53","6","11",3,11
"54","6","12",3,11
"55","7","10",3,11
"56","8","9",3,11
"57","9","8",3,11
"58","10",NA,3,11
"59","11",NA,3,11
"60","12","13",3,11
"61","13","12",3,11
"62","14","14",3,11
"63","15","15",3,11
"64","16","1",3,11
"65","1","9",4,2
"66","2","3",4,2
"67","2","12",4,2
"68","3","2",4,2
"69","4","4",4,2
"70","5","5",4,2
"71","6","3",4,2
"72","6","12",4,2
"73","6","13",4,2
"74","7",NA,4,2
"75","8",NA,4,2
"76","9",NA,4,2
"77","10","7",4,2
"78","11","8",4,2
"79","11","14",4,2
"80","12","2",4,2
"81","12","6",4,2
"82","12","13",4,2
"83","13","3",4,2
"84","13","6",4,2
"85","13","12",4,2
"86","14",NA,4,2
"87","15","15",4,2
"88","16","13",4,2
"89","1","1",5,9
"90","2","2",5,9
"91","3","3",5,9
"92","4","4",5,9
"93","5","5",5,9
"94","6","12",5,9
"95","7","14",5,9
"96","8","9",5,9
"97","8","10",5,9
"98","9","8",5,9
"99","9","10",5,9
"100","10","8",5,9
"101","10","9",5,9
"102","10","11",5,9
