"","X1","X2","count","plot_order"
"1","1","1",1,9
"2","2","3",1,9
"3","3","2",1,9
"4","3","5",1,9
"5","4","7",1,9
"6","4","8",1,9
"7","5","3",1,9
"8","6","12",1,9
"9","6","13",1,9
"10","7","4",1,9
"11","8","4",1,9
"12","8","9",1,9
"13","8","10",1,9
"14","9","8",1,9
"15","9","15",1,9
"16","10","8",1,9
"17","11","10",1,9
"18","11","14",1,9
"19","12","6",1,9
"20","13","6",1,9
"21","14","11",1,9
"22","14","16",1,9
"23","15","9",1,9
"24","16",NA,1,9
"25","1","1",2,6
"26","2","3",2,6
"27","2","5",2,6
"28","3","2",2,6
"29","3","15",2,6
"30","4","5",2,6
"31","5","2",2,6
"32","5","4",2,6
"33","6","12",2,6
"34","6","14",2,6
"35","7","3",2,6
"36","7","10",2,6
"37","8","8",2,6
"38","9",NA,2,6
"39","10","7",2,6
"40","10","14",2,6
"41","11","10",2,6
"42","12","6",2,6
"43","12","16",2,6
"44","13","9",2,6
"45","13","12",2,6
"46","14","6",2,6
"47","14","10",2,6
"48","15","3",2,6
"49","16","12",2,6
"50","1","2",3,7
"51","2",NA,3,7
"52","3",NA,3,7
"53","4","4",3,7
"54","5","5",3,7
"55","6","12",3,7
"56","6","13",3,7
"57","7",NA,3,7
"58","8","11",3,7
"59","9","8",3,7
"60","10","7",3,7
"61","11","8",3,7
"62","12","6",3,7
"63","12","15",3,7
"64","13","6",3,7
"65","14","14",3,7
"66","15","12",3,7
"67","16","3",3,7
"68","1","3",4,8
"69","2","5",4,8
"70","3","1",4,8
"71","4","4",4,8
"72","5","2",4,8
"73","6",NA,4,8
"74","7","7",4,8
"75","8","8",4,8
"76","9","9",4,8
"77","10","10",4,8
"78","11","14",4,8
"79","12","6",4,8
"80","12","15",4,8
"81","13","13",4,8
"82","14","11",4,8
"83","15",NA,4,8
"84","16","16",4,8
"85","1","2",5,1
"86","2","1",5,1
"87","2","5",5,1
"88","3","2",5,1
"89","3","5",5,1
"90","4","5",5,1
"91","5","2",5,1
"92","6","12",5,1
"93","7","10",5,1
"94","8","8",5,1
"95","9","14",5,1
"96","10","11",5,1
"97","11","10",5,1
"98","12","6",5,1
"99","12","13",5,1
"100","13","3",5,1
"101","13","12",5,1
"102","14",NA,5,1
"103","15","3",5,1
"104","16","4",5,1
"105","1","3",6,3
"106","2","2",6,3
"107","3",NA,6,3
"108","4","5",6,3
"109","5","12",6,3
"110","6","7",6,3
"111","6","15",6,3
"112","7","6",6,3
"113","7","9",6,3
"114","7","11",6,3
"115","8","9",6,3
"116","8","13",6,3
"117","9","8",6,3
"118","10","10",6,3
"119","11","7",6,3
"120","11","14",6,3
"121","12","5",6,3
"122","13",NA,6,3
"123","14","11",6,3
"124","14","16",6,3
"125","15",NA,6,3
"126","16","14",6,3
"127","1","6",7,2
"128","2","3",7,2
"129","2","15",7,2
"130","3",NA,7,2
"131","4","4",7,2
"132","5","9",7,2
"133","5","13",7,2
"134","6","1",7,2
"135","7","7",7,2
"136","8","9",7,2
"137","9","8",7,2
"138","10","3",7,2
"139","10","14",7,2
"140","11","11",7,2
"141","12","13",7,2
"142","13","12",7,2
"143","14","10",7,2
"144","15","2",7,2
"145","16","16",7,2
"146","1","12",8,4
"147","2","3",8,4
"148","3","2",8,4
"149","3","5",8,4
"150","3","15",8,4
"151","4","4",8,4
"152","5","3",8,4
"153","6","6",8,4
"154","7","16",8,4
"155","8","9",8,4
"156","8","10",8,4
"157","8","11",8,4
"158","9",NA,8,4
"159","10","11",8,4
"160","10","12",8,4
"161","10","16",8,4
"162","11","8",8,4
"163","12","1",8,4
"164","12","10",8,4
"165","13","13",8,4
"166","14","14",8,4
"167","15","3",8,4
"168","16","7",8,4
"169","16","10",8,4
"170","1","15",9,5
"171","2","2",9,5
"172","3","12",9,5
"173","3","15",9,5
"174","4","5",9,5
"175","5","4",9,5
"176","6","12",9,5
"177","6","16",9,5
"178","7","7",9,5
"179","8","9",9,5
"180","9","8",9,5
"181","10","11",9,5
"182","11","10",9,5
"183","11","14",9,5
"184","12","6",9,5
"185","12","13",9,5
"186","13","12",9,5
"187","14","8",9,5
"188","14","11",9,5
"189","15","1",9,5
"190","15","3",9,5
"191","16",NA,9,5
