"X1","X2","count","plot_order"
"1","1",1,2
"2","3",1,2
"3","2",1,2
"4","5",1,2
"5","4",1,2
"6","6",1,2
"7","16",1,2
"8","9",1,2
"9","8",1,2
"10","10",1,2
"11","14",1,2
"12","12",1,2
"13","13",1,2
"14","11",1,2
"15","16",1,2
"16","7",1,2
"16","15",1,2
"1","4",2,1
"2","3",2,1
"2","5",2,1
"2","16",2,1
"3","2",2,1
"3","5",2,1
"3","9",2,1
"4","5",2,1
"5","2",2,1
"5","3",2,1
"6","13",2,1
"7","7",2,1
"8","9",2,1
"9","8",2,1
"10","11",2,1
"10","16",2,1
"11","10",2,1
"11","14",2,1
"12",NA,2,1
"13","6",2,1
"13","12",2,1
"14",NA,2,1
"15","15",2,1
"16","2",2,1
"1","6",3,3
"2","12",3,3
"2","13",3,3
"3","2",3,3
"3","12",3,3
"4","4",3,3
"5","8",3,3
"6","12",3,3
"7","8",3,3
"8","9",3,3
"9",NA,3,3
"10","11",3,3
"10","14",3,3
"10","16",3,3
"11","10",3,3
"12","2",3,3
"12","3",3,3
"12","6",3,3
"12","13",3,3
"13","2",3,3
"13","12",3,3
"14","10",3,3
"15","14",3,3
"16","10",3,3
