"X1","X2","count","plot_order"
"1","1",1,1
"2",NA,1,1
"3","2",1,1
"3","5",1,1
"4","4",1,1
"5","3",1,1
"6","12",1,1
"7","7",1,1
"8","11",1,1
"9","9",1,1
"10","11",1,1
"11","10",1,1
"11","14",1,1
"12","6",1,1
"12","13",1,1
"13",NA,1,1
"14","11",1,1
"15","15",1,1
"16","16",1,1
"1","11",2,10
"2","2",2,10
"3","8",2,10
"4","4",2,10
"5",NA,2,10
"6",NA,2,10
"7","7",2,10
"8",NA,2,10
"9","9",2,10
"10","10",2,10
"11","1",2,10
"11","14",2,10
"12","5",2,10
"12","15",2,10
"13","6",2,10
"14","11",2,10
"15","12",2,10
"16","16",2,10
"1","1",3,4
"2","2",3,4
"3","3",3,4
"4","5",3,4
"5","4",3,4
"5","16",3,4
"6","14",3,4
"7","10",3,4
"7","12",3,4
"8","10",3,4
"9","4",3,4
"10","7",3,4
"10","8",3,4
"11","15",3,4
"12","13",3,4
"13","12",3,4
"14",NA,3,4
"15",NA,3,4
"16","5",3,4
"1","1",4,5
"2","12",4,5
"3","6",4,5
"4",NA,4,5
"5","4",4,5
"6","3",4,5
"6","12",4,5
"7","10",4,5
"7","16",4,5
"8","9",4,5
"8","10",4,5
"8","11",4,5
"9","8",4,5
"10","7",4,5
"10","11",4,5
"10","14",4,5
"11","8",4,5
"11","10",4,5
"12","2",4,5
"12","6",4,5
"13","15",4,5
"14","10",4,5
"15",NA,4,5
"16","7",4,5
"1","9",5,3
"1","15",5,3
"2","2",5,3
"3","5",5,3
"4","5",5,3
"5","4",5,3
"6","6",5,3
"7","10",5,3
"8","11",5,3
"9","1",5,3
"10","7",5,3
"11","14",5,3
"12","12",5,3
"13","5",5,3
"14","11",5,3
"15","1",5,3
"16","16",5,3
"1","1",6,11
"2","3",6,11
"2","12",6,11
"2","15",6,11
"3","2",6,11
"4","5",6,11
"5","4",6,11
"6","12",6,11
"7","10",6,11
"7","11",6,11
"8","9",6,11
"9","8",6,11
"10",NA,6,11
"11","7",6,11
"11","14",6,11
"12","2",6,11
"12","6",6,11
"12","13",6,11
"13","12",6,11
"14","11",6,11
"15","16",6,11
"16","12",6,11
"1","1",7,7
"2","3",7,7
"2","13",7,7
"3","2",7,7
"3","5",7,7
"3","7",7,7
"3","15",7,7
"4","5",7,7
"5","3",7,7
"6","12",7,7
"7","11",7,7
"8","5",7,7
"8","10",7,7
"9","9",7,7
"10","5",7,7
"10","8",7,7
"11",NA,7,7
"12","6",7,7
"13","2",7,7
"13","8",7,7
"14","12",7,7
"15","3",7,7
"16","16",7,7
"1","8",8,8
"2","11",8,8
"3","10",8,8
"3","13",8,8
"4","5",8,8
"5","4",8,8
"6",NA,8,8
"7","11",8,8
"7","16",8,8
"8","9",8,8
"8","10",8,8
"9","8",8,8
"10","11",8,8
"11","2",8,8
"11","7",8,8
"11","10",8,8
"12","13",8,8
"13","3",8,8
"13","12",8,8
"14","4",8,8
"15","6",8,8
"16","7",8,8
"1","1",9,2
"2","2",9,2
"3","14",9,2
"4","5",9,2
"5","4",9,2
"5","9",9,2
"6","6",9,2
"7","7",9,2
"8","9",9,2
"8","10",9,2
"9","8",9,2
"10","8",9,2
"11","11",9,2
"12","12",9,2
"13","13",9,2
"14",NA,9,2
"15","15",9,2
"16","16",9,2
"1","1",10,9
"2",NA,10,9
"3","2",10,9
"4","6",10,9
"5","5",10,9
"6","12",10,9
"6","13",10,9
"7","10",10,9
"8",NA,10,9
"9","8",10,9
"10","7",10,9
"10","11",10,9
"11",NA,10,9
"12","13",10,9
"13","12",10,9
"14","14",10,9
"15","15",10,9
"16","16",10,9
"1","1",11,6
"2","2",11,6
"3","3",11,6
"4","5",11,6
"5","4",11,6
"6","12",11,6
"7","9",11,6
"8","10",11,6
"9","7",11,6
"10","7",11,6
"10","8",11,6
"11",NA,11,6
"12","6",11,6
"13","11",11,6
"14","5",11,6
"15","15",11,6
"16","16",11,6
"1","1",12,12
"2","2",12,12
"3","3",12,12
"4","4",12,12
"5","5",12,12
"6","13",12,12
"7","12",12,12
"8","15",12,12
"9","9",12,12
"10","11",12,12
"10","14",12,12
"11","10",12,12
"12","6",12,12
"12","7",12,12
"12","13",12,12
"12","15",12,12
"13","6",12,12
"13","12",12,12
"14","10",12,12
"14","11",12,12
"15","8",12,12
"15","12",12,12
"16","16",12,12
