"","X1","X2","count","plot_order"
"1","1","1",1,2
"2","2",NA,1,2
"3","3","2",1,2
"4","3","5",1,2
"5","3","6",1,2
"6","3","15",1,2
"7","4","4",1,2
"8","5","3",1,2
"9","6","3",1,2
"10","6","12",1,2
"11","6","15",1,2
"12","7","15",1,2
"13","8","8",1,2
"14","9","9",1,2
"15","10","11",1,2
"16","10","14",1,2
"17","11","10",1,2
"18","12","6",1,2
"19","12","13",1,2
"20","13","12",1,2
"21","14","11",1,2
"22","15",NA,1,2
"23","16","6",1,2
"24","1",NA,2,1
"25","2","2",2,1
"26","3","14",2,1
"27","4","4",2,1
"28","5","5",2,1
"29","6","6",2,1
"30","7","14",2,1
"31","8","8",2,1
"32","9","1",2,1
"33","10","7",2,1
"34","10","11",2,1
"35","10","14",2,1
"36","11",NA,2,1
"37","12","12",2,1
"38","13","13",2,1
"39","14","3",2,1
"40","14","7",2,1
"41","14","10",2,1
"42","14","11",2,1
"43","15","15",2,1
"44","16","16",2,1
"45","1","9",3,3
"46","2","12",3,3
"47","3","15",3,3
"48","4","16",3,3
"49","5","5",3,3
"50","6",NA,3,3
"51","7","6",3,3
"52","8","8",3,3
"53","9",NA,3,3
"54","10","10",3,3
"55","11","11",3,3
"56","12","13",3,3
"57","13","1",3,3
"58","13","12",3,3
"59","14","14",3,3
"60","15","3",3,3
"61","16","4",3,3
