"","X1","X2","count","plot_order"
"1","1","3",1,3
"2","2",NA,1,3
"3","3","1",1,3
"4","3","5",1,3
"5","4","5",1,3
"6","5","2",1,3
"7","5","3",1,3
"8","5","4",1,3
"9","6","12",1,3
"10","7","10",1,3
"11","8","9",1,3
"12","9","8",1,3
"13","10","7",1,3
"14","10","11",1,3
"15","11","10",1,3
"16","11","14",1,3
"17","12","6",1,3
"18","13","13",1,3
"19","14","11",1,3
"20","15","15",1,3
"21","16","16",1,3
"22","1","15",2,2
"23","2","3",2,2
"24","3","2",2,2
"25","3","13",2,2
"26","4","13",2,2
"27","5","5",2,2
"28","6","12",2,2
"29","7","7",2,2
"30","8","10",2,2
"31","8","11",2,2
"32","9","9",2,2
"33","10","8",2,2
"34","11","8",2,2
"35","11","10",2,2
"36","12","6",2,2
"37","12","13",2,2
"38","12","14",2,2
"39","13","3",2,2
"40","13","12",2,2
"41","14","12",2,2
"42","15","1",2,2
"43","16","16",2,2
"44","1","1",3,7
"45","2","3",3,7
"46","3","2",3,7
"47","4","5",3,7
"48","4","9",3,7
"49","5","4",3,7
"50","6","12",3,7
"51","7","10",3,7
"52","8","11",3,7
"53","9",NA,3,7
"54","10","7",3,7
"55","11","8",3,7
"56","12","6",3,7
"57","13","13",3,7
"58","14","15",3,7
"59","15","14",3,7
"60","16","16",3,7
"61","1","13",4,6
"62","2","2",4,6
"63","3","6",4,6
"64","3","12",4,6
"65","4","5",4,6
"66","5","4",4,6
"67","6","3",4,6
"68","6","12",4,6
"69","6","13",4,6
"70","7","11",4,6
"71","8","8",4,6
"72","9","9",4,6
"73","10","11",4,6
"74","10","12",4,6
"75","11","7",4,6
"76","12","3",4,6
"77","12","6",4,6
"78","12","10",4,6
"79","12","13",4,6
"80","12","15",4,6
"81","13","1",4,6
"82","13","6",4,6
"83","13","12",4,6
"84","13","16",4,6
"85","14","14",4,6
"86","15","12",4,6
"87","16","13",4,6
"88","1","2",5,5
"89","1","9",5,5
"90","2","1",5,5
"91","2","3",5,5
"92","2","12",5,5
"93","3","2",5,5
"94","3","9",5,5
"95","4","13",5,5
"96","4","14",5,5
"97","5","5",5,5
"98","6","6",5,5
"99","7","10",5,5
"100","8","10",5,5
"101","9","3",5,5
"102","10","7",5,5
"103","10","8",5,5
"104","10","11",5,5
"105","11","10",5,5
"106","12",NA,5,5
"107","13","4",5,5
"108","13","12",5,5
"109","14","4",5,5
"110","14","16",5,5
"111","15","15",5,5
"112","16","14",5,5
"113","1",NA,6,8
"114","2","13",6,8
"115","3","3",6,8
"116","4","5",6,8
"117","5","1",6,8
"118","5","4",6,8
"119","6","12",6,8
"120","6","14",6,8
"121","7","13",6,8
"122","8","11",6,8
"123","9","9",6,8
"124","10","11",6,8
"125","11","8",6,8
"126","11","14",6,8
"127","12","6",6,8
"128","13","2",6,8
"129","13","12",6,8
"130","14","6",6,8
"131","14","11",6,8
"132","15","1",6,8
"133","16","16",6,8
"134","1","1",7,9
"135","2","7",7,9
"136","3","12",7,9
"137","3","16",7,9
"138","4",NA,7,9
"139","5","4",7,9
"140","6","13",7,9
"141","7","2",7,9
"142","7","10",7,9
"143","8","11",7,9
"144","9","9",7,9
"145","10","7",7,9
"146","11","8",7,9
"147","11","14",7,9
"148","12","3",7,9
"149","13","5",7,9
"150","13","6",7,9
"151","14","11",7,9
"152","15","15",7,9
"153","16","3",7,9
"154","1","14",8,4
"155","1","15",8,4
"156","2","3",8,4
"157","2","14",8,4
"158","3","2",8,4
"159","3","5",8,4
"160","4","11",8,4
"161","5","2",8,4
"162","5","3",8,4
"163","6","12",8,4
"164","7","7",8,4
"165","8","9",8,4
"166","9","8",8,4
"167","10","11",8,4
"168","11","4",8,4
"169","11","14",8,4
"170","12","6",8,4
"171","12","13",8,4
"172","13","12",8,4
"173","14","2",8,4
"174","14","11",8,4
"175","15","1",8,4
"176","16","16",8,4
"177","1","1",9,1
"178","2","2",9,1
"179","3",NA,9,1
"180","4","4",9,1
"181","5","8",9,1
"182","6","12",9,1
"183","7","10",9,1
"184","8","9",9,1
"185","9","8",9,1
"186","10","3",9,1
"187","10","7",9,1
"188","10","11",9,1
"189","11","10",9,1
"190","12","6",9,1
"191","12","13",9,1
"192","12","15",9,1
"193","13",NA,9,1
"194","14","14",9,1
"195","15","12",9,1
"196","16","16",9,1
