"","X1","X2","count","plot_order"
"1","1","1",1,1
"2","2","3",1,1
"3","2","5",1,1
"4","3","2",1,1
"5","4","7",1,1
"6","5",NA,1,1
"7","6","12",1,1
"8","7","10",1,1
"9","8","10",1,1
"10","9","9",1,1
"11","10","7",1,1
"12","10","8",1,1
"13","11","14",1,1
"14","12","6",1,1
"15","12","13",1,1
"16","12","16",1,1
"17","13","12",1,1
"18","14","11",1,1
"19","15","15",1,1
"20","16",NA,1,1
"21","1","1",2,6
"22","2","6",2,6
"23","3","9",2,6
"24","4","4",2,6
"25","5",NA,2,6
"26","6","5",2,6
"27","7","10",2,6
"28","8",NA,2,6
"29","9","3",2,6
"30","10","11",2,6
"31","11","8",2,6
"32","11","10",2,6
"33","11","14",2,6
"34","12","13",2,6
"35","13","12",2,6
"36","14","11",2,6
"37","15","15",2,6
"38","16","16",2,6
"39","1","1",3,4
"40","2","3",3,4
"41","2","12",3,4
"42","3","2",3,4
"43","3","12",3,4
"44","4","5",3,4
"45","5","4",3,4
"46","5","13",3,4
"47","6","6",3,4
"48","7","10",3,4
"49","8","9",3,4
"50","9",NA,3,4
"51","10","7",3,4
"52","10","11",3,4
"53","11","7",3,4
"54","11","10",3,4
"55","12","2",3,4
"56","12","13",3,4
"57","13","5",3,4
"58","13","12",3,4
"59","14","14",3,4
"60","15","15",3,4
"61","16","16",3,4
"62","1",NA,4,5
"63","2","1",4,5
"64","2","3",4,5
"65","2","13",4,5
"66","3","2",4,5
"67","4",NA,4,5
"68","5","4",4,5
"69","6","13",4,5
"70","7","10",4,5
"71","8","10",4,5
"72","9","2",4,5
"73","10","7",4,5
"74","10","8",4,5
"75","10","11",4,5
"76","11","10",4,5
"77","12","3",4,5
"78","12","6",4,5
"79","12","13",4,5
"80","13","2",4,5
"81","13","6",4,5
"82","14","14",4,5
"83","15","15",4,5
"84","16","16",4,5
"85","1","16",5,3
"86","2","3",5,3
"87","2","5",5,3
"88","2","6",5,3
"89","3","2",5,3
"90","4",NA,5,3
"91","5","2",5,3
"92","5","4",5,3
"93","6","2",5,3
"94","6","12",5,3
"95","7","7",5,3
"96","8","8",5,3
"97","9","9",5,3
"98","10","11",5,3
"99","11","10",5,3
"100","12","6",5,3
"101","12","13",5,3
"102","13","12",5,3
"103","14","14",5,3
"104","15","15",5,3
"105","16","1",5,3
"106","16","3",5,3
"107","1","4",6,2
"108","2","3",6,2
"109","2","5",6,2
"110","2","13",6,2
"111","2","14",6,2
"112","3","2",6,2
"113","3","5",6,2
"114","3","13",6,2
"115","4","5",6,2
"116","5","2",6,2
"117","5","3",6,2
"118","5","4",6,2
"119","6","6",6,2
"120","7","10",6,2
"121","8","9",6,2
"122","8","16",6,2
"123","9","8",6,2
"124","10","7",6,2
"125","10","11",6,2
"126","11","7",6,2
"127","11","10",6,2
"128","12","13",6,2
"129","13","2",6,2
"130","14","2",6,2
"131","15","12",6,2
"132","16",NA,6,2
