"X1","X2","count","plot_order"
"1","1",1,4
"2","5",1,4
"3",NA,1,4
"4","5",1,4
"5","2",1,4
"5","3",1,4
"5","4",1,4
"6","6",1,4
"7","10",1,4
"8","8",1,4
"9","9",1,4
"10","7",1,4
"11","11",1,4
"12","12",1,4
"13","13",1,4
"14","14",1,4
"15","15",1,4
"16","16",1,4
"1","3",2,6
"2","3",2,6
"2","12",2,6
"3","2",2,6
"3","12",2,6
"4","12",2,6
"5","5",2,6
"6",NA,2,6
"7","11",2,6
"7","16",2,6
"8","9",2,6
"9",NA,2,6
"10","11",2,6
"11","7",2,6
"11","14",2,6
"11","15",2,6
"11","16",2,6
"12","2",2,6
"12","3",2,6
"12","13",2,6
"12","15",2,6
"13","6",2,6
"13","12",2,6
"14","11",2,6
"14","16",2,6
"15","3",2,6
"15","11",2,6
"15","12",2,6
"16","11",2,6
"16","14",2,6
"1","16",3,5
"2","9",3,5
"3","15",3,5
"4","5",3,5
"4","14",3,5
"5","4",3,5
"6","10",3,5
"7","10",3,5
"8","10",3,5
"9",NA,3,5
"10","6",3,5
"10","7",3,5
"10","14",3,5
"11","11",3,5
"12","12",3,5
"13","13",3,5
"14","10",3,5
"15","3",3,5
"16",NA,3,5
"1","14",4,1
"2","3",4,1
"3",NA,4,1
"4",NA,4,1
"5","5",4,1
"6","6",4,1
"7","11",4,1
"8","8",4,1
"9","9",4,1
"10","4",4,1
"10","11",4,1
"10","14",4,1
"11","7",4,1
"11","10",4,1
"11","14",4,1
"12","2",4,1
"13","13",4,1
"14","1",4,1
"14","10",4,1
"15","15",4,1
"16","10",4,1
"1","1",5,2
"2","3",5,2
"2","11",5,2
"2","12",5,2
"3","2",5,2
"3","13",5,2
"4","5",5,2
"5","4",5,2
"6","12",5,2
"7","11",5,2
"8","8",5,2
"9","9",5,2
"10","11",5,2
"11","2",5,2
"11","10",5,2
"11","13",5,2
"11","14",5,2
"12","6",5,2
"12","13",5,2
"13","11",5,2
"13","12",5,2
"14","11",5,2
"15","15",5,2
"16","5",5,2
"1","4",6,3
"1","16",6,3
"2","3",6,3
"2","5",6,3
"2","13",6,3
"3","2",6,3
"3","6",6,3
"3","10",6,3
"3","12",6,3
"4","1",6,3
"5","2",6,3
"6","3",6,3
"6","12",6,3
"7","7",6,3
"8","11",6,3
"9","9",6,3
"10","3",6,3
"10","11",6,3
"10","14",6,3
"11","8",6,3
"11","10",6,3
"12","6",6,3
"12","13",6,3
"13","2",6,3
"14","10",6,3
"15","15",6,3
"16","11",6,3
