"","X1","X2","count","plot_order"
"1","1","1",1,5
"2","2","2",1,5
"3","3","12",1,5
"4","4","4",1,5
"5","5","5",1,5
"6","6","13",1,5
"7","7","11",1,5
"8","8","16",1,5
"9","9","9",1,5
"10","10","15",1,5
"11","11","7",1,5
"12","12","3",1,5
"13","13","6",1,5
"14","14","14",1,5
"15","15","10",1,5
"16","16","8",1,5
"17","1","1",2,1
"18","2","2",2,1
"19","3","15",2,1
"20","4","4",2,1
"21","5","5",2,1
"22","6","6",2,1
"23","7","11",2,1
"24","8","9",2,1
"25","8","10",2,1
"26","9",NA,2,1
"27","10",NA,2,1
"28","11","7",2,1
"29","11","14",2,1
"30","12","13",2,1
"31","13","12",2,1
"32","14","11",2,1
"33","15","3",2,1
"34","16","16",2,1
"35","1","1",3,2
"36","2","2",3,2
"37","3","3",3,2
"38","4","4",3,2
"39","5","5",3,2
"40","6","12",3,2
"41","6","13",3,2
"42","6","14",3,2
"43","7","9",3,2
"44","7","10",3,2
"45","8","15",3,2
"46","9","7",3,2
"47","9","10",3,2
"48","10","7",3,2
"49","11","14",3,2
"50","12","6",3,2
"51","13","6",3,2
"52","14","6",3,2
"53","14","11",3,2
"54","15",NA,3,2
"55","16","14",3,2
"56","1","1",4,6
"57","2","5",4,6
"58","3","6",4,6
"59","4","5",4,6
"60","5","2",4,6
"61","5","4",4,6
"62","6","3",4,6
"63","6","12",4,6
"64","7","10",4,6
"65","8","15",4,6
"66","9","6",4,6
"67","10","7",4,6
"68","10","11",4,6
"69","10","13",4,6
"70","11","10",4,6
"71","11","14",4,6
"72","12",NA,4,6
"73","13",NA,4,6
"74","14","11",4,6
"75","15","8",4,6
"76","16","16",4,6
"77","1","14",5,3
"78","2","12",5,3
"79","3","5",5,3
"80","4","9",5,3
"81","5","3",5,3
"82","5","4",5,3
"83","6","11",5,3
"84","6","12",5,3
"85","7","10",5,3
"86","8","9",5,3
"87","9","4",5,3
"88","9","8",5,3
"89","10","11",5,3
"90","11","6",5,3
"91","12","2",5,3
"92","12","6",5,3
"93","13","4",5,3
"94","14","1",5,3
"95","15","15",5,3
"96","16","16",5,3
"97","1","1",6,4
"98","2","3",6,4
"99","2","12",6,4
"100","3","2",6,4
"101","3","16",6,4
"102","4","7",6,4
"103","5","5",6,4
"104","6","12",6,4
"105","6","13",6,4
"106","7","10",6,4
"107","8","9",6,4
"108","8","10",6,4
"109","8","11",6,4
"110","9",NA,6,4
"111","10","7",6,4
"112","10","8",6,4
"113","11","7",6,4
"114","11","8",6,4
"115","11","14",6,4
"116","12","2",6,4
"117","12","6",6,4
"118","13","6",6,4
"119","14","11",6,4
"120","15","4",6,4
"121","16",NA,6,4
